Team,variable,value,value_org
Arsenal,GFPerGame,52.28607008859565,1.4736842105263157
Arsenal,PassAccuracy,59.244349771125215,81.5
Arsenal,AveragePossession,55.07980276447802,53.8
Arsenal,GAPerGame,53.116427454739025,1.263157894736842
Arsenal,GoalRate,63.24225513844698,0.13658536585365855
Arsenal,ShotsPerGame,43.84905527992827,10.789473684210526
Aston Villa,GFPerGame,44.31140698884338,1.0789473684210527
Aston Villa,PassAccuracy,44.53510814635136,74.3
Aston Villa,AveragePossession,42.12997705739874,44.1
Aston Villa,GAPerGame,37.113151335808865,1.763157894736842
Aston Villa,GoalRate,41.32485610265047,0.08932461873638345
Aston Villa,ShotsPerGame,48.89334467379464,12.078947368421053
Bournemouth,GFPerGame,43.779762782193224,1.0526315789473684
Bournemouth,PassAccuracy,42.90074796582093,73.5
Bournemouth,AveragePossession,42.12997705739874,44.1
Bournemouth,GAPerGame,38.797706716748884,1.7105263157894737
Bournemouth,GoalRate,47.58700450253508,0.10282776349614396
Bournemouth,ShotsPerGame,41.687216968271265,10.236842105263158
Brighton,GFPerGame,43.248118575543074,1.0263157894736843
Brighton,PassAccuracy,54.54556425210024,79.2
Brighton,AveragePossession,52.94374903959896,52.2
Brighton,GAPerGame,48.06276131191897,1.4210526315789473
Brighton,GoalRate,39.13318782920463,0.08459869848156182
Brighton,ShotsPerGame,49.09923403680959,12.131578947368421
Burnley,GFPerGame,45.37469540214368,1.131578947368421
Burnley,PassAccuracy,32.48170181493947,68.4
Burnley,AveragePossession,39.192903185690035,41.9
Burnley,GAPerGame,51.431872073799,1.3157894736842106
Burnley,GoalRate,51.29564191339817,0.11082474226804123
Burnley,ShotsPerGame,41.58427228676379,10.210526315789474
Chelsea,GFPerGame,59.19744477504763,1.8157894736842106
Chelsea,PassAccuracy,62.51307013218606,83.1
Chelsea,AveragePossession,63.89102437960412,60.4
Chelsea,GAPerGame,48.06276131191897,1.4210526315789473
Chelsea,GoalRate,51.098665641463064,0.1104
Chelsea,ShotsPerGame,65.98216180403575,16.44736842105263
Crystal Palace,GFPerGame,38.99496492234186,0.8157894736842105
Crystal Palace,PassAccuracy,45.7608782817492,74.9
Crystal Palace,AveragePossession,43.064500562033324,44.8
Crystal Palace,GAPerGame,51.431872073799,1.3157894736842106
Crystal Palace,GoalRate,38.13523849385398,0.08244680851063829
Crystal Palace,ShotsPerGame,40.348936108674074,9.894736842105264
Everton,GFPerGame,45.906339608793836,1.1578947368421053
Everton,PassAccuracy,47.39523846227962,75.7
Everton,AveragePossession,48.67164158984085,49.0
Everton,GAPerGame,46.37820593097896,1.4736842105263157
Everton,GoalRate,43.31547844856153,0.09361702127659574
Everton,ShotsPerGame,50.025736170376874,12.368421052631579
League Average,GFPerGame,50.00000000000001,1.3605263157894736
League Average,PassAccuracy,49.99999999999998,76.97500000000001
League Average,AveragePossession,50.000000000000014,49.99499999999999
League Average,GAPerGame,49.999999999999986,1.3605263157894734
League Average,GoalRate,49.99999999999999,0.10803093426538339
League Average,ShotsPerGame,50.000000000000014,12.361842105263156
Leicester,GFPerGame,58.13415636174732,1.763157894736842
Leicester,PassAccuracy,57.60998959059479,80.7
Leicester,AveragePossession,59.48541357204107,57.1
Leicester,GAPerGame,59.01237128802907,1.0789473684210527
Leicester,GoalRate,57.76153556442945,0.12476722532588454
Leicester,ShotsPerGame,56.92302983137782,14.131578947368421
Liverpool,GFPerGame,67.70375208145006,2.236842105263158
Liverpool,PassAccuracy,60.674414929089345,82.2
Liverpool,AveragePossession,67.22860832472765,62.9
Liverpool,GAPerGame,65.75059281178915,0.868421052631579
Liverpool,GoalRate,66.71226842962963,0.1440677966101695
Liverpool,ShotsPerGame,62.379097951274076,15.526315789473685
Man City,GFPerGame,76.74170359450264,2.6842105263157894
Man City,PassAccuracy,70.6848710348382,87.1
Man City,AveragePossession,71.63421913229071,66.2
Man City,GAPerGame,64.06603743084912,0.9210526315789473
Man City,GoalRate,63.39408189077726,0.13691275167785236
Man City,ShotsPerGame,78.33552358493296,19.605263157894736
Man United,GFPerGame,57.60251215509717,1.736842105263158
Man United,PassAccuracy,59.65293981625783,81.7
Man United,AveragePossession,57.749869920576835,55.8
Man United,GAPerGame,63.223759740379116,0.9473684210526315
Man United,GoalRate,56.26812262891944,0.12154696132596685
Man United,ShotsPerGame,57.54069792042267,14.289473684210526
Newcastle,GFPerGame,42.716474368892925,1.0
Newcastle,PassAccuracy,41.470682807856804,72.8
Newcastle,AveragePossession,35.321305809346754,39.0
Newcastle,GAPerGame,44.69365055003894,1.5263157894736843
Newcastle,GoalRate,44.514521331387144,0.09620253164556962
Newcastle,ShotsPerGame,42.30488505731613,10.394736842105264
Norwich,GFPerGame,36.3367438890911,0.6842105263157895
Norwich,PassAccuracy,54.749859274666534,79.3
Norwich,AveragePossession,49.07215166325567,49.3
