date,player_team,player,team,assists,rank
2024-12-08,andreaspereira_fulham,Andreas Pereira,Fulham,0.0,184.0
2024-12-08,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,188.0
2024-12-09,bukayosaka_arsenal,Bukayo Saka,Arsenal,10.0,1.0
2024-12-09,mohamedsalah_liverpool,Mohamed Salah,Liverpool,8.0,2.0
2024-12-09,colepalmer_chelsea,Cole Palmer,Chelsea,6.0,3.0
2024-12-09,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,6.0,4.0
2024-12-09,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,5.0,5.0
2024-12-09,jamesmaddison_tottenham,James Maddison,Tottenham,4.0,6.0
2024-12-09,jarrodbowen_westham,Jarrod Bowen,West Ham,4.0,7.0
2024-12-09,sonheungmin_tottenham,Son Heung-min,Tottenham,4.0,8.0
2024-12-09,mikkeldamsgaard_brentford,Mikkel Damsgaard,Brentford,4.0,9.0
2024-12-09,bernardosilva_manchestercity,Bernardo Silva,Manchester City,4.0,10.0
2024-12-09,marcustavernier_bournemouth,Marcus Tavernier,Bournemouth,4.0,11.0
2024-12-09,antoneerobinson_fulham,Antonee Robinson,Fulham,4.0,12.0
2024-12-09,elliotanderson_notthamforest,Elliot Anderson,Nott'ham Forest,4.0,13.0
2024-12-09,jacobmurphy_newcastleutd,Jacob Murphy,Newcastle Utd,4.0,14.0
2024-12-09,wilfredndidi_leicestercity,Wilfred Ndidi,Leicester City,4.0,15.0
2024-12-09,youritielemans_astonvilla,Youri Tielemans,Aston Villa,4.0,16.0
2024-12-09,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,3.0,17.0
2024-12-09,matheuscunha_wolves,Matheus Cunha,Wolves,3.0,18.0
2024-12-09,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,3.0,19.0
2024-12-09,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,3.0,20.0
2024-12-09,jamievardy_leicestercity,Jamie Vardy,Leicester City,3.0,21.0
2024-12-09,alexiwobi_fulham,Alex Iwobi,Fulham,3.0,22.0
2024-12-09,joaopedro_brighton,Joao Pedro,Brighton,3.0,23.0
2024-12-09,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,3.0,24.0
2024-12-09,dwightmcneil_everton,Dwight McNeil,Everton,3.0,25.0
2024-12-09,enzofernandez_chelsea,Enzo Fernandez,Chelsea,3.0,26.0
2024-12-09,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,27.0
2024-12-09,jadonsancho_chelsea,Jadon Sancho,Chelsea,3.0,28.0
2024-12-09,adamatraore_fulham,Adama Traore,Fulham,3.0,29.0
2024-12-09,ashleyyoung_everton,Ashley Young,Everton,3.0,30.0
2024-12-09,lewiscook_bournemouth,Lewis Cook,Bournemouth,3.0,31.0
2024-12-09,mariolemina_wolves,Mario Lemina,Wolves,3.0,32.0
2024-12-09,vitalyjanelt_brentford,Vitaly Janelt,Brentford,3.0,33.0
2024-12-09,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,3.0,34.0
2024-12-09,timowerner_tottenham,Timo Werner,Tottenham,3.0,36.0
2024-12-09,trentalexanderarnold_liverpool,Trent Alexander-Arnold,Liverpool,3.0,37.0
2024-12-09,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,2.0,38.0
2024-12-09,dannywelbeck_brighton,Danny Welbeck,Brighton,2.0,39.0
2024-12-09,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,2.0,40.0
2024-12-09,dominicsolanke_tottenham,Dominic Solanke,Tottenham,2.0,41.0
2024-12-09,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,2.0,42.0
2024-12-09,kaihavertz_arsenal,Kai Havertz,Arsenal,2.0,43.0
2024-12-09,luisdiaz_liverpool,Luis Diaz,Liverpool,2.0,44.0
2024-12-09,nonimadueke_chelsea,Noni Madueke,Chelsea,2.0,45.0
2024-12-09,rauljimenez_fulham,Raul Jimenez,Fulham,2.0,46.0
2024-12-09,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,2.0,47.0
2024-12-09,morganrogers_astonvilla,Morgan Rogers,Aston Villa,2.0,48.0
2024-12-09,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,2.0,49.0
2024-12-09,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,2.0,50.0
2024-12-09,kaorumitoma_brighton,Kaoru Mitoma,Brighton,2.0,51.0
2024-12-09,dangoouattara_bournemouth,Dango Ouattara,Bournemouth,2.0,52.0
2024-12-09,diogojota_liverpool,Diogo Jota,Liverpool,2.0,53.0
2024-12-09,georginiorutter_brighton,Georginio Rutter,Brighton,2.0,54.0
2024-12-09,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,2.0,56.0
2024-12-09,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,57.0
2024-12-09,goncaloguedes_wolves,Goncalo Guedes,Wolves,2.0,60.0
2024-12-09,leifdavis_ipswichtown,Leif Davis,Ipswich Town,2.0,62.0
2024-12-09,pedroneto_chelsea,Pedro Neto,Chelsea,2.0,66.0
2024-12-09,ricolewis_manchestercity,Rico Lewis,Manchester City,2.0,67.0
2024-12-09,abdulfatawuissahaku_leicestercity,Abdul Fatawu Issahaku,Leicester City,2.0,69.0
2024-12-09,adamlallana_southampton,Adam Lallana,Southampton,2.0,70.0
2024-12-09,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,2.0,71.0
2024-12-09,harrywinks_leicestercity,Harry Winks,Leicester City,2.0,73.0
2024-12-09,jacobramsey_astonvilla,Jacob Ramsey,Aston Villa,2.0,74.0
2024-12-09,lucasdigne_astonvilla,Lucas Digne,Aston Villa,2.0,78.0
2024-12-09,mickyvandeven_tottenham,Micky van de Ven,Tottenham,2.0,79.0
2024-12-09,savio_manchestercity,Savio,Manchester City,2.0,82.0
2024-12-09,erlinghaaland_manchestercity,Erling Haaland,Manchester City,1.0,84.0
2024-12-09,yoanewissa_brentford,Yoane Wissa,Brentford,1.0,85.0
2024-12-09,brennanjohnson_tottenham,Brennan Johnson,Tottenham,1.0,86.0
2024-12-09,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,1.0,88.0
2024-12-09,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,1.0,89.0
2024-12-09,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,1.0,93.0
2024-12-09,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,1.0,94.0
2024-12-09,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,1.0,95.0
2024-12-09,adamarmstrong_southampton,Adam Armstrong,Southampton,1.0,97.0
2024-12-09,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,1.0,98.0
2024-12-09,carlosbaleba_brighton,Carlos Baleba,Brighton,1.0,99.0
2024-12-09,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,1.0,105.0
2024-12-09,yankubaminteh_brighton,Yankuba Minteh,Brighton,1.0,114.0
2024-12-09,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,1.0,115.0
2024-12-09,dominikszoboszlai_liverpool,Dominik Szoboszlai,Liverpool,1.0,119.0
2024-12-09,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,128.0
2024-12-09,simonadingra_brighton,Simon Adingra,Brighton,1.0,137.0
2024-12-09,alexmoreno_notthamforest,Alex Moreno,Nott'ham Forest,1.0,140.0
2024-12-09,benjohnson_ipswichtown,Ben Johnson,Ipswich Town,1.0,141.0
2024-12-09,benwhite_arsenal,Ben White,Arsenal,1.0,142.0
2024-12-09,berndleno_fulham,Bernd Leno,Fulham,1.0,143.0
2024-12-09,cameronburgess_ipswichtown,Cameron Burgess,Ipswich Town,1.0,144.0
2024-12-09,matswieffer_brighton,Mats Wieffer,Brighton,1.0,165.0
2024-12-09,maxkilman_westham,Max Kilman,West Ham,1.0,166.0
2024-12-09,noussairmazraoui_manchesterutd,Noussair Mazraoui,Manchester Utd,1.0,167.0
2024-12-09,chriswood_notthamforest,Chris Wood,Nott'ham Forest,0.0,180.0
2024-12-09,joelinton_newcastleutd,Joelinton,Newcastle Utd,0.0,182.0
2024-12-09,andreaspereira_fulham,Andreas Pereira,Fulham,0.0,184.0
2024-12-09,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,189.0
2024-12-14,bukayosaka_arsenal,Bukayo Saka,Arsenal,10.0,1.0
2024-12-14,mohamedsalah_liverpool,Mohamed Salah,Liverpool,9.0,2.0
2024-12-14,colepalmer_chelsea,Cole Palmer,Chelsea,6.0,3.0
2024-12-14,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,6.0,4.0
2024-12-14,antoneerobinson_fulham,Antonee Robinson,Fulham,6.0,5.0
2024-12-14,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,5.0,6.0
2024-12-14,elliotanderson_notthamforest,Elliot Anderson,Nott'ham Forest,5.0,7.0
2024-12-14,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,4.0,8.0
2024-12-14,jamesmaddison_tottenham,James Maddison,Tottenham,4.0,9.0
2024-12-14,jarrodbowen_westham,Jarrod Bowen,West Ham,4.0,10.0
2024-12-14,sonheungmin_tottenham,Son Heung-min,Tottenham,4.0,11.0
2024-12-14,jacobmurphy_newcastleutd,Jacob Murphy,Newcastle Utd,4.0,12.0
2024-12-14,mikkeldamsgaard_brentford,Mikkel Damsgaard,Brentford,4.0,13.0
2024-12-14,bernardosilva_manchestercity,Bernardo Silva,Manchester City,4.0,14.0
2024-12-14,marcustavernier_bournemouth,Marcus Tavernier,Bournemouth,4.0,15.0
2024-12-14,wilfredndidi_leicestercity,Wilfred Ndidi,Leicester City,4.0,16.0
2024-12-14,youritielemans_astonvilla,Youri Tielemans,Aston Villa,4.0,17.0
2024-12-14,matheuscunha_wolves,Matheus Cunha,Wolves,3.0,18.0
2024-12-14,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,3.0,19.0
2024-12-14,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,3.0,20.0
2024-12-14,jamievardy_leicestercity,Jamie Vardy,Leicester City,3.0,21.0
2024-12-14,alexiwobi_fulham,Alex Iwobi,Fulham,3.0,22.0
2024-12-14,joaopedro_brighton,Joao Pedro,Brighton,3.0,23.0
2024-12-14,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,3.0,24.0
2024-12-14,dwightmcneil_everton,Dwight McNeil,Everton,3.0,25.0
2024-12-14,enzofernandez_chelsea,Enzo Fernandez,Chelsea,3.0,26.0
2024-12-14,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,27.0
2024-12-14,jadonsancho_chelsea,Jadon Sancho,Chelsea,3.0,28.0
2024-12-14,adamatraore_fulham,Adama Traore,Fulham,3.0,29.0
2024-12-14,ashleyyoung_everton,Ashley Young,Everton,3.0,30.0
2024-12-14,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,3.0,31.0
2024-12-14,goncaloguedes_wolves,Goncalo Guedes,Wolves,3.0,32.0
2024-12-14,lewiscook_bournemouth,Lewis Cook,Bournemouth,3.0,33.0
2024-12-14,mariolemina_wolves,Mario Lemina,Wolves,3.0,34.0
2024-12-14,vitalyjanelt_brentford,Vitaly Janelt,Brentford,3.0,35.0
2024-12-14,timowerner_tottenham,Timo Werner,Tottenham,3.0,37.0
2024-12-14,trentalexanderarnold_liverpool,Trent Alexander-Arnold,Liverpool,3.0,38.0
2024-12-14,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,2.0,39.0
2024-12-14,dannywelbeck_brighton,Danny Welbeck,Brighton,2.0,40.0
2024-12-14,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,2.0,41.0
2024-12-14,dominicsolanke_tottenham,Dominic Solanke,Tottenham,2.0,42.0
2024-12-14,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,2.0,43.0
2024-12-14,kaihavertz_arsenal,Kai Havertz,Arsenal,2.0,44.0
2024-12-14,luisdiaz_liverpool,Luis Diaz,Liverpool,2.0,45.0
2024-12-14,nonimadueke_chelsea,Noni Madueke,Chelsea,2.0,46.0
2024-12-14,rauljimenez_fulham,Raul Jimenez,Fulham,2.0,47.0
2024-12-14,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,2.0,48.0
2024-12-14,morganrogers_astonvilla,Morgan Rogers,Aston Villa,2.0,49.0
2024-12-14,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,2.0,50.0
2024-12-14,diogojota_liverpool,Diogo Jota,Liverpool,2.0,51.0
2024-12-14,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,2.0,52.0
2024-12-14,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,2.0,53.0
2024-12-14,kaorumitoma_brighton,Kaoru Mitoma,Brighton,2.0,54.0
2024-12-14,dangoouattara_bournemouth,Dango Ouattara,Bournemouth,2.0,55.0
2024-12-14,georginiorutter_brighton,Georginio Rutter,Brighton,2.0,57.0
2024-12-14,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,2.0,59.0
2024-12-14,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,61.0
2024-12-14,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,2.0,62.0
2024-12-14,leifdavis_ipswichtown,Leif Davis,Ipswich Town,2.0,66.0
2024-12-14,pedroneto_chelsea,Pedro Neto,Chelsea,2.0,70.0
2024-12-14,ricolewis_manchestercity,Rico Lewis,Manchester City,2.0,71.0
2024-12-14,abdulfatawuissahaku_leicestercity,Abdul Fatawu Issahaku,Leicester City,2.0,73.0
2024-12-14,adamlallana_southampton,Adam Lallana,Southampton,2.0,74.0
2024-12-14,harrywinks_leicestercity,Harry Winks,Leicester City,2.0,76.0
2024-12-14,jacobramsey_astonvilla,Jacob Ramsey,Aston Villa,2.0,78.0
2024-12-14,lucasdigne_astonvilla,Lucas Digne,Aston Villa,2.0,84.0
2024-12-14,mickyvandeven_tottenham,Micky van de Ven,Tottenham,2.0,85.0
2024-12-14,savio_manchestercity,Savio,Manchester City,2.0,88.0
2024-12-14,erlinghaaland_manchestercity,Erling Haaland,Manchester City,1.0,90.0
2024-12-14,yoanewissa_brentford,Yoane Wissa,Brentford,1.0,91.0
2024-12-14,brennanjohnson_tottenham,Brennan Johnson,Tottenham,1.0,92.0
2024-12-14,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,1.0,94.0
2024-12-14,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,1.0,95.0
2024-12-14,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,1.0,99.0
2024-12-14,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,1.0,101.0
2024-12-14,adamarmstrong_southampton,Adam Armstrong,Southampton,1.0,103.0
2024-12-14,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,1.0,104.0
2024-12-14,carlosbaleba_brighton,Carlos Baleba,Brighton,1.0,105.0
2024-12-14,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,1.0,109.0
2024-12-14,yankubaminteh_brighton,Yankuba Minteh,Brighton,1.0,119.0
2024-12-14,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,1.0,120.0
2024-12-14,dominikszoboszlai_liverpool,Dominik Szoboszlai,Liverpool,1.0,124.0
2024-12-14,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,133.0
2024-12-14,simonadingra_brighton,Simon Adingra,Brighton,1.0,140.0
2024-12-14,alexmoreno_notthamforest,Alex Moreno,Nott'ham Forest,1.0,143.0
2024-12-14,benjohnson_ipswichtown,Ben Johnson,Ipswich Town,1.0,144.0
2024-12-14,benwhite_arsenal,Ben White,Arsenal,1.0,145.0
2024-12-14,berndleno_fulham,Bernd Leno,Fulham,1.0,146.0
2024-12-14,cameronburgess_ipswichtown,Cameron Burgess,Ipswich Town,1.0,147.0
2024-12-14,matswieffer_brighton,Mats Wieffer,Brighton,1.0,165.0
2024-12-14,maxkilman_westham,Max Kilman,West Ham,1.0,166.0
2024-12-14,noussairmazraoui_manchesterutd,Noussair Mazraoui,Manchester Utd,1.0,167.0
2024-12-14,chriswood_notthamforest,Chris Wood,Nott'ham Forest,0.0,180.0
2024-12-14,andreaspereira_fulham,Andreas Pereira,Fulham,0.0,182.0
2024-12-14,joelinton_newcastleutd,Joelinton,Newcastle Utd,0.0,183.0
2024-12-14,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,189.0
2024-12-15,bukayosaka_arsenal,Bukayo Saka,Arsenal,10.0,1.0
2024-12-15,mohamedsalah_liverpool,Mohamed Salah,Liverpool,9.0,2.0
2024-12-15,colepalmer_chelsea,Cole Palmer,Chelsea,6.0,3.0
2024-12-15,sonheungmin_tottenham,Son Heung-min,Tottenham,6.0,4.0
2024-12-15,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,6.0,5.0
2024-12-15,antoneerobinson_fulham,Antonee Robinson,Fulham,6.0,6.0
2024-12-15,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,5.0,7.0
2024-12-15,elliotanderson_notthamforest,Elliot Anderson,Nott'ham Forest,5.0,8.0
2024-12-15,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,4.0,9.0
2024-12-15,jamesmaddison_tottenham,James Maddison,Tottenham,4.0,10.0
2024-12-15,jarrodbowen_westham,Jarrod Bowen,West Ham,4.0,11.0
2024-12-15,enzofernandez_chelsea,Enzo Fernandez,Chelsea,4.0,12.0
2024-12-15,jacobmurphy_newcastleutd,Jacob Murphy,Newcastle Utd,4.0,13.0
2024-12-15,mikkeldamsgaard_brentford,Mikkel Damsgaard,Brentford,4.0,14.0
2024-12-15,bernardosilva_manchestercity,Bernardo Silva,Manchester City,4.0,15.0
2024-12-15,marcustavernier_bournemouth,Marcus Tavernier,Bournemouth,4.0,16.0
2024-12-15,wilfredndidi_leicestercity,Wilfred Ndidi,Leicester City,4.0,17.0
2024-12-15,youritielemans_astonvilla,Youri Tielemans,Aston Villa,4.0,18.0
2024-12-15,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,3.0,19.0
2024-12-15,matheuscunha_wolves,Matheus Cunha,Wolves,3.0,20.0
2024-12-15,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,3.0,21.0
2024-12-15,jamievardy_leicestercity,Jamie Vardy,Leicester City,3.0,22.0
2024-12-15,alexiwobi_fulham,Alex Iwobi,Fulham,3.0,23.0
2024-12-15,nonimadueke_chelsea,Noni Madueke,Chelsea,3.0,24.0
2024-12-15,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,3.0,25.0
2024-12-15,joaopedro_brighton,Joao Pedro,Brighton,3.0,26.0
2024-12-15,dwightmcneil_everton,Dwight McNeil,Everton,3.0,27.0
2024-12-15,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,28.0
2024-12-15,jadonsancho_chelsea,Jadon Sancho,Chelsea,3.0,29.0
2024-12-15,adamatraore_fulham,Adama Traore,Fulham,3.0,30.0
2024-12-15,ashleyyoung_everton,Ashley Young,Everton,3.0,31.0
2024-12-15,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,3.0,32.0
2024-12-15,goncaloguedes_wolves,Goncalo Guedes,Wolves,3.0,33.0
2024-12-15,lewiscook_bournemouth,Lewis Cook,Bournemouth,3.0,34.0
2024-12-15,mariolemina_wolves,Mario Lemina,Wolves,3.0,35.0
2024-12-15,vitalyjanelt_brentford,Vitaly Janelt,Brentford,3.0,36.0
2024-12-15,timowerner_tottenham,Timo Werner,Tottenham,3.0,38.0
2024-12-15,trentalexanderarnold_liverpool,Trent Alexander-Arnold,Liverpool,3.0,39.0
2024-12-15,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,2.0,40.0
2024-12-15,dannywelbeck_brighton,Danny Welbeck,Brighton,2.0,41.0
2024-12-15,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,2.0,42.0
2024-12-15,dominicsolanke_tottenham,Dominic Solanke,Tottenham,2.0,43.0
2024-12-15,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,2.0,44.0
2024-12-15,kaihavertz_arsenal,Kai Havertz,Arsenal,2.0,45.0
2024-12-15,luisdiaz_liverpool,Luis Diaz,Liverpool,2.0,46.0
2024-12-15,rauljimenez_fulham,Raul Jimenez,Fulham,2.0,47.0
2024-12-15,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,2.0,48.0
2024-12-15,morganrogers_astonvilla,Morgan Rogers,Aston Villa,2.0,50.0
2024-12-15,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,2.0,51.0
2024-12-15,diogojota_liverpool,Diogo Jota,Liverpool,2.0,52.0
2024-12-15,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,2.0,53.0
2024-12-15,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,2.0,54.0
2024-12-15,kaorumitoma_brighton,Kaoru Mitoma,Brighton,2.0,56.0
2024-12-15,dangoouattara_bournemouth,Dango Ouattara,Bournemouth,2.0,57.0
2024-12-15,georginiorutter_brighton,Georginio Rutter,Brighton,2.0,59.0
2024-12-15,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,2.0,61.0
2024-12-15,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,63.0
2024-12-15,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,2.0,64.0
2024-12-15,leifdavis_ipswichtown,Leif Davis,Ipswich Town,2.0,68.0
2024-12-15,pedroneto_chelsea,Pedro Neto,Chelsea,2.0,73.0
2024-12-15,ricolewis_manchestercity,Rico Lewis,Manchester City,2.0,74.0
2024-12-15,abdulfatawuissahaku_leicestercity,Abdul Fatawu Issahaku,Leicester City,2.0,76.0
2024-12-15,adamlallana_southampton,Adam Lallana,Southampton,2.0,77.0
2024-12-15,harrywinks_leicestercity,Harry Winks,Leicester City,2.0,79.0
2024-12-15,jacobramsey_astonvilla,Jacob Ramsey,Aston Villa,2.0,81.0
2024-12-15,lucasdigne_astonvilla,Lucas Digne,Aston Villa,2.0,87.0
2024-12-15,mickyvandeven_tottenham,Micky van de Ven,Tottenham,2.0,88.0
2024-12-15,savio_manchestercity,Savio,Manchester City,2.0,90.0
2024-12-15,erlinghaaland_manchestercity,Erling Haaland,Manchester City,1.0,93.0
2024-12-15,yoanewissa_brentford,Yoane Wissa,Brentford,1.0,94.0
2024-12-15,brennanjohnson_tottenham,Brennan Johnson,Tottenham,1.0,95.0
2024-12-15,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,1.0,97.0
2024-12-15,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,1.0,98.0
2024-12-15,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,1.0,101.0
2024-12-15,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,1.0,103.0
2024-12-15,adamarmstrong_southampton,Adam Armstrong,Southampton,1.0,105.0
2024-12-15,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,1.0,106.0
2024-12-15,carlosbaleba_brighton,Carlos Baleba,Brighton,1.0,107.0
2024-12-15,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,1.0,111.0
2024-12-15,yankubaminteh_brighton,Yankuba Minteh,Brighton,1.0,121.0
2024-12-15,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,1.0,122.0
2024-12-15,dominikszoboszlai_liverpool,Dominik Szoboszlai,Liverpool,1.0,126.0
2024-12-15,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,134.0
2024-12-15,simonadingra_brighton,Simon Adingra,Brighton,1.0,142.0
2024-12-15,alexmoreno_notthamforest,Alex Moreno,Nott'ham Forest,1.0,145.0
2024-12-15,benjohnson_ipswichtown,Ben Johnson,Ipswich Town,1.0,146.0
2024-12-15,benwhite_arsenal,Ben White,Arsenal,1.0,147.0
2024-12-15,berndleno_fulham,Bernd Leno,Fulham,1.0,148.0
2024-12-15,cameronburgess_ipswichtown,Cameron Burgess,Ipswich Town,1.0,149.0
2024-12-15,matswieffer_brighton,Mats Wieffer,Brighton,1.0,169.0
2024-12-15,maxkilman_westham,Max Kilman,West Ham,1.0,170.0
2024-12-15,noussairmazraoui_manchesterutd,Noussair Mazraoui,Manchester Utd,1.0,171.0
2024-12-15,chriswood_notthamforest,Chris Wood,Nott'ham Forest,0.0,183.0
2024-12-15,andreaspereira_fulham,Andreas Pereira,Fulham,0.0,185.0
2024-12-15,joelinton_newcastleutd,Joelinton,Newcastle Utd,0.0,186.0
2024-12-15,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,192.0
2024-12-21,bukayosaka_arsenal,Bukayo Saka,Arsenal,10.0,1.0
2024-12-21,mohamedsalah_liverpool,Mohamed Salah,Liverpool,9.0,2.0
2024-12-21,colepalmer_chelsea,Cole Palmer,Chelsea,6.0,3.0
2024-12-21,sonheungmin_tottenham,Son Heung-min,Tottenham,6.0,4.0
2024-12-21,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,6.0,5.0
2024-12-21,antoneerobinson_fulham,Antonee Robinson,Fulham,6.0,6.0
2024-12-21,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,5.0,7.0
2024-12-21,jacobmurphy_newcastleutd,Jacob Murphy,Newcastle Utd,5.0,8.0
2024-12-21,elliotanderson_notthamforest,Elliot Anderson,Nott'ham Forest,5.0,9.0
2024-12-21,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,4.0,10.0
2024-12-21,jamesmaddison_tottenham,James Maddison,Tottenham,4.0,11.0
2024-12-21,jarrodbowen_westham,Jarrod Bowen,West Ham,4.0,12.0
2024-12-21,enzofernandez_chelsea,Enzo Fernandez,Chelsea,4.0,13.0
2024-12-21,mikkeldamsgaard_brentford,Mikkel Damsgaard,Brentford,4.0,14.0
2024-12-21,bernardosilva_manchestercity,Bernardo Silva,Manchester City,4.0,15.0
2024-12-21,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,4.0,16.0
2024-12-21,marcustavernier_bournemouth,Marcus Tavernier,Bournemouth,4.0,17.0
2024-12-21,wilfredndidi_leicestercity,Wilfred Ndidi,Leicester City,4.0,18.0
2024-12-21,youritielemans_astonvilla,Youri Tielemans,Aston Villa,4.0,19.0
2024-12-21,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,3.0,20.0
2024-12-21,matheuscunha_wolves,Matheus Cunha,Wolves,3.0,21.0
2024-12-21,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,3.0,22.0
2024-12-21,jamievardy_leicestercity,Jamie Vardy,Leicester City,3.0,23.0
2024-12-21,alexiwobi_fulham,Alex Iwobi,Fulham,3.0,24.0
2024-12-21,morganrogers_astonvilla,Morgan Rogers,Aston Villa,3.0,25.0
2024-12-21,nonimadueke_chelsea,Noni Madueke,Chelsea,3.0,26.0
2024-12-21,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,3.0,27.0
2024-12-21,joaopedro_brighton,Joao Pedro,Brighton,3.0,28.0
2024-12-21,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,3.0,29.0
2024-12-21,dwightmcneil_everton,Dwight McNeil,Everton,3.0,30.0
2024-12-21,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,31.0
2024-12-21,jadonsancho_chelsea,Jadon Sancho,Chelsea,3.0,32.0
2024-12-21,adamatraore_fulham,Adama Traore,Fulham,3.0,33.0
