date,team,player,value,player_team,cum_sum
2021-02-06,Manchester Utd,Marcus Rashford,1,marcusrashford_manchesterutd,6.0
2021-02-06,Brighton,Pascal Gross,1,pascalgross_brighton,4.0
2021-02-07,Manchester City,Bernardo Silva,1,bernardosilva_manchestercity,2.0
2021-02-07,Chelsea,Timo Werner,1,timowerner_chelsea,5.0
2021-02-13,Manchester City,Raheem Sterling,1,raheemsterling_manchestercity,5.0
2021-02-13,Liverpool,Roberto Firmino,1,robertofirmino_liverpool,5.0
2021-02-14,Leeds United,Raphinha,1,raphinha_leedsunited,5.0
2021-02-15,West Ham,Aaron Cresswell,1,aaroncresswell_westham,6.0
2021-02-15,West Ham,Said Benrahma,1,saidbenrahma_westham,4.0
2021-02-17,Manchester City,Bernardo Silva,1,bernardosilva_manchestercity,3.0
2021-02-21,Manchester Utd,Bruno Fernandes,1,brunofernandes_manchesterutd,10.0
2021-02-21,Manchester City,Riyad Mahrez,1,riyadmahrez_manchestercity,3.0
2021-02-27,Manchester City,Kevin De Bruyne,1,kevindebruyne_manchestercity,11.0
2021-02-27,Wolves,Pedro Neto,1,pedroneto_wolves,5.0
2021-02-27,Manchester City,Riyad Mahrez,1,riyadmahrez_manchestercity,4.0
2021-02-28,Tottenham,Son Heung-min,2,sonheungmin_tottenham,8.0
2021-03-07,Tottenham,Harry Kane,2,harrykane_tottenham,13.0
2021-03-07,Manchester Utd,Marcus Rashford,1,marcusrashford_manchesterutd,7.0
2021-03-07,Tottenham,Son Heung-min,1,sonheungmin_tottenham,9.0
2021-03-08,West Ham,Aaron Cresswell,1,aaroncresswell_westham,7.0
2021-03-14,Leicester City,Jamie Vardy,2,jamievardy_leicestercity,7.0
2021-03-14,Brighton,Pascal Gross,1,pascalgross_brighton,5.0
2021-03-15,Liverpool,Sadio Mane,1,sadiomane_liverpool,4.0
2021-03-19,Leeds United,Jack Harrison,1,jackharrison_leedsunited,5.0
2021-03-19,Leeds United,Patrick Bamford,1,patrickbamford_leedsunited,6.0
2021-03-20,Brighton,Pascal Gross,1,pascalgross_brighton,6.0
2021-04-03,West Brom,Matheus Pereira,2,matheuspereira_westbrom,5.0
2021-04-03,Manchester City,Raheem Sterling,1,raheemsterling_manchestercity,6.0
2021-04-03,Leeds United,Raphinha,1,raphinha_leedsunited,6.0
2021-04-03,Liverpool,Sadio Mane,1,sadiomane_liverpool,5.0
2021-04-03,Chelsea,Timo Werner,1,timowerner_chelsea,6.0
2021-04-03,Liverpool,Trent Alexander-Arnold,1,trentalexanderarnold_liverpool,4.0
2021-04-04,Aston Villa,Bertrand Traore,1,bertrandtraore_astonvilla,4.0
2021-04-04,Manchester Utd,Bruno Fernandes,1,brunofernandes_manchesterutd,11.0
2021-04-05,Wolves,Pedro Neto,1,pedroneto_wolves,6.0
2021-04-05,West Ham,Vladimir Coufal,1,vladimircoufal_westham,4.0
2021-04-10,Manchester City,Bernardo Silva,1,bernardosilva_manchestercity,4.0
2021-04-10,Leeds United,Patrick Bamford,1,patrickbamford_leedsunited,7.0
2021-04-11,West Ham,Vladimir Coufal,1,vladimircoufal_westham,5.0
2021-04-18,Manchester Utd,Marcus Rashford,1,marcusrashford_manchesterutd,8.0
2021-04-19,Leeds United,Jack Harrison,1,jackharrison_leedsunited,6.0
2021-04-19,Liverpool,Trent Alexander-Arnold,1,trentalexanderarnold_liverpool,5.0
2021-04-21,Manchester City,Bernardo Silva,2,bernardosilva_manchestercity,6.0
2021-04-21,Southampton,James Ward-Prowse,1,jameswardprowse_southampton,6.0
2021-04-22,Leicester City,Jamie Vardy,1,jamievardy_leicestercity,8.0
2021-04-26,Crystal Palace,Eberechi Eze,1,eberechieze_crystalpalace,4.0
2021-05-01,Aston Villa,Bertrand Traore,1,bertrandtraore_astonvilla,5.0
2021-05-01,Everton,Lucas Digne,1,lucasdigne_everton,7.0
2021-05-01,Chelsea,Timo Werner,1,timowerner_chelsea,7.0
2021-05-02,Tottenham,Son Heung-min,1,sonheungmin_tottenham,10.0
2021-05-03,West Ham,Said Benrahma,1,saidbenrahma_westham,5.0
2021-05-03,West Ham,Vladimir Coufal,1,vladimircoufal_westham,6.0
2021-05-07,Leicester City,Jamie Vardy,1,jamievardy_leicestercity,9.0
2021-05-08,Crystal Palace,Eberechi Eze,1,eberechieze_crystalpalace,5.0
2021-05-08,Leeds United,Raphinha,1,raphinha_leedsunited,7.0
2021-05-08,Liverpool,Roberto Firmino,1,robertofirmino_liverpool,6.0
2021-05-08,Chelsea,Timo Werner,1,timowerner_chelsea,8.0
2021-05-09,Manchester Utd,Marcus Rashford,1,marcusrashford_manchesterutd,9.0
2021-05-09,Brighton,Pascal Gross,1,pascalgross_brighton,7.0
2021-05-13,Liverpool,Trent Alexander-Arnold,1,trentalexanderarnold_liverpool,6.0
2021-05-15,Leeds United,Jack Harrison,2,jackharrison_leedsunited,8.0
2021-05-15,Southampton,James Ward-Prowse,1,jameswardprowse_southampton,7.0
2021-05-15,Leeds United,Raphinha,1,raphinha_leedsunited,8.0
2021-05-16,Crystal Palace,Eberechi Eze,1,eberechieze_crystalpalace,6.0
2021-05-16,West Brom,Matheus Pereira,1,matheuspereira_westbrom,6.0
2021-05-16,Liverpool,Sadio Mane,1,sadiomane_liverpool,6.0
2021-05-16,Liverpool,Trent Alexander-Arnold,1,trentalexanderarnold_liverpool,7.0
2021-05-18,Manchester Utd,Bruno Fernandes,1,brunofernandes_manchesterutd,12.0
2021-05-18,Brighton,Pascal Gross,1,pascalgross_brighton,8.0
2021-05-18,Manchester City,Riyad Mahrez,1,riyadmahrez_manchestercity,5.0
2021-05-19,West Ham,Aaron Cresswell,1,aaroncresswell_westham,8.0
2021-05-19,Liverpool,Andrew Robertson,2,andrewrobertson_liverpool,7.0
2021-05-19,Aston Villa,Bertrand Traore,1,bertrandtraore_astonvilla,6.0
2021-05-19,Liverpool,Sadio Mane,1,sadiomane_liverpool,7.0
2021-05-19,West Ham,Said Benrahma,1,saidbenrahma_westham,6.0
2021-05-23,Tottenham,Harry Kane,1,harrykane_tottenham,14.0
2021-05-23,Manchester City,Kevin De Bruyne,1,kevindebruyne_manchestercity,12.0
2021-05-23,Manchester City,Raheem Sterling,1,raheemsterling_manchestercity,7.0
2021-05-23,Leeds United,Raphinha,1,raphinha_leedsunited,9.0
2021-05-23,Manchester City,Riyad Mahrez,1,riyadmahrez_manchestercity,6.0
2021-05-23,Liverpool,Roberto Firmino,1,robertofirmino_liverpool,7.0
2021-05-23,West Ham,Vladimir Coufal,1,vladimircoufal_westham,7.0
