date,player_team,value,pk,rank,player,team
2024-11-30,chriswood_notthamforest,9.0,2.0,3.0,Chris Wood,Nott'ham Forest
2024-11-30,bryanmbeumo_brentford,8.0,2.0,4.0,Bryan Mbeumo,Brentford
2024-11-30,yoanewissa_brentford,8.0,0.0,5.0,Yoane Wissa,Brentford
2024-11-30,colepalmer_chelsea,7.0,1.0,6.0,Cole Palmer,Chelsea
2024-11-30,matheuscunha_wolves,7.0,0.0,7.0,Matheus Cunha,Wolves
2024-11-30,nicolasjackson_chelsea,7.0,0.0,8.0,Nicolas Jackson,Chelsea
2024-11-30,dannywelbeck_brighton,6.0,0.0,9.0,Danny Welbeck,Brighton
2024-11-30,jorgenstrandlarsen_wolves,6.0,0.0,10.0,Jorgen Strand Larsen,Wolves
2024-11-30,liamdelap_ipswichtown,6.0,0.0,11.0,Liam Delap,Ipswich Town
2024-11-30,olliewatkins_astonvilla,6.0,0.0,12.0,Ollie Watkins,Aston Villa
2024-11-30,brennanjohnson_tottenham,5.0,0.0,13.0,Brennan Johnson,Tottenham
2024-11-30,justinkluivert_bournemouth,5.0,4.0,14.0,Justin Kluivert,Bournemouth
2024-11-30,luisdiaz_liverpool,5.0,0.0,15.0,Luis Diaz,Liverpool
2024-11-30,alexanderisak_newcastleutd,4.0,0.0,16.0,Alexander Isak,Newcastle Utd
2024-11-30,evanilson_bournemouth,4.0,0.0,17.0,Evanilson,Bournemouth
2024-11-30,joaopedro_brighton,4.0,0.0,18.0,Joao Pedro,Brighton
2024-11-30,rauljimenez_fulham,4.0,1.0,19.0,Raul Jimenez,Fulham
2024-11-30,jarrodbowen_westham,3.0,1.0,20.0,Jarrod Bowen,West Ham
2024-11-30,jeanphilippemateta_crystalpalace,3.0,1.0,21.0,Jean-Philippe Mateta,Crystal Palace
2024-11-30,kevinschade_brentford,3.0,0.0,22.0,Kevin Schade,Brentford
2024-11-30,codygakpo_liverpool,1.0,0.0,23.0,Cody Gakpo,Liverpool
2024-12-01,erlinghaaland_manchestercity,12.0,1.0,1.0,Erling Haaland,Manchester City
2024-12-01,mohamedsalah_liverpool,11.0,4.0,2.0,Mohamed Salah,Liverpool
2024-12-01,chriswood_notthamforest,9.0,2.0,3.0,Chris Wood,Nott'ham Forest
2024-12-01,bryanmbeumo_brentford,8.0,2.0,4.0,Bryan Mbeumo,Brentford
2024-12-01,colepalmer_chelsea,8.0,1.0,5.0,Cole Palmer,Chelsea
2024-12-01,nicolasjackson_chelsea,8.0,0.0,6.0,Nicolas Jackson,Chelsea
2024-12-01,yoanewissa_brentford,8.0,0.0,7.0,Yoane Wissa,Brentford
2024-12-01,matheuscunha_wolves,7.0,0.0,8.0,Matheus Cunha,Wolves
2024-12-01,brennanjohnson_tottenham,6.0,0.0,9.0,Brennan Johnson,Tottenham
2024-12-01,dannywelbeck_brighton,6.0,0.0,10.0,Danny Welbeck,Brighton
2024-12-01,jorgenstrandlarsen_wolves,6.0,0.0,11.0,Jorgen Strand Larsen,Wolves
2024-12-01,liamdelap_ipswichtown,6.0,0.0,12.0,Liam Delap,Ipswich Town
2024-12-01,olliewatkins_astonvilla,6.0,0.0,13.0,Ollie Watkins,Aston Villa
2024-12-01,justinkluivert_bournemouth,5.0,4.0,14.0,Justin Kluivert,Bournemouth
2024-12-01,luisdiaz_liverpool,5.0,0.0,15.0,Luis Diaz,Liverpool
2024-12-01,alexanderisak_newcastleutd,4.0,0.0,16.0,Alexander Isak,Newcastle Utd
2024-12-01,evanilson_bournemouth,4.0,0.0,17.0,Evanilson,Bournemouth
2024-12-01,joaopedro_brighton,4.0,0.0,18.0,Joao Pedro,Brighton
2024-12-01,rauljimenez_fulham,4.0,1.0,19.0,Raul Jimenez,Fulham
2024-12-01,jarrodbowen_westham,3.0,1.0,20.0,Jarrod Bowen,West Ham
2024-12-01,jeanphilippemateta_crystalpalace,3.0,1.0,21.0,Jean-Philippe Mateta,Crystal Palace
2024-12-01,kevinschade_brentford,3.0,0.0,22.0,Kevin Schade,Brentford
2024-12-01,codygakpo_liverpool,2.0,0.0,23.0,Cody Gakpo,Liverpool
2024-12-03,erlinghaaland_manchestercity,12.0,1.0,1.0,Erling Haaland,Manchester City
2024-12-03,mohamedsalah_liverpool,11.0,4.0,2.0,Mohamed Salah,Liverpool
2024-12-03,chriswood_notthamforest,9.0,2.0,3.0,Chris Wood,Nott'ham Forest
2024-12-03,bryanmbeumo_brentford,8.0,2.0,4.0,Bryan Mbeumo,Brentford
2024-12-03,colepalmer_chelsea,8.0,1.0,5.0,Cole Palmer,Chelsea
2024-12-03,nicolasjackson_chelsea,8.0,0.0,6.0,Nicolas Jackson,Chelsea
2024-12-03,yoanewissa_brentford,8.0,0.0,7.0,Yoane Wissa,Brentford
2024-12-03,matheuscunha_wolves,7.0,0.0,8.0,Matheus Cunha,Wolves
2024-12-03,brennanjohnson_tottenham,6.0,0.0,9.0,Brennan Johnson,Tottenham
2024-12-03,dannywelbeck_brighton,6.0,0.0,10.0,Danny Welbeck,Brighton
2024-12-03,jorgenstrandlarsen_wolves,6.0,0.0,11.0,Jorgen Strand Larsen,Wolves
2024-12-03,liamdelap_ipswichtown,6.0,0.0,12.0,Liam Delap,Ipswich Town
2024-12-03,olliewatkins_astonvilla,6.0,0.0,13.0,Ollie Watkins,Aston Villa
2024-12-03,justinkluivert_bournemouth,5.0,4.0,14.0,Justin Kluivert,Bournemouth
2024-12-03,luisdiaz_liverpool,5.0,0.0,15.0,Luis Diaz,Liverpool
2024-12-03,alexanderisak_newcastleutd,4.0,0.0,16.0,Alexander Isak,Newcastle Utd
2024-12-03,evanilson_bournemouth,4.0,0.0,17.0,Evanilson,Bournemouth
2024-12-03,jeanphilippemateta_crystalpalace,4.0,1.0,18.0,Jean-Philippe Mateta,Crystal Palace
2024-12-03,joaopedro_brighton,4.0,0.0,19.0,Joao Pedro,Brighton
2024-12-03,rauljimenez_fulham,4.0,1.0,20.0,Raul Jimenez,Fulham
2024-12-03,jarrodbowen_westham,3.0,1.0,21.0,Jarrod Bowen,West Ham
2024-12-03,kevinschade_brentford,3.0,0.0,22.0,Kevin Schade,Brentford
2024-12-03,codygakpo_liverpool,2.0,0.0,23.0,Cody Gakpo,Liverpool
2024-12-04,mohamedsalah_liverpool,13.0,4.0,1.0,Mohamed Salah,Liverpool
2024-12-04,erlinghaaland_manchestercity,12.0,1.0,2.0,Erling Haaland,Manchester City
2024-12-04,chriswood_notthamforest,9.0,2.0,3.0,Chris Wood,Nott'ham Forest
2024-12-04,colepalmer_chelsea,9.0,1.0,4.0,Cole Palmer,Chelsea
2024-12-04,bryanmbeumo_brentford,8.0,2.0,5.0,Bryan Mbeumo,Brentford
2024-12-04,nicolasjackson_chelsea,8.0,0.0,6.0,Nicolas Jackson,Chelsea
2024-12-04,yoanewissa_brentford,8.0,0.0,7.0,Yoane Wissa,Brentford
2024-12-04,matheuscunha_wolves,7.0,0.0,8.0,Matheus Cunha,Wolves
2024-12-04,olliewatkins_astonvilla,7.0,1.0,9.0,Ollie Watkins,Aston Villa
2024-12-04,brennanjohnson_tottenham,6.0,0.0,10.0,Brennan Johnson,Tottenham
2024-12-04,dannywelbeck_brighton,6.0,0.0,11.0,Danny Welbeck,Brighton
2024-12-04,jorgenstrandlarsen_wolves,6.0,0.0,12.0,Jorgen Strand Larsen,Wolves
2024-12-04,liamdelap_ipswichtown,6.0,0.0,13.0,Liam Delap,Ipswich Town
2024-12-04,alexanderisak_newcastleutd,5.0,0.0,14.0,Alexander Isak,Newcastle Utd
2024-12-04,justinkluivert_bournemouth,5.0,4.0,15.0,Justin Kluivert,Bournemouth
2024-12-04,luisdiaz_liverpool,5.0,0.0,16.0,Luis Diaz,Liverpool
2024-12-04,evanilson_bournemouth,4.0,0.0,17.0,Evanilson,Bournemouth
2024-12-04,jeanphilippemateta_crystalpalace,4.0,1.0,18.0,Jean-Philippe Mateta,Crystal Palace
2024-12-04,joaopedro_brighton,4.0,0.0,19.0,Joao Pedro,Brighton
2024-12-04,rauljimenez_fulham,4.0,1.0,20.0,Raul Jimenez,Fulham
2024-12-04,jarrodbowen_westham,3.0,1.0,21.0,Jarrod Bowen,West Ham
2024-12-04,kevinschade_brentford,3.0,0.0,22.0,Kevin Schade,Brentford
2024-12-04,codygakpo_liverpool,2.0,0.0,23.0,Cody Gakpo,Liverpool
2024-12-07,erlinghaaland_manchestercity,13.0,1.0,1.0,Erling Haaland,Manchester City
2024-12-07,mohamedsalah_liverpool,13.0,4.0,2.0,Mohamed Salah,Liverpool
2024-12-07,chriswood_notthamforest,10.0,2.0,3.0,Chris Wood,Nott'ham Forest
2024-12-07,bryanmbeumo_brentford,9.0,2.0,4.0,Bryan Mbeumo,Brentford
2024-12-07,colepalmer_chelsea,9.0,1.0,5.0,Cole Palmer,Chelsea
2024-12-07,yoanewissa_brentford,9.0,0.0,6.0,Yoane Wissa,Brentford
2024-12-07,nicolasjackson_chelsea,8.0,0.0,7.0,Nicolas Jackson,Chelsea
2024-12-07,matheuscunha_wolves,7.0,0.0,8.0,Matheus Cunha,Wolves
2024-12-07,olliewatkins_astonvilla,7.0,1.0,9.0,Ollie Watkins,Aston Villa
2024-12-07,alexanderisak_newcastleutd,6.0,0.0,10.0,Alexander Isak,Newcastle Utd
2024-12-07,brennanjohnson_tottenham,6.0,0.0,11.0,Brennan Johnson,Tottenham
2024-12-07,dannywelbeck_brighton,6.0,0.0,12.0,Danny Welbeck,Brighton
2024-12-07,jorgenstrandlarsen_wolves,6.0,0.0,13.0,Jorgen Strand Larsen,Wolves
2024-12-07,liamdelap_ipswichtown,6.0,0.0,14.0,Liam Delap,Ipswich Town
2024-12-07,justinkluivert_bournemouth,5.0,4.0,15.0,Justin Kluivert,Bournemouth
2024-12-07,luisdiaz_liverpool,5.0,0.0,16.0,Luis Diaz,Liverpool
2024-12-07,evanilson_bournemouth,4.0,0.0,17.0,Evanilson,Bournemouth
2024-12-07,jeanphilippemateta_crystalpalace,4.0,1.0,18.0,Jean-Philippe Mateta,Crystal Palace
2024-12-07,joaopedro_brighton,4.0,0.0,19.0,Joao Pedro,Brighton
2024-12-07,kevinschade_brentford,4.0,0.0,20.0,Kevin Schade,Brentford
2024-12-07,rauljimenez_fulham,4.0,1.0,21.0,Raul Jimenez,Fulham
2024-12-07,jarrodbowen_westham,3.0,1.0,22.0,Jarrod Bowen,West Ham
2024-12-07,codygakpo_liverpool,2.0,0.0,23.0,Cody Gakpo,Liverpool
2024-12-08,erlinghaaland_manchestercity,13.0,1.0,1.0,Erling Haaland,Manchester City
2024-12-08,mohamedsalah_liverpool,13.0,4.0,2.0,Mohamed Salah,Liverpool
2024-12-08,colepalmer_chelsea,11.0,3.0,3.0,Cole Palmer,Chelsea
2024-12-08,chriswood_notthamforest,10.0,2.0,4.0,Chris Wood,Nott'ham Forest
2024-12-08,bryanmbeumo_brentford,9.0,2.0,5.0,Bryan Mbeumo,Brentford
2024-12-08,yoanewissa_brentford,9.0,0.0,6.0,Yoane Wissa,Brentford
2024-12-08,nicolasjackson_chelsea,8.0,0.0,7.0,Nicolas Jackson,Chelsea
2024-12-08,matheuscunha_wolves,7.0,0.0,8.0,Matheus Cunha,Wolves
2024-12-08,olliewatkins_astonvilla,7.0,1.0,9.0,Ollie Watkins,Aston Villa
2024-12-08,alexanderisak_newcastleutd,6.0,0.0,10.0,Alexander Isak,Newcastle Utd
2024-12-08,brennanjohnson_tottenham,6.0,0.0,11.0,Brennan Johnson,Tottenham
2024-12-08,dannywelbeck_brighton,6.0,0.0,12.0,Danny Welbeck,Brighton
2024-12-08,jorgenstrandlarsen_wolves,6.0,0.0,13.0,Jorgen Strand Larsen,Wolves
2024-12-08,liamdelap_ipswichtown,6.0,0.0,14.0,Liam Delap,Ipswich Town
2024-12-08,justinkluivert_bournemouth,5.0,4.0,15.0,Justin Kluivert,Bournemouth
2024-12-08,luisdiaz_liverpool,5.0,0.0,16.0,Luis Diaz,Liverpool
2024-12-08,rauljimenez_fulham,5.0,1.0,17.0,Raul Jimenez,Fulham
2024-12-08,evanilson_bournemouth,4.0,0.0,18.0,Evanilson,Bournemouth
2024-12-08,jeanphilippemateta_crystalpalace,4.0,1.0,19.0,Jean-Philippe Mateta,Crystal Palace
2024-12-08,joaopedro_brighton,4.0,0.0,20.0,Joao Pedro,Brighton
2024-12-08,kevinschade_brentford,4.0,0.0,21.0,Kevin Schade,Brentford
2024-12-08,jarrodbowen_westham,3.0,1.0,22.0,Jarrod Bowen,West Ham
2024-12-08,codygakpo_liverpool,2.0,0.0,23.0,Cody Gakpo,Liverpool
2024-12-09,erlinghaaland_manchestercity,13.0,1.0,1.0,Erling Haaland,Manchester City
2024-12-09,mohamedsalah_liverpool,13.0,4.0,2.0,Mohamed Salah,Liverpool
2024-12-09,colepalmer_chelsea,11.0,3.0,3.0,Cole Palmer,Chelsea
2024-12-09,chriswood_notthamforest,10.0,2.0,4.0,Chris Wood,Nott'ham Forest
2024-12-09,bryanmbeumo_brentford,9.0,2.0,5.0,Bryan Mbeumo,Brentford
2024-12-09,yoanewissa_brentford,9.0,0.0,6.0,Yoane Wissa,Brentford
2024-12-09,nicolasjackson_chelsea,8.0,0.0,7.0,Nicolas Jackson,Chelsea
2024-12-09,matheuscunha_wolves,7.0,0.0,8.0,Matheus Cunha,Wolves
2024-12-09,olliewatkins_astonvilla,7.0,1.0,9.0,Ollie Watkins,Aston Villa
2024-12-09,alexanderisak_newcastleutd,6.0,0.0,10.0,Alexander Isak,Newcastle Utd
2024-12-09,brennanjohnson_tottenham,6.0,0.0,11.0,Brennan Johnson,Tottenham
2024-12-09,dannywelbeck_brighton,6.0,0.0,12.0,Danny Welbeck,Brighton
2024-12-09,jorgenstrandlarsen_wolves,6.0,0.0,13.0,Jorgen Strand Larsen,Wolves
2024-12-09,liamdelap_ipswichtown,6.0,0.0,14.0,Liam Delap,Ipswich Town
2024-12-09,justinkluivert_bournemouth,5.0,4.0,15.0,Justin Kluivert,Bournemouth
2024-12-09,luisdiaz_liverpool,5.0,0.0,16.0,Luis Diaz,Liverpool
2024-12-09,rauljimenez_fulham,5.0,1.0,17.0,Raul Jimenez,Fulham
2024-12-09,evanilson_bournemouth,4.0,0.0,18.0,Evanilson,Bournemouth
2024-12-09,jarrodbowen_westham,4.0,1.0,19.0,Jarrod Bowen,West Ham
2024-12-09,jeanphilippemateta_crystalpalace,4.0,1.0,20.0,Jean-Philippe Mateta,Crystal Palace
2024-12-09,joaopedro_brighton,4.0,0.0,21.0,Joao Pedro,Brighton
2024-12-09,kevinschade_brentford,4.0,0.0,22.0,Kevin Schade,Brentford
2024-12-09,codygakpo_liverpool,2.0,0.0,23.0,Cody Gakpo,Liverpool
2024-12-14,erlinghaaland_manchestercity,13.0,1.0,1.0,Erling Haaland,Manchester City
2024-12-14,mohamedsalah_liverpool,13.0,4.0,2.0,Mohamed Salah,Liverpool
2024-12-14,colepalmer_chelsea,11.0,3.0,3.0,Cole Palmer,Chelsea
2024-12-14,chriswood_notthamforest,10.0,2.0,4.0,Chris Wood,Nott'ham Forest
2024-12-14,bryanmbeumo_brentford,9.0,2.0,5.0,Bryan Mbeumo,Brentford
2024-12-14,yoanewissa_brentford,9.0,0.0,6.0,Yoane Wissa,Brentford
2024-12-14,matheuscunha_wolves,8.0,0.0,7.0,Matheus Cunha,Wolves
2024-12-14,nicolasjackson_chelsea,8.0,0.0,8.0,Nicolas Jackson,Chelsea
2024-12-14,alexanderisak_newcastleutd,7.0,0.0,9.0,Alexander Isak,Newcastle Utd
2024-12-14,olliewatkins_astonvilla,7.0,1.0,10.0,Ollie Watkins,Aston Villa
2024-12-14,brennanjohnson_tottenham,6.0,0.0,11.0,Brennan Johnson,Tottenham
2024-12-14,dannywelbeck_brighton,6.0,0.0,12.0,Danny Welbeck,Brighton
2024-12-14,jorgenstrandlarsen_wolves,6.0,0.0,13.0,Jorgen Strand Larsen,Wolves
2024-12-14,liamdelap_ipswichtown,6.0,0.0,14.0,Liam Delap,Ipswich Town
2024-12-14,justinkluivert_bournemouth,5.0,4.0,15.0,Justin Kluivert,Bournemouth
2024-12-14,luisdiaz_liverpool,5.0,0.0,16.0,Luis Diaz,Liverpool
2024-12-14,rauljimenez_fulham,5.0,1.0,17.0,Raul Jimenez,Fulham
2024-12-14,evanilson_bournemouth,4.0,0.0,18.0,Evanilson,Bournemouth
2024-12-14,jarrodbowen_westham,4.0,1.0,19.0,Jarrod Bowen,West Ham
2024-12-14,jeanphilippemateta_crystalpalace,4.0,1.0,20.0,Jean-Philippe Mateta,Crystal Palace
2024-12-14,joaopedro_brighton,4.0,0.0,21.0,Joao Pedro,Brighton
2024-12-14,kevinschade_brentford,4.0,0.0,22.0,Kevin Schade,Brentford
2024-12-14,codygakpo_liverpool,3.0,0.0,23.0,Cody Gakpo,Liverpool
2024-12-15,erlinghaaland_manchestercity,13.0,1.0,1.0,Erling Haaland,Manchester City
2024-12-15,mohamedsalah_liverpool,13.0,4.0,2.0,Mohamed Salah,Liverpool
2024-12-15,colepalmer_chelsea,11.0,3.0,3.0,Cole Palmer,Chelsea
2024-12-15,bryanmbeumo_brentford,10.0,2.0,4.0,Bryan Mbeumo,Brentford
2024-12-15,chriswood_notthamforest,10.0,2.0,5.0,Chris Wood,Nott'ham Forest
2024-12-15,nicolasjackson_chelsea,9.0,0.0,6.0,Nicolas Jackson,Chelsea
2024-12-15,yoanewissa_brentford,9.0,0.0,7.0,Yoane Wissa,Brentford
2024-12-15,matheuscunha_wolves,8.0,0.0,8.0,Matheus Cunha,Wolves
2024-12-15,alexanderisak_newcastleutd,7.0,0.0,9.0,Alexander Isak,Newcastle Utd
2024-12-15,olliewatkins_astonvilla,7.0,1.0,10.0,Ollie Watkins,Aston Villa
2024-12-15,brennanjohnson_tottenham,6.0,0.0,11.0,Brennan Johnson,Tottenham
2024-12-15,dannywelbeck_brighton,6.0,0.0,12.0,Danny Welbeck,Brighton
2024-12-15,jorgenstrandlarsen_wolves,6.0,0.0,13.0,Jorgen Strand Larsen,Wolves
2024-12-15,liamdelap_ipswichtown,6.0,0.0,14.0,Liam Delap,Ipswich Town
2024-12-15,justinkluivert_bournemouth,5.0,4.0,15.0,Justin Kluivert,Bournemouth
2024-12-15,luisdiaz_liverpool,5.0,0.0,16.0,Luis Diaz,Liverpool
2024-12-15,rauljimenez_fulham,5.0,1.0,17.0,Raul Jimenez,Fulham
2024-12-15,evanilson_bournemouth,4.0,0.0,18.0,Evanilson,Bournemouth
2024-12-15,jarrodbowen_westham,4.0,1.0,19.0,Jarrod Bowen,West Ham
2024-12-15,jeanphilippemateta_crystalpalace,4.0,1.0,20.0,Jean-Philippe Mateta,Crystal Palace
2024-12-15,joaopedro_brighton,4.0,0.0,21.0,Joao Pedro,Brighton
2024-12-15,kevinschade_brentford,4.0,0.0,22.0,Kevin Schade,Brentford
2024-12-15,codygakpo_liverpool,3.0,0.0,23.0,Cody Gakpo,Liverpool
2024-12-21,erlinghaaland_manchestercity,13.0,1.0,1.0,Erling Haaland,Manchester City
2024-12-21,mohamedsalah_liverpool,13.0,4.0,2.0,Mohamed Salah,Liverpool
2024-12-21,colepalmer_chelsea,11.0,3.0,3.0,Cole Palmer,Chelsea
2024-12-21,alexanderisak_newcastleutd,10.0,0.0,4.0,Alexander Isak,Newcastle Utd
2024-12-21,bryanmbeumo_brentford,10.0,2.0,5.0,Bryan Mbeumo,Brentford
2024-12-21,chriswood_notthamforest,10.0,2.0,6.0,Chris Wood,Nott'ham Forest
2024-12-21,nicolasjackson_chelsea,9.0,0.0,7.0,Nicolas Jackson,Chelsea
2024-12-21,yoanewissa_brentford,9.0,0.0,8.0,Yoane Wissa,Brentford
2024-12-21,matheuscunha_wolves,8.0,0.0,9.0,Matheus Cunha,Wolves
2024-12-21,olliewatkins_astonvilla,7.0,1.0,10.0,Ollie Watkins,Aston Villa
2024-12-21,brennanjohnson_tottenham,6.0,0.0,11.0,Brennan Johnson,Tottenham
2024-12-21,dannywelbeck_brighton,6.0,0.0,12.0,Danny Welbeck,Brighton
2024-12-21,jorgenstrandlarsen_wolves,6.0,0.0,13.0,Jorgen Strand Larsen,Wolves
2024-12-21,liamdelap_ipswichtown,6.0,0.0,14.0,Liam Delap,Ipswich Town
2024-12-21,justinkluivert_bournemouth,5.0,4.0,15.0,Justin Kluivert,Bournemouth
2024-12-21,luisdiaz_liverpool,5.0,0.0,16.0,Luis Diaz,Liverpool
2024-12-21,rauljimenez_fulham,5.0,1.0,17.0,Raul Jimenez,Fulham
2024-12-21,evanilson_bournemouth,4.0,0.0,18.0,Evanilson,Bournemouth
2024-12-21,jarrodbowen_westham,4.0,1.0,19.0,Jarrod Bowen,West Ham
2024-12-21,jeanphilippemateta_crystalpalace,4.0,1.0,20.0,Jean-Philippe Mateta,Crystal Palace
2024-12-21,joaopedro_brighton,4.0,0.0,21.0,Joao Pedro,Brighton
2024-12-21,kevinschade_brentford,4.0,0.0,22.0,Kevin Schade,Brentford
2024-12-21,codygakpo_liverpool,3.0,0.0,23.0,Cody Gakpo,Liverpool
2024-12-22,mohamedsalah_liverpool,15.0,4.0,1.0,Mohamed Salah,Liverpool
2024-12-22,erlinghaaland_manchestercity,13.0,1.0,2.0,Erling Haaland,Manchester City
2024-12-22,colepalmer_chelsea,11.0,3.0,3.0,Cole Palmer,Chelsea
2024-12-22,alexanderisak_newcastleutd,10.0,0.0,4.0,Alexander Isak,Newcastle Utd
2024-12-22,bryanmbeumo_brentford,10.0,2.0,5.0,Bryan Mbeumo,Brentford
2024-12-22,chriswood_notthamforest,10.0,2.0,6.0,Chris Wood,Nott'ham Forest
2024-12-22,matheuscunha_wolves,9.0,0.0,7.0,Matheus Cunha,Wolves
2024-12-22,nicolasjackson_chelsea,9.0,0.0,8.0,Nicolas Jackson,Chelsea
2024-12-22,yoanewissa_brentford,9.0,0.0,9.0,Yoane Wissa,Brentford
2024-12-22,luisdiaz_liverpool,7.0,0.0,10.0,Luis Diaz,Liverpool
2024-12-22,olliewatkins_astonvilla,7.0,1.0,11.0,Ollie Watkins,Aston Villa
2024-12-22,brennanjohnson_tottenham,6.0,0.0,12.0,Brennan Johnson,Tottenham
2024-12-22,dannywelbeck_brighton,6.0,0.0,13.0,Danny Welbeck,Brighton
2024-12-22,jorgenstrandlarsen_wolves,6.0,0.0,14.0,Jorgen Strand Larsen,Wolves
2024-12-22,justinkluivert_bournemouth,6.0,5.0,15.0,Justin Kluivert,Bournemouth
2024-12-22,liamdelap_ipswichtown,6.0,0.0,16.0,Liam Delap,Ipswich Town
2024-12-22,rauljimenez_fulham,5.0,1.0,17.0,Raul Jimenez,Fulham
2024-12-22,evanilson_bournemouth,4.0,0.0,18.0,Evanilson,Bournemouth
2024-12-22,jarrodbowen_westham,4.0,1.0,19.0,Jarrod Bowen,West Ham
2024-12-22,jeanphilippemateta_crystalpalace,4.0,1.0,20.0,Jean-Philippe Mateta,Crystal Palace
2024-12-22,joaopedro_brighton,4.0,0.0,21.0,Joao Pedro,Brighton
2024-12-22,kevinschade_brentford,4.0,0.0,22.0,Kevin Schade,Brentford
2024-12-22,codygakpo_liverpool,3.0,0.0,23.0,Cody Gakpo,Liverpool
2024-12-26,mohamedsalah_liverpool,16.0,4.0,1.0,Mohamed Salah,Liverpool
2024-12-26,erlinghaaland_manchestercity,13.0,1.0,2.0,Erling Haaland,Manchester City
2024-12-26,colepalmer_chelsea,12.0,3.0,3.0,Cole Palmer,Chelsea
2024-12-26,alexanderisak_newcastleutd,11.0,0.0,4.0,Alexander Isak,Newcastle Utd
2024-12-26,bryanmbeumo_brentford,10.0,2.0,5.0,Bryan Mbeumo,Brentford
2024-12-26,chriswood_notthamforest,10.0,2.0,6.0,Chris Wood,Nott'ham Forest
2024-12-26,matheuscunha_wolves,10.0,0.0,7.0,Matheus Cunha,Wolves
2024-12-26,nicolasjackson_chelsea,9.0,0.0,8.0,Nicolas Jackson,Chelsea
2024-12-26,yoanewissa_brentford,9.0,0.0,9.0,Yoane Wissa,Brentford
2024-12-26,luisdiaz_liverpool,7.0,0.0,10.0,Luis Diaz,Liverpool
2024-12-26,olliewatkins_astonvilla,7.0,1.0,11.0,Ollie Watkins,Aston Villa
2024-12-26,brennanjohnson_tottenham,6.0,0.0,12.0,Brennan Johnson,Tottenham
2024-12-26,dannywelbeck_brighton,6.0,0.0,13.0,Danny Welbeck,Brighton
2024-12-26,jorgenstrandlarsen_wolves,6.0,0.0,14.0,Jorgen Strand Larsen,Wolves
2024-12-26,justinkluivert_bournemouth,6.0,5.0,15.0,Justin Kluivert,Bournemouth
2024-12-26,liamdelap_ipswichtown,6.0,0.0,16.0,Liam Delap,Ipswich Town
2024-12-26,jarrodbowen_westham,5.0,1.0,17.0,Jarrod Bowen,West Ham
2024-12-26,rauljimenez_fulham,5.0,1.0,18.0,Raul Jimenez,Fulham
2024-12-26,codygakpo_liverpool,4.0,0.0,19.0,Cody Gakpo,Liverpool
2024-12-26,evanilson_bournemouth,4.0,0.0,20.0,Evanilson,Bournemouth
2024-12-26,jeanphilippemateta_crystalpalace,4.0,1.0,21.0,Jean-Philippe Mateta,Crystal Palace
2024-12-26,joaopedro_brighton,4.0,0.0,22.0,Joao Pedro,Brighton
2024-12-26,kevinschade_brentford,4.0,0.0,23.0,Kevin Schade,Brentford
2024-12-29,mohamedsalah_liverpool,17.0,4.0,1.0,Mohamed Salah,Liverpool
2024-12-29,erlinghaaland_manchestercity,14.0,1.0,2.0,Erling Haaland,Manchester City
2024-12-29,colepalmer_chelsea,12.0,3.0,3.0,Cole Palmer,Chelsea
2024-12-29,alexanderisak_newcastleutd,11.0,0.0,4.0,Alexander Isak,Newcastle Utd
2024-12-29,chriswood_notthamforest,11.0,2.0,5.0,Chris Wood,Nott'ham Forest
2024-12-29,bryanmbeumo_brentford,10.0,2.0,6.0,Bryan Mbeumo,Brentford
2024-12-29,matheuscunha_wolves,10.0,0.0,7.0,Matheus Cunha,Wolves
2024-12-29,nicolasjackson_chelsea,9.0,0.0,8.0,Nicolas Jackson,Chelsea
2024-12-29,yoanewissa_brentford,9.0,0.0,9.0,Yoane Wissa,Brentford
2024-12-29,luisdiaz_liverpool,8.0,0.0,10.0,Luis Diaz,Liverpool
2024-12-29,brennanjohnson_tottenham,7.0,0.0,11.0,Brennan Johnson,Tottenham
2024-12-29,jorgenstrandlarsen_wolves,7.0,0.0,12.0,Jorgen Strand Larsen,Wolves
2024-12-29,olliewatkins_astonvilla,7.0,1.0,13.0,Ollie Watkins,Aston Villa
2024-12-29,dannywelbeck_brighton,6.0,0.0,14.0,Danny Welbeck,Brighton
2024-12-29,justinkluivert_bournemouth,6.0,5.0,15.0,Justin Kluivert,Bournemouth
2024-12-29,liamdelap_ipswichtown,6.0,0.0,16.0,Liam Delap,Ipswich Town
2024-12-29,rauljimenez_fulham,6.0,1.0,17.0,Raul Jimenez,Fulham
2024-12-29,codygakpo_liverpool,5.0,0.0,18.0,Cody Gakpo,Liverpool
2024-12-29,evanilson_bournemouth,5.0,0.0,19.0,Evanilson,Bournemouth
2024-12-29,jarrodbowen_westham,5.0,1.0,20.0,Jarrod Bowen,West Ham
2024-12-29,jeanphilippemateta_crystalpalace,4.0,1.0,21.0,Jean-Philippe Mateta,Crystal Palace
2024-12-29,joaopedro_brighton,4.0,0.0,22.0,Joao Pedro,Brighton
2024-12-29,kevinschade_brentford,4.0,0.0,23.0,Kevin Schade,Brentford
2024-12-30,mohamedsalah_liverpool,17.0,4.0,1.0,Mohamed Salah,Liverpool
2024-12-30,erlinghaaland_manchestercity,14.0,1.0,2.0,Erling Haaland,Manchester City
2024-12-30,alexanderisak_newcastleutd,12.0,0.0,3.0,Alexander Isak,Newcastle Utd
