date,team,player,value,player_team,cum_sum,pk
2024-09-01,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,1.0,0.0
2024-09-01,Liverpool,Luis Diaz,2,luisdiaz_liverpool,3.0,0.0
2024-09-01,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,3.0,0.0
2024-09-01,Chelsea,Nicolas Jackson,1,nicolasjackson_chelsea,2.0,0.0
2024-09-14,Manchester City,Erling Haaland,2,erlinghaaland_manchestercity,9.0,1.0
2024-09-14,Crystal Palace,Jean-Philippe Mateta,2,jeanphilippemateta_crystalpalace,2.0,1.0
2024-09-14,Aston Villa,Ollie Watkins,2,olliewatkins_astonvilla,2.0,0.0
2024-09-14,Fulham,Raul Jimenez,1,rauljimenez_fulham,1.0,0.0
2024-09-14,Brentford,Yoane Wissa,1,yoanewissa_brentford,3.0,0.0
2024-09-21,Tottenham,Brennan Johnson,1,brennanjohnson_tottenham,1.0,0.0
2024-09-21,Brentford,Bryan Mbeumo,1,bryanmbeumo_brentford,4.0,0.0
2024-09-21,Chelsea,Cole Palmer,1,colepalmer_chelsea,2.0,0.0
2024-09-21,Liverpool,Luis Diaz,2,luisdiaz_liverpool,5.0,0.0
2024-09-21,Wolves,Matheus Cunha,1,matheuscunha_wolves,2.0,0.0
2024-09-21,Chelsea,Nicolas Jackson,2,nicolasjackson_chelsea,4.0,0.0
2024-09-21,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,3.0,0.0
2024-09-21,Fulham,Raul Jimenez,1,rauljimenez_fulham,2.0,0.0
2024-09-22,Nott'ham Forest,Chris Wood,1,chriswood_notthamforest,3.0,1.0
2024-09-22,Brighton,Danny Welbeck,1,dannywelbeck_brighton,3.0,0.0
2024-09-22,Manchester City,Erling Haaland,1,erlinghaaland_manchestercity,10.0,1.0
2024-09-28,Brentford,Bryan Mbeumo,1,bryanmbeumo_brentford,5.0,0.0
2024-09-28,Chelsea,Cole Palmer,4,colepalmer_chelsea,6.0,1.0
2024-09-28,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,4.0,1.0
2024-09-28,Fulham,Raul Jimenez,1,rauljimenez_fulham,3.0,1.0
2024-09-29,Tottenham,Brennan Johnson,1,brennanjohnson_tottenham,2.0,0.0
2024-09-29,Ipswich Town,Liam Delap,2,liamdelap_ipswichtown,3.0,0.0
2024-09-29,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,4.0,0.0
2024-09-30,Bournemouth,Antoine Semenyo,1,antoinesemenyo_bournemouth,3.0,0.0
2024-09-30,Bournemouth,Evanilson,1,evanilson_bournemouth,1.0,0.0
2024-10-05,Brentford,Bryan Mbeumo,1,bryanmbeumo_brentford,6.0,1.0
2024-10-05,West Ham,Jarrod Bowen,1,jarrodbowen_westham,2.0,0.0
2024-10-05,Wolves,Jorgen Strand Larsen,1,jorgenstrandlarsen_wolves,2.0,0.0
2024-10-05,Ipswich Town,Liam Delap,1,liamdelap_ipswichtown,4.0,0.0
2024-10-05,Wolves,Matheus Cunha,1,matheuscunha_wolves,3.0,0.0
2024-10-06,Tottenham,Brennan Johnson,1,brennanjohnson_tottenham,3.0,0.0
2024-10-06,Nott'ham Forest,Chris Wood,1,chriswood_notthamforest,4.0,1.0
2024-10-06,Brighton,Danny Welbeck,1,dannywelbeck_brighton,4.0,0.0
2024-10-19,Brighton,Danny Welbeck,1,dannywelbeck_brighton,5.0,0.0
2024-10-19,Bournemouth,Justin Kluivert,1,justinkluivert_bournemouth,1.0,1.0
2024-10-19,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,5.0,0.0
2024-10-19,Fulham,Raul Jimenez,1,rauljimenez_fulham,4.0,1.0
2024-10-20,Wolves,Jorgen Strand Larsen,1,jorgenstrandlarsen_wolves,3.0,0.0
2024-10-20,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,5.0,2.0
2024-10-20,Chelsea,Nicolas Jackson,1,nicolasjackson_chelsea,5.0,0.0
2024-10-21,Nott'ham Forest,Chris Wood,1,chriswood_notthamforest,5.0,1.0
2024-10-25,Nott'ham Forest,Chris Wood,2,chriswood_notthamforest,7.0,1.0
2024-10-26,Brentford,Bryan Mbeumo,2,bryanmbeumo_brentford,8.0,2.0
2024-10-26,Brighton,Danny Welbeck,1,dannywelbeck_brighton,6.0,0.0
2024-10-26,Manchester City,Erling Haaland,1,erlinghaaland_manchestercity,11.0,1.0
2024-10-26,Bournemouth,Evanilson,1,evanilson_bournemouth,2.0,0.0
2024-10-26,Ipswich Town,Liam Delap,1,liamdelap_ipswichtown,5.0,0.0
2024-10-26,Wolves,Matheus Cunha,1,matheuscunha_wolves,4.0,0.0
2024-10-26,Brentford,Yoane Wissa,2,yoanewissa_brentford,5.0,0.0
2024-10-27,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,2.0,0.0
2024-10-27,Chelsea,Cole Palmer,1,colepalmer_chelsea,7.0,1.0
2024-10-27,West Ham,Jarrod Bowen,1,jarrodbowen_westham,3.0,1.0
2024-10-27,Crystal Palace,Jean-Philippe Mateta,1,jeanphilippemateta_crystalpalace,3.0,1.0
2024-10-27,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,6.0,2.0
2024-10-27,Chelsea,Nicolas Jackson,1,nicolasjackson_chelsea,6.0,0.0
2024-11-02,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,3.0,0.0
2024-11-02,Bournemouth,Antoine Semenyo,1,antoinesemenyo_bournemouth,4.0,0.0
2024-11-02,Nott'ham Forest,Chris Wood,1,chriswood_notthamforest,8.0,1.0
2024-11-02,Liverpool,Cody Gakpo,1,codygakpo_liverpool,1.0,0.0
2024-11-02,Bournemouth,Evanilson,1,evanilson_bournemouth,3.0,0.0
2024-11-02,Wolves,Jorgen Strand Larsen,1,jorgenstrandlarsen_wolves,4.0,0.0
2024-11-02,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,7.0,2.0
2024-11-03,Tottenham,Brennan Johnson,1,brennanjohnson_tottenham,4.0,0.0
2024-11-09,Manchester City,Erling Haaland,1,erlinghaaland_manchestercity,12.0,1.0
2024-11-09,Bournemouth,Evanilson,1,evanilson_bournemouth,4.0,0.0
2024-11-09,Brighton,Joao Pedro,1,joaopedro_brighton,3.0,0.0
2024-11-09,Bournemouth,Justin Kluivert,1,justinkluivert_bournemouth,2.0,1.0
2024-11-09,Wolves,Matheus Cunha,1,matheuscunha_wolves,5.0,0.0
2024-11-09,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,8.0,2.0
2024-11-09,Brentford,Yoane Wissa,2,yoanewissa_brentford,7.0,0.0
2024-11-10,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,4.0,0.0
2024-11-10,Ipswich Town,Liam Delap,1,liamdelap_ipswichtown,6.0,0.0
2024-11-23,Tottenham,Brennan Johnson,1,brennanjohnson_tottenham,5.0,0.0
2024-11-23,Brighton,Joao Pedro,1,joaopedro_brighton,4.0,0.0
2024-11-23,Brighton,Kaoru Mitoma,1,kaorumitoma_brighton,2.0,0.0
2024-11-23,Wolves,Matheus Cunha,2,matheuscunha_wolves,7.0,0.0
2024-11-23,Chelsea,Nicolas Jackson,1,nicolasjackson_chelsea,7.0,0.0
2024-11-23,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,6.0,0.0
2024-11-24,Liverpool,Mohamed Salah,2,mohamedsalah_liverpool,10.0,3.0
2024-11-29,Brighton,Kaoru Mitoma,1,kaorumitoma_brighton,3.0,0.0
2024-11-30,Nott'ham Forest,Chris Wood,1,chriswood_notthamforest,9.0,2.0
2024-11-30,Wolves,Jorgen Strand Larsen,2,jorgenstrandlarsen_wolves,6.0,0.0
2024-11-30,Bournemouth,Justin Kluivert,3,justinkluivert_bournemouth,5.0,4.0
2024-11-30,Brentford,Kevin Schade,3,kevinschade_brentford,3.0,0.0
2024-11-30,Brentford,Yoane Wissa,1,yoanewissa_brentford,8.0,0.0
2024-12-01,Tottenham,Brennan Johnson,1,brennanjohnson_tottenham,6.0,0.0
2024-12-01,Liverpool,Cody Gakpo,1,codygakpo_liverpool,2.0,0.0
2024-12-01,Chelsea,Cole Palmer,1,colepalmer_chelsea,8.0,1.0
2024-12-01,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,11.0,4.0
2024-12-01,Chelsea,Nicolas Jackson,1,nicolasjackson_chelsea,8.0,0.0
2024-12-03,Crystal Palace,Jean-Philippe Mateta,1,jeanphilippemateta_crystalpalace,4.0,1.0
2024-12-04,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,5.0,0.0
2024-12-04,Chelsea,Cole Palmer,1,colepalmer_chelsea,9.0,1.0
2024-12-04,Liverpool,Mohamed Salah,2,mohamedsalah_liverpool,13.0,4.0
2024-12-04,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,7.0,1.0
2024-12-07,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,6.0,0.0
2024-12-07,Brentford,Bryan Mbeumo,1,bryanmbeumo_brentford,9.0,2.0
2024-12-07,Nott'ham Forest,Chris Wood,1,chriswood_notthamforest,10.0,2.0
2024-12-07,Manchester City,Erling Haaland,1,erlinghaaland_manchestercity,13.0,1.0
2024-12-07,Brentford,Kevin Schade,1,kevinschade_brentford,4.0,0.0
2024-12-07,Brentford,Yoane Wissa,1,yoanewissa_brentford,9.0,0.0
2024-12-08,Chelsea,Cole Palmer,2,colepalmer_chelsea,11.0,3.0
2024-12-08,Fulham,Raul Jimenez,1,rauljimenez_fulham,5.0,1.0
2024-12-09,West Ham,Jarrod Bowen,1,jarrodbowen_westham,4.0,1.0
2024-12-14,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,7.0,0.0
2024-12-14,Liverpool,Cody Gakpo,1,codygakpo_liverpool,3.0,0.0
2024-12-14,Wolves,Matheus Cunha,1,matheuscunha_wolves,8.0,0.0
2024-12-15,Brentford,Bryan Mbeumo,1,bryanmbeumo_brentford,10.0,2.0
2024-12-15,Chelsea,Nicolas Jackson,1,nicolasjackson_chelsea,9.0,0.0
2024-12-21,Newcastle Utd,Alexander Isak,3,alexanderisak_newcastleutd,10.0,0.0
2024-12-22,Bournemouth,Antoine Semenyo,1,antoinesemenyo_bournemouth,5.0,0.0
2024-12-22,Bournemouth,Justin Kluivert,1,justinkluivert_bournemouth,6.0,5.0
2024-12-22,Liverpool,Luis Diaz,2,luisdiaz_liverpool,7.0,0.0
2024-12-22,Wolves,Matheus Cunha,1,matheuscunha_wolves,9.0,0.0
2024-12-22,Liverpool,Mohamed Salah,2,mohamedsalah_liverpool,15.0,4.0
2024-12-26,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,11.0,0.0
2024-12-26,Liverpool,Cody Gakpo,1,codygakpo_liverpool,4.0,0.0
2024-12-26,Chelsea,Cole Palmer,1,colepalmer_chelsea,12.0,3.0
2024-12-26,West Ham,Jarrod Bowen,1,jarrodbowen_westham,5.0,1.0
2024-12-26,Wolves,Matheus Cunha,1,matheuscunha_wolves,10.0,0.0
2024-12-26,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,16.0,4.0
2024-12-29,Tottenham,Brennan Johnson,1,brennanjohnson_tottenham,7.0,0.0
2024-12-29,Nott'ham Forest,Chris Wood,1,chriswood_notthamforest,11.0,2.0
2024-12-29,Liverpool,Cody Gakpo,1,codygakpo_liverpool,5.0,0.0
2024-12-29,Manchester City,Erling Haaland,1,erlinghaaland_manchestercity,14.0,1.0
2024-12-29,Bournemouth,Evanilson,1,evanilson_bournemouth,5.0,0.0
2024-12-29,Wolves,Jorgen Strand Larsen,1,jorgenstrandlarsen_wolves,7.0,0.0
2024-12-29,Liverpool,Luis Diaz,1,luisdiaz_liverpool,8.0,0.0
2024-12-29,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,17.0,4.0
2024-12-29,Fulham,Raul Jimenez,1,rauljimenez_fulham,6.0,1.0
2024-12-30,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,12.0,0.0
2024-12-30,Ipswich Town,Liam Delap,1,liamdelap_ipswichtown,7.0,1.0
2024-12-30,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,8.0,2.0
2025-01-01,Brentford,Bryan Mbeumo,1,bryanmbeumo_brentford,11.0,2.0
2025-01-04,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,13.0,0.0
2025-01-04,Brentford,Bryan Mbeumo,2,bryanmbeumo_brentford,13.0,3.0
2025-01-04,Chelsea,Cole Palmer,1,colepalmer_chelsea,13.0,3.0
2025-01-04,Manchester City,Erling Haaland,2,erlinghaaland_manchestercity,16.0,1.0
2025-01-04,Crystal Palace,Jean-Philippe Mateta,1,jeanphilippemateta_crystalpalace,5.0,1.0
2025-01-04,Brighton,Joao Pedro,1,joaopedro_brighton,5.0,1.0
2025-01-04,Brentford,Kevin Schade,1,kevinschade_brentford,5.0,0.0
2025-01-04,Brentford,Yoane Wissa,1,yoanewissa_brentford,10.0,0.0
2025-01-05,Liverpool,Cody Gakpo,1,codygakpo_liverpool,6.0,0.0
2025-01-05,Ipswich Town,Liam Delap,1,liamdelap_ipswichtown,8.0,2.0
2025-01-05,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,18.0,5.0
2025-01-05,Fulham,Raul Jimenez,2,rauljimenez_fulham,8.0,3.0
2025-01-06,Nott'ham Forest,Chris Wood,1,chriswood_notthamforest,12.0,2.0
2025-01-14,Bournemouth,Antoine Semenyo,1,antoinesemenyo_bournemouth,6.0,0.0
2025-01-14,Nott'ham Forest,Chris Wood,1,chriswood_notthamforest,13.0,2.0
2025-01-14,Chelsea,Cole Palmer,1,colepalmer_chelsea,14.0,3.0
2025-01-14,Bournemouth,Justin Kluivert,1,justinkluivert_bournemouth,7.0,6.0
2025-01-14,Brentford,Yoane Wissa,1,yoanewissa_brentford,11.0,0.0
2025-01-15,Newcastle Utd,Alexander Isak,2,alexanderisak_newcastleutd,15.0,0.0
2025-01-15,Crystal Palace,Jean-Philippe Mateta,1,jeanphilippemateta_crystalpalace,6.0,1.0
2025-01-15,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,9.0,2.0
2025-01-16,Brighton,Kaoru Mitoma,1,kaorumitoma_brighton,4.0,0.0
2025-01-18,Crystal Palace,Jean-Philippe Mateta,2,jeanphilippemateta_crystalpalace,8.0,2.0
2025-01-18,Bournemouth,Justin Kluivert,3,justinkluivert_bournemouth,10.0,6.0
2025-01-18,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,10.0,2.0
2025-01-19,Nott'ham Forest,Chris Wood,1,chriswood_notthamforest,14.0,2.0
2025-01-19,Manchester City,Erling Haaland,1,erlinghaaland_manchestercity,17.0,1.0
2025-01-19,Brighton,Kaoru Mitoma,1,kaorumitoma_brighton,5.0,0.0
2025-01-25,Newcastle Utd,Alexander Isak,2,alexanderisak_newcastleutd,17.0,1.0
2025-01-25,Bournemouth,Antoine Semenyo,1,antoinesemenyo_bournemouth,7.0,0.0
2025-01-25,Liverpool,Cody Gakpo,2,codygakpo_liverpool,8.0,0.0
2025-01-25,Manchester City,Erling Haaland,1,erlinghaaland_manchestercity,18.0,1.0
2025-01-25,Bournemouth,Justin Kluivert,1,justinkluivert_bournemouth,11.0,6.0
2025-01-25,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,19.0,5.0
2025-01-26,Brentford,Bryan Mbeumo,1,bryanmbeumo_brentford,14.0,4.0
2025-01-26,Brentford,Kevin Schade,1,kevinschade_brentford,6.0,0.0
2025-02-01,Nott'ham Forest,Chris Wood,3,chriswood_notthamforest,17.0,3.0
2025-02-01,Ipswich Town,Liam Delap,1,liamdelap_ipswichtown,9.0,2.0
2025-02-01,Wolves,Matheus Cunha,1,matheuscunha_wolves,11.0,0.0
2025-02-01,Liverpool,Mohamed Salah,2,mohamedsalah_liverpool,21.0,6.0
2025-02-01,Fulham,Raul Jimenez,1,rauljimenez_fulham,9.0,3.0
2025-02-02,Manchester City,Erling Haaland,1,erlinghaaland_manchestercity,19.0,1.0
2025-02-02,Crystal Palace,Jean-Philippe Mateta,2,jeanphilippemateta_crystalpalace,10.0,2.0
2025-02-03,West Ham,Jarrod Bowen,1,jarrodbowen_westham,6.0,1.0
2025-02-12,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,22.0,6.0
2025-02-14,Brighton,Kaoru Mitoma,1,kaorumitoma_brighton,6.0,0.0
2025-02-15,Nott'ham Forest,Chris Wood,1,chriswood_notthamforest,18.0,3.0
2025-02-15,Crystal Palace,Jean-Philippe Mateta,1,jeanphilippemateta_crystalpalace,11.0,2.0
2025-02-15,Brentford,Kevin Schade,1,kevinschade_brentford,7.0,0.0
2025-02-15,Ipswich Town,Liam Delap,1,liamdelap_ipswichtown,10.0,2.0
2025-02-15,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,11.0,2.0
2025-02-16,Liverpool,Luis Diaz,1,luisdiaz_liverpool,9.0,0.0
2025-02-16,Wolves,Matheus Cunha,1,matheuscunha_wolves,12.0,0.0
2025-02-16,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,23.0,7.0
2025-02-19,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,24.0,7.0
2025-02-19,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,12.0,2.0
2025-02-21,Brentford,Bryan Mbeumo,1,bryanmbeumo_brentford,15.0,4.0
2025-02-21,Brentford,Yoane Wissa,1,yoanewissa_brentford,12.0,0.0
2025-02-22,Tottenham,Brennan Johnson,2,brennanjohnson_tottenham,9.0,0.0
2025-02-22,West Ham,Jarrod Bowen,1,jarrodbowen_westham,7.0,1.0
2025-02-22,Brighton,Joao Pedro,1,joaopedro_brighton,6.0,1.0
2025-02-22,Brighton,Kaoru Mitoma,1,kaorumitoma_brighton,7.0,0.0
2025-02-22,Wolves,Matheus Cunha,1,matheuscunha_wolves,13.0,0.0
2025-02-23,Newcastle Utd,Alexander Isak,2,alexanderisak_newcastleutd,19.0,2.0
2025-02-23,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,25.0,7.0
2025-02-25,Brighton,Danny Welbeck,1,dannywelbeck_brighton,7.0,0.0
2025-02-25,Crystal Palace,Jean-Philippe Mateta,1,jeanphilippemateta_crystalpalace,12.0,2.0
2025-02-25,Brighton,Joao Pedro,1,joaopedro_brighton,7.0,2.0
2025-02-25,Bournemouth,Justin Kluivert,1,justinkluivert_bournemouth,12.0,6.0
2025-02-26,Manchester City,Erling Haaland,1,erlinghaaland_manchestercity,20.0,1.0
2025-02-26,Brentford,Yoane Wissa,1,yoanewissa_brentford,13.0,0.0
2025-03-08,Brighton,Joao Pedro,1,joaopedro_brighton,8.0,3.0
2025-03-08,Liverpool,Mohamed Salah,2,mohamedsalah_liverpool,27.0,9.0
2025-03-08,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,13.0,2.0
2025-03-08,Fulham,Raul Jimenez,1,rauljimenez_fulham,10.0,3.0
2025-03-09,Bournemouth,Evanilson,1,evanilson_bournemouth,6.0,0.0
2025-03-15,Manchester City,Erling Haaland,1,erlinghaaland_manchestercity,21.0,2.0
2025-03-15,Wolves,Jorgen Strand Larsen,2,jorgenstrandlarsen_wolves,9.0,0.0
2025-03-15,Brentford,Yoane Wissa,1,yoanewissa_brentford,14.0,0.0
2025-04-01,Wolves,Jorgen Strand Larsen,1,jorgenstrandlarsen_wolves,10.0,0.0
2025-04-02,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,20.0,2.0
2025-04-02,Brentford,Bryan Mbeumo,1,bryanmbeumo_brentford,16.0,5.0
2025-04-02,Bournemouth,Evanilson,1,evanilson_bournemouth,7.0,0.0
2025-04-02,Ipswich Town,Liam Delap,1,liamdelap_ipswichtown,11.0,2.0
2025-04-05,Brighton,Danny Welbeck,1,dannywelbeck_brighton,8.0,0.0
2025-04-05,Bournemouth,Evanilson,2,evanilson_bournemouth,9.0,0.0
2025-04-05,West Ham,Jarrod Bowen,1,jarrodbowen_westham,8.0,1.0
2025-04-05,Crystal Palace,Jean-Philippe Mateta,1,jeanphilippemateta_crystalpalace,13.0,2.0
2025-04-05,Wolves,Jorgen Strand Larsen,1,jorgenstrandlarsen_wolves,11.0,0.0
2025-04-05,Ipswich Town,Liam Delap,1,liamdelap_ipswichtown,12.0,2.0
2025-04-06,Tottenham,Brennan Johnson,2,brennanjohnson_tottenham,11.0,0.0
2025-04-06,Liverpool,Luis Diaz,1,luisdiaz_liverpool,10.0,0.0
2025-04-12,Brighton,Joao Pedro,2,joaopedro_brighton,10.0,5.0
2025-04-12,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,14.0,2.0
2025-04-12,Brentford,Yoane Wissa,1,yoanewissa_brentford,15.0,0.0
2025-04-13,Wolves,Jorgen Strand Larsen,1,jorgenstrandlarsen_wolves,12.0,0.0
2025-04-13,Liverpool,Luis Diaz,1,luisdiaz_liverpool,11.0,0.0
2025-04-13,Wolves,Matheus Cunha,1,matheuscunha_wolves,14.0,0.0
2025-04-14,Bournemouth,Antoine Semenyo,1,antoinesemenyo_bournemouth,8.0,0.0
2025-04-16,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,21.0,2.0
2025-04-19,Brentford,Bryan Mbeumo,2,bryanmbeumo_brentford,18.0,5.0
2025-04-19,Brighton,Danny Welbeck,1,dannywelbeck_brighton,9.0,0.0
2025-04-19,West Ham,Jarrod Bowen,1,jarrodbowen_westham,9.0,1.0
2025-04-19,Brighton,Kaoru Mitoma,1,kaorumitoma_brighton,8.0,0.0
2025-04-19,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,15.0,2.0
2025-04-19,Brentford,Yoane Wissa,1,yoanewissa_brentford,16.0,0.0
2025-04-21,Nott'ham Forest,Chris Wood,1,chriswood_notthamforest,19.0,3.0
2025-04-23,Crystal Palace,Jean-Philippe Mateta,1,jeanphilippemateta_crystalpalace,14.0,2.0
2025-04-26,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,22.0,3.0
2025-04-26,Wolves,Jorgen Strand Larsen,1,jorgenstrandlarsen_wolves,13.0,0.0
2025-04-26,Brighton,Kaoru Mitoma,1,kaorumitoma_brighton,9.0,0.0
2025-04-26,Wolves,Matheus Cunha,1,matheuscunha_wolves,15.0,0.0
2025-04-26,Chelsea,Nicolas Jackson,1,nicolasjackson_chelsea,10.0,0.0
2025-04-27,Bournemouth,Antoine Semenyo,1,antoinesemenyo_bournemouth,9.0,0.0
2025-04-27,Liverpool,Cody Gakpo,1,codygakpo_liverpool,9.0,0.0
2025-04-27,Liverpool,Luis Diaz,1,luisdiaz_liverpool,12.0,0.0
2025-04-27,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,28.0,9.0
2025-05-01,Brentford,Kevin Schade,1,kevinschade_brentford,8.0,0.0
2025-05-01,Brentford,Yoane Wissa,1,yoanewissa_brentford,17.0,0.0
2025-05-03,Bournemouth,Evanilson,1,evanilson_bournemouth,10.0,0.0
2025-05-04,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,23.0,4.0
2025-05-04,Chelsea,Cole Palmer,1,colepalmer_chelsea,15.0,4.0
2025-05-04,West Ham,Jarrod Bowen,1,jarrodbowen_westham,10.0,1.0
2025-05-04,Brentford,Kevin Schade,2,kevinschade_brentford,10.0,0.0
2025-05-04,Brentford,Yoane Wissa,1,yoanewissa_brentford,18.0,0.0
2025-05-10,Brighton,Danny Welbeck,1,dannywelbeck_brighton,10.0,1.0
2025-05-10,Brentford,Kevin Schade,1,kevinschade_brentford,11.0,0.0
2025-05-10,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,16.0,2.0
2025-05-10,Fulham,Raul Jimenez,1,rauljimenez_fulham,11.0,3.0
2025-05-11,Nott'ham Forest,Chris Wood,1,chriswood_notthamforest,20.0,3.0
2025-05-11,Liverpool,Cody Gakpo,1,codygakpo_liverpool,10.0,0.0
2025-05-11,West Ham,Jarrod Bowen,1,jarrodbowen_westham,11.0,1.0
2025-05-11,Liverpool,Luis Diaz,1,luisdiaz_liverpool,13.0,0.0
2025-05-18,Brentford,Bryan Mbeumo,1,bryanmbeumo_brentford,19.0,5.0
2025-05-18,West Ham,Jarrod Bowen,1,jarrodbowen_westham,12.0,1.0
2025-05-18,Fulham,Raul Jimenez,1,rauljimenez_fulham,12.0,3.0
2025-05-18,Brentford,Yoane Wissa,1,yoanewissa_brentford,19.0,0.0
2025-05-19,Brighton,Kaoru Mitoma,1,kaorumitoma_brighton,10.0,0.0
2025-05-20,Wolves,Jorgen Strand Larsen,1,jorgenstrandlarsen_wolves,14.0,0.0
2025-05-25,Bournemouth,Antoine Semenyo,2,antoinesemenyo_bournemouth,11.0,0.0
2025-05-25,Brentford,Bryan Mbeumo,1,bryanmbeumo_brentford,20.0,5.0
2025-05-25,Manchester City,Erling Haaland,1,erlinghaaland_manchestercity,22.0,3.0
2025-05-25,West Ham,Jarrod Bowen,1,jarrodbowen_westham,13.0,1.0
2025-05-25,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,29.0,9.0
