Date,Team,rank,position,CumPts
2017-12-26,Swansea,20.0,20,13.0
2017-12-27,Swansea,20.0,20,13.0
2017-12-28,Swansea,20.0,20,13.0
2017-12-30,Swansea,19.0,19,16.0
2017-12-31,Swansea,20.0,20,16.0
2018-01-01,Swansea,20.0,20,16.0
2018-01-02,Swansea,20.0,20,16.0
2018-01-03,Swansea,20.0,20,16.0
2018-01-04,Swansea,20.0,20,16.0
2018-01-13,Swansea,20.0,20,17.0
2018-01-14,Swansea,20.0,20,17.0
2018-01-15,Swansea,20.0,20,17.0
2018-01-20,Swansea,20.0,20,17.0
2018-01-21,Swansea,20.0,20,17.0
2018-01-22,Swansea,20.0,20,20.0
2018-01-30,Swansea,17.0,17,23.0
2018-01-31,Swansea,19.0,19,23.0
2018-02-03,Swansea,17.0,17,24.0
2018-02-04,Swansea,17.0,17,24.0
2018-02-05,Swansea,17.0,17,24.0
2018-02-10,Swansea,15.0,15,27.0
2018-02-11,Swansea,16.0,16,27.0
2018-02-12,Swansea,16.0,16,27.0
2018-02-24,Swansea,18.0,18,27.0
2018-02-25,Swansea,18.0,18,27.0
2018-03-01,Swansea,18.0,18,27.0
2018-03-03,Swansea,13.0,13,30.0
2018-03-04,Swansea,13.0,13,30.0
2018-03-05,Swansea,13.0,13,30.0
2018-03-10,Swansea,14.0,14,31.0
2018-03-11,Swansea,14.0,14,31.0
2018-03-12,Swansea,14.0,14,31.0
2018-03-17,Swansea,14.0,14,31.0
2018-03-31,Swansea,15.0,15,31.0
2018-04-01,Swansea,15.0,15,31.0
2018-04-07,Swansea,15.0,15,32.0
2018-04-08,Swansea,15.0,15,32.0
2018-04-14,Swansea,17.0,17,33.0
2018-04-15,Swansea,17.0,17,33.0
2018-04-16,Swansea,17.0,17,33.0
2018-04-17,Swansea,17.0,17,33.0
2018-04-18,Swansea,17.0,17,33.0
2018-04-19,Swansea,17.0,17,33.0
2018-04-21,Swansea,17.0,17,33.0
2018-04-22,Swansea,17.0,17,33.0
2018-04-23,Swansea,17.0,17,33.0
2018-04-28,Swansea,17.0,17,33.0
2018-04-29,Swansea,17.0,17,33.0
2018-04-30,Swansea,17.0,17,33.0
2018-05-04,Swansea,17.0,17,33.0
2018-05-05,Swansea,18.0,18,33.0
2018-05-06,Swansea,18.0,18,33.0
2018-05-08,Swansea,18.0,18,33.0
2018-05-09,Swansea,18.0,18,33.0
2018-05-10,Swansea,18.0,18,33.0
2018-05-13,Swansea,18.0,18,33.0
2017-08-11,Southampton,2.0,13,0.0
2017-08-12,Southampton,9.0,9,1.0
2017-08-13,Southampton,11.0,11,1.0
2017-08-19,Southampton,5.0,5,4.0
2017-08-20,Southampton,6.0,6,4.0
2017-08-21,Southampton,7.0,7,4.0
2017-08-26,Southampton,6.0,6,5.0
2017-08-27,Southampton,8.0,8,5.0
2017-09-09,Southampton,11.0,11,5.0
2017-09-10,Southampton,13.0,13,5.0
2017-09-11,Southampton,13.0,13,5.0
2017-09-15,Southampton,13.0,13,5.0
2017-09-16,Southampton,9.0,9,8.0
2017-09-17,Southampton,9.0,9,8.0
2017-09-23,Southampton,11.0,11,8.0
2017-09-24,Southampton,11.0,11,8.0
2017-09-25,Southampton,11.0,11,8.0
2017-09-30,Southampton,12.0,12,8.0
2017-10-01,Southampton,12.0,12,8.0
2017-10-14,Southampton,12.0,12,8.0
2017-10-15,Southampton,10.0,10,9.0
2017-10-16,Southampton,11.0,11,9.0
2017-10-20,Southampton,12.0,12,9.0
2017-10-21,Southampton,10.0,10,12.0
2017-10-22,Southampton,10.0,10,12.0
2017-10-28,Southampton,10.0,10,12.0
2017-10-29,Southampton,9.0,9,13.0
2017-10-30,Southampton,10.0,10,13.0
2017-11-04,Southampton,13.0,13,13.0
2017-11-05,Southampton,13.0,13,13.0
2017-11-18,Southampton,14.0,14,13.0
2017-11-19,Southampton,14.0,14,13.0
2017-11-20,Southampton,14.0,14,13.0
2017-11-24,Southampton,14.0,14,13.0
2017-11-25,Southampton,14.0,14,13.0
2017-11-26,Southampton,10.0,10,16.0
2017-11-28,Southampton,11.0,11,16.0
2017-11-29,Southampton,11.0,11,16.0
2017-12-02,Southampton,12.0,12,16.0
2017-12-03,Southampton,11.0,11,17.0
2017-12-09,Southampton,12.0,12,17.0
2017-12-10,Southampton,11.0,11,18.0
2017-12-12,Southampton,11.0,11,18.0
2017-12-13,Southampton,11.0,11,18.0
2017-12-16,Southampton,12.0,12,18.0
2017-12-17,Southampton,12.0,12,18.0
2017-12-18,Southampton,12.0,12,18.0
2017-12-22,Southampton,12.0,12,18.0
2017-12-23,Southampton,13.0,13,19.0
2017-12-26,Southampton,14.0,14,19.0
2017-12-27,Southampton,14.0,14,19.0
2017-12-28,Southampton,14.0,14,19.0
2017-12-30,Southampton,13.0,13,20.0
2017-12-31,Southampton,13.0,13,20.0
2018-01-01,Southampton,15.0,15,20.0
2018-01-02,Southampton,17.0,17,20.0
2018-01-03,Southampton,17.0,17,20.0
2018-01-04,Southampton,17.0,17,20.0
2018-01-13,Southampton,16.0,16,21.0
2018-01-14,Southampton,17.0,17,21.0
2018-01-15,Southampton,17.0,17,21.0
2018-01-20,Southampton,18.0,18,21.0
2018-01-21,Southampton,18.0,18,22.0
2018-01-22,Southampton,18.0,18,22.0
2018-01-30,Southampton,19.0,19,22.0
2018-01-31,Southampton,18.0,18,23.0
2018-02-03,Southampton,14.0,14,26.0
2018-02-04,Southampton,15.0,15,26.0
2018-02-05,Southampton,15.0,15,26.0
2018-02-10,Southampton,16.0,16,26.0
2018-02-11,Southampton,18.0,18,26.0
2018-02-12,Southampton,18.0,18,26.0
2018-02-24,Southampton,16.0,16,27.0
2018-02-25,Southampton,16.0,16,27.0
2018-03-01,Southampton,16.0,16,27.0
2018-03-03,Southampton,17.0,17,28.0
2018-03-04,Southampton,17.0,17,28.0
2018-03-05,Southampton,17.0,17,28.0
2018-03-10,Southampton,17.0,17,28.0
2018-03-11,Southampton,17.0,17,28.0
2018-03-12,Southampton,17.0,17,28.0
2018-03-17,Southampton,18.0,18,28.0
2018-03-31,Southampton,18.0,18,28.0
2018-04-01,Southampton,18.0,18,28.0
2018-04-07,Southampton,18.0,18,28.0
2018-04-08,Southampton,18.0,18,28.0
2018-04-14,Southampton,18.0,18,28.0
2018-04-15,Southampton,18.0,18,28.0
2018-04-16,Southampton,18.0,18,28.0
2018-04-17,Southampton,18.0,18,28.0
2018-04-18,Southampton,18.0,18,28.0
2018-04-19,Southampton,18.0,18,29.0
2018-04-21,Southampton,18.0,18,29.0
2018-04-22,Southampton,18.0,18,29.0
2018-04-23,Southampton,18.0,18,29.0
2018-04-28,Southampton,18.0,18,32.0
2018-04-29,Southampton,18.0,18,32.0
2018-04-30,Southampton,18.0,18,32.0
2018-05-04,Southampton,18.0,18,32.0
2018-05-05,Southampton,17.0,17,33.0
2018-05-06,Southampton,17.0,17,33.0
2018-05-08,Southampton,16.0,16,36.0
2018-05-09,Southampton,17.0,17,36.0
2018-05-10,Southampton,17.0,17,36.0
2018-05-13,Southampton,17.0,17,36.0
2017-08-11,Huddersfield,2.0,8,0.0
2017-08-12,Huddersfield,1.0,1,3.0
2017-08-13,Huddersfield,2.0,2,3.0
2017-08-19,Huddersfield,6.0,6,3.0
2017-08-20,Huddersfield,2.0,2,6.0
2017-08-21,Huddersfield,2.0,2,6.0
2017-08-26,Huddersfield,2.0,2,7.0
2017-08-27,Huddersfield,3.0,3,7.0
2017-09-09,Huddersfield,6.0,6,7.0
2017-09-10,Huddersfield,6.0,6,7.0
2017-09-11,Huddersfield,6.0,6,7.0
2017-09-15,Huddersfield,6.0,6,7.0
2017-09-16,Huddersfield,6.0,6,8.0
2017-09-17,Huddersfield,6.0,6,8.0
2017-09-23,Huddersfield,8.0,8,9.0
2017-09-24,Huddersfield,7.0,7,9.0
2017-09-25,Huddersfield,8.0,8,9.0
2017-09-30,Huddersfield,11.0,11,9.0
2017-10-01,Huddersfield,11.0,11,9.0
2017-10-14,Huddersfield,11.0,11,9.0
2017-10-15,Huddersfield,12.0,12,9.0
2017-10-16,Huddersfield,12.0,12,9.0
2017-10-20,Huddersfield,13.0,13,9.0
2017-10-21,Huddersfield,11.0,11,12.0
2017-10-22,Huddersfield,11.0,11,12.0
2017-10-28,Huddersfield,11.0,11,12.0
2017-10-29,Huddersfield,13.0,13,12.0
2017-10-30,Huddersfield,13.0,13,12.0
2017-11-04,Huddersfield,10.0,10,15.0
2017-11-05,Huddersfield,10.0,10,15.0
2017-11-18,Huddersfield,10.0,10,15.0
2017-11-19,Huddersfield,10.0,10,15.0
2017-11-20,Huddersfield,10.0,10,15.0
2017-11-24,Huddersfield,10.0,10,15.0
2017-11-25,Huddersfield,10.0,10,15.0
2017-11-26,Huddersfield,11.0,11,15.0
2017-11-28,Huddersfield,13.0,13,15.0
2017-11-29,Huddersfield,14.0,14,15.0
2017-12-02,Huddersfield,15.0,15,15.0
2017-12-03,Huddersfield,16.0,16,15.0
2017-12-09,Huddersfield,11.0,11,18.0
2017-12-10,Huddersfield,12.0,12,18.0
2017-12-12,Huddersfield,12.0,12,18.0
2017-12-13,Huddersfield,12.0,12,18.0
2017-12-16,Huddersfield,11.0,11,21.0
2017-12-17,Huddersfield,11.0,11,21.0
2017-12-18,Huddersfield,11.0,11,21.0
2017-12-22,Huddersfield,11.0,11,21.0
2017-12-23,Huddersfield,11.0,11,22.0
2017-12-26,Huddersfield,11.0,11,23.0
2017-12-27,Huddersfield,11.0,11,23.0
2017-12-28,Huddersfield,11.0,11,23.0
2017-12-30,Huddersfield,11.0,11,24.0
2017-12-31,Huddersfield,11.0,11,24.0
2018-01-01,Huddersfield,11.0,11,24.0
2018-01-02,Huddersfield,11.0,11,24.0
2018-01-03,Huddersfield,11.0,11,24.0
2018-01-04,Huddersfield,11.0,11,24.0
2018-01-13,Huddersfield,13.0,13,24.0
2018-01-14,Huddersfield,14.0,14,24.0
2018-01-15,Huddersfield,14.0,14,24.0
2018-01-20,Huddersfield,14.0,14,24.0
2018-01-21,Huddersfield,14.0,14,24.0
2018-01-22,Huddersfield,14.0,14,24.0
2018-01-30,Huddersfield,14.0,14,24.0
2018-01-31,Huddersfield,17.0,17,24.0
2018-02-03,Huddersfield,19.0,19,24.0
2018-02-04,Huddersfield,19.0,19,24.0
2018-02-05,Huddersfield,19.0,19,24.0
2018-02-10,Huddersfield,19.0,19,24.0
2018-02-11,Huddersfield,17.0,17,27.0
2018-02-12,Huddersfield,17.0,17,27.0
2018-02-24,Huddersfield,14.0,14,30.0
2018-02-25,Huddersfield,14.0,14,30.0
2018-03-01,Huddersfield,14.0,14,30.0
2018-03-03,Huddersfield,15.0,15,30.0
2018-03-04,Huddersfield,15.0,15,30.0
2018-03-05,Huddersfield,15.0,15,30.0
2018-03-10,Huddersfield,15.0,15,31.0
2018-03-11,Huddersfield,15.0,15,31.0
2018-03-12,Huddersfield,15.0,15,31.0
2018-03-17,Huddersfield,15.0,15,31.0
2018-03-31,Huddersfield,16.0,16,31.0
2018-04-01,Huddersfield,16.0,16,31.0
2018-04-07,Huddersfield,16.0,16,32.0
2018-04-08,Huddersfield,16.0,16,32.0
2018-04-14,Huddersfield,14.0,14,35.0
2018-04-15,Huddersfield,14.0,14,35.0
2018-04-16,Huddersfield,15.0,15,35.0
2018-04-17,Huddersfield,15.0,15,35.0
2018-04-18,Huddersfield,15.0,15,35.0
2018-04-19,Huddersfield,15.0,15,35.0
2018-04-21,Huddersfield,16.0,16,35.0
2018-04-22,Huddersfield,16.0,16,35.0
2018-04-23,Huddersfield,16.0,16,35.0
2018-04-28,Huddersfield,16.0,16,35.0
2018-04-29,Huddersfield,16.0,16,35.0
2018-04-30,Huddersfield,16.0,16,35.0
2018-05-04,Huddersfield,16.0,16,35.0
2018-05-05,Huddersfield,16.0,16,35.0
2018-05-06,Huddersfield,16.0,16,36.0
2018-05-08,Huddersfield,17.0,17,36.0
2018-05-09,Huddersfield,16.0,16,37.0
2018-05-10,Huddersfield,16.0,16,37.0
2018-05-13,Huddersfield,16.0,16,37.0
2017-08-11,Brighton,2.0,3,0.0
2017-08-12,Brighton,19.0,19,0.0
2017-08-13,Brighton,17.0,17,0.0
2017-08-19,Brighton,18.0,18,0.0
2017-08-20,Brighton,18.0,18,0.0
2017-08-21,Brighton,18.0,18,0.0
2017-08-26,Brighton,17.0,17,1.0
2017-08-27,Brighton,17.0,17,1.0
2017-09-09,Brighton,13.0,13,4.0
2017-09-10,Brighton,14.0,14,4.0
2017-09-11,Brighton,14.0,14,4.0
2017-09-15,Brighton,14.0,14,4.0
2017-09-16,Brighton,16.0,16,4.0
2017-09-17,Brighton,16.0,16,4.0
2017-09-23,Brighton,17.0,17,4.0
2017-09-24,Brighton,13.0,13,7.0
2017-09-25,Brighton,13.0,13,7.0
2017-09-30,Brighton,14.0,14,7.0
2017-10-01,Brighton,14.0,14,7.0
2017-10-14,Brighton,16.0,16,7.0
2017-10-15,Brighton,14.0,14,8.0
2017-10-16,Brighton,14.0,14,8.0
2017-10-20,Brighton,10.0,10,11.0
2017-10-21,Brighton,12.0,12,11.0
2017-10-22,Brighton,12.0,12,11.0
2017-10-28,Brighton,12.0,12,11.0
2017-10-29,Brighton,12.0,12,12.0
2017-10-30,Brighton,12.0,12,12.0
2017-11-04,Brighton,8.0,8,15.0
2017-11-05,Brighton,8.0,8,15.0
2017-11-18,Brighton,8.0,8,15.0
2017-11-19,Brighton,9.0,9,15.0
2017-11-20,Brighton,9.0,9,16.0
2017-11-24,Brighton,9.0,9,16.0
2017-11-25,Brighton,9.0,9,16.0
2017-11-26,Brighton,9.0,9,16.0
2017-11-28,Brighton,10.0,10,17.0
2017-11-29,Brighton,10.0,10,17.0
2017-12-02,Brighton,11.0,11,17.0
2017-12-03,Brighton,12.0,12,17.0
2017-12-09,Brighton,13.0,13,17.0
2017-12-10,Brighton,13.0,13,17.0
2017-12-12,Brighton,13.0,13,17.0
2017-12-13,Brighton,13.0,13,17.0
2017-12-16,Brighton,13.0,13,18.0
2017-12-17,Brighton,13.0,13,18.0
2017-12-18,Brighton,13.0,13,18.0
2017-12-22,Brighton,13.0,13,18.0
2017-12-23,Brighton,12.0,12,21.0
2017-12-26,Brighton,12.0,12,21.0
2017-12-27,Brighton,12.0,12,21.0
2017-12-28,Brighton,12.0,12,21.0
2017-12-30,Brighton,12.0,12,22.0
2017-12-31,Brighton,12.0,12,22.0
2018-01-01,Brighton,12.0,12,23.0
2018-01-02,Brighton,12.0,12,23.0
2018-01-03,Brighton,12.0,12,23.0
2018-01-04,Brighton,12.0,12,23.0
2018-01-13,Brighton,15.0,15,23.0
2018-01-14,Brighton,16.0,16,23.0
2018-01-15,Brighton,16.0,16,23.0
2018-01-20,Brighton,16.0,16,23.0
2018-01-21,Brighton,16.0,16,23.0
2018-01-22,Brighton,16.0,16,23.0
2018-01-30,Brighton,16.0,16,23.0
2018-01-31,Brighton,15.0,15,24.0
2018-02-03,Brighton,13.0,13,27.0
2018-02-04,Brighton,13.0,13,27.0
2018-02-05,Brighton,13.0,13,27.0
2018-02-10,Brighton,13.0,13,28.0
2018-02-11,Brighton,14.0,14,28.0
2018-02-12,Brighton,14.0,14,28.0
2018-02-24,Brighton,12.0,12,31.0
2018-02-25,Brighton,12.0,12,31.0
2018-03-01,Brighton,12.0,12,31.0
2018-03-03,Brighton,12.0,12,31.0
2018-03-04,Brighton,10.0,10,34.0
2018-03-05,Brighton,10.0,10,34.0
2018-03-10,Brighton,11.0,11,34.0
2018-03-11,Brighton,11.0,11,34.0
2018-03-12,Brighton,11.0,11,34.0
2018-03-17,Brighton,12.0,12,34.0
2018-03-31,Brighton,13.0,13,34.0
2018-04-01,Brighton,13.0,13,34.0
2018-04-07,Brighton,13.0,13,35.0
2018-04-08,Brighton,13.0,13,35.0
2018-04-14,Brighton,13.0,13,35.0
2018-04-15,Brighton,13.0,13,35.0
2018-04-16,Brighton,13.0,13,35.0
2018-04-17,Brighton,13.0,13,36.0
2018-04-18,Brighton,13.0,13,36.0
2018-04-19,Brighton,13.0,13,36.0
2018-04-21,Brighton,13.0,13,36.0
2018-04-22,Brighton,13.0,13,36.0
2018-04-23,Brighton,13.0,13,36.0
2018-04-28,Brighton,14.0,14,37.0
2018-04-29,Brighton,14.0,14,37.0
2018-04-30,Brighton,14.0,14,37.0
2018-05-04,Brighton,11.0,11,40.0
2018-05-05,Brighton,14.0,14,40.0
