Date,Team,rank,position,CumPts
2023-03-04,Leeds,17.0,17,22.0
2023-03-05,Leeds,17.0,17,22.0
2023-03-06,Leeds,17.0,17,22.0
2023-03-11,Leeds,19.0,19,23.0
2023-03-12,Leeds,19.0,19,23.0
2023-03-15,Leeds,19.0,19,23.0
2023-03-17,Leeds,19.0,19,23.0
2023-03-18,Leeds,14.0,14,26.0
2023-03-19,Leeds,14.0,14,26.0
2023-04-01,Leeds,16.0,16,26.0
2023-04-02,Leeds,17.0,17,26.0
2023-04-03,Leeds,18.0,18,26.0
2023-04-04,Leeds,13.0,13,29.0
2023-04-05,Leeds,13.0,13,29.0
2023-04-08,Leeds,16.0,16,29.0
2023-04-09,Leeds,16.0,16,29.0
2023-04-15,Leeds,16.0,16,29.0
2023-04-16,Leeds,16.0,16,29.0
2023-04-17,Leeds,16.0,16,29.0
2023-04-21,Leeds,16.0,16,29.0
2023-04-22,Leeds,16.0,16,29.0
2023-04-23,Leeds,16.0,16,29.0
2023-04-25,Leeds,16.0,16,30.0
2023-04-26,Leeds,16.0,16,30.0
2023-04-27,Leeds,16.0,16,30.0
2023-04-29,Leeds,16.0,16,30.0
2023-04-30,Leeds,16.0,16,30.0
2023-05-01,Leeds,17.0,17,30.0
2023-05-02,Leeds,17.0,17,30.0
2023-05-03,Leeds,17.0,17,30.0
2023-05-04,Leeds,17.0,17,30.0
2023-05-06,Leeds,17.0,17,30.0
2023-05-07,Leeds,17.0,17,30.0
2023-05-08,Leeds,19.0,19,30.0
2022-08-05,Leicester,2.0,10,0.0
2022-08-06,Leicester,9.0,11,0.0
2022-08-07,Leicester,9.0,11,1.0
2022-08-13,Leicester,14.0,14,1.0
2022-08-14,Leicester,15.0,15,1.0
2022-08-15,Leicester,15.0,15,1.0
2022-08-20,Leicester,18.0,18,1.0
2022-08-21,Leicester,18.0,18,1.0
2022-08-22,Leicester,19.0,19,1.0
2022-08-27,Leicester,19.0,19,1.0
2022-08-28,Leicester,20.0,20,1.0
2022-08-30,Leicester,20.0,20,1.0
2022-08-31,Leicester,20.0,20,1.0
2022-09-01,Leicester,20.0,20,1.0
2022-09-03,Leicester,20.0,20,1.0
2022-09-04,Leicester,20.0,20,1.0
2022-09-16,Leicester,20.0,20,1.0
2022-09-17,Leicester,20.0,20,1.0
2022-09-18,Leicester,20.0,20,1.0
2022-10-01,Leicester,20.0,20,1.0
2022-10-02,Leicester,20.0,20,1.0
2022-10-03,Leicester,19.0,19,4.0
2022-10-08,Leicester,19.0,19,4.0
2022-10-09,Leicester,19.0,19,4.0
2022-10-10,Leicester,20.0,20,4.0
2022-10-14,Leicester,20.0,20,4.0
2022-10-15,Leicester,19.0,19,5.0
2022-10-16,Leicester,19.0,19,5.0
2022-10-18,Leicester,20.0,20,5.0
2022-10-19,Leicester,20.0,20,5.0
2022-10-20,Leicester,19.0,19,8.0
2022-10-22,Leicester,20.0,20,8.0
2022-10-23,Leicester,16.0,16,11.0
2022-10-24,Leicester,17.0,17,11.0
2022-10-29,Leicester,18.0,18,11.0
2022-10-30,Leicester,18.0,18,11.0
2022-11-05,Leicester,13.0,13,14.0
2022-11-06,Leicester,14.0,14,14.0
2022-11-12,Leicester,12.0,12,17.0
2022-11-13,Leicester,13.0,13,17.0
2022-12-26,Leicester,13.0,13,17.0
2022-12-27,Leicester,13.0,13,17.0
2022-12-28,Leicester,13.0,13,17.0
2022-12-30,Leicester,13.0,13,17.0
2022-12-31,Leicester,13.0,13,17.0
2023-01-01,Leicester,13.0,13,17.0
2023-01-02,Leicester,13.0,13,17.0
2023-01-03,Leicester,13.0,13,17.0
2023-01-04,Leicester,13.0,13,17.0
2023-01-05,Leicester,13.0,13,17.0
2023-01-12,Leicester,13.0,13,17.0
2023-01-13,Leicester,13.0,13,17.0
2023-01-14,Leicester,14.0,15,17.0
2023-01-15,Leicester,14.0,15,17.0
2023-01-18,Leicester,14.0,15,17.0
2023-01-19,Leicester,14.0,15,17.0
2023-01-21,Leicester,14.0,14,18.0
2023-01-22,Leicester,14.0,14,18.0
2023-01-23,Leicester,14.0,14,18.0
2023-02-03,Leicester,14.0,14,18.0
2023-02-04,Leicester,13.0,13,21.0
2023-02-05,Leicester,14.0,14,21.0
2023-02-08,Leicester,14.0,14,21.0
2023-02-11,Leicester,13.0,13,24.0
2023-02-12,Leicester,13.0,13,24.0
2023-02-13,Leicester,13.0,13,24.0
2023-02-15,Leicester,13.0,13,24.0
2023-02-18,Leicester,14.0,14,24.0
2023-02-19,Leicester,14.0,14,24.0
2023-02-24,Leicester,14.0,14,24.0
2023-02-25,Leicester,14.0,14,24.0
2023-02-26,Leicester,14.0,14,24.0
2023-03-01,Leicester,14.0,14,24.0
2023-03-04,Leicester,15.0,15,24.0
2023-03-05,Leicester,15.0,15,24.0
2023-03-06,Leicester,15.0,15,24.0
2023-03-11,Leicester,16.0,16,24.0
2023-03-12,Leicester,16.0,16,24.0
2023-03-15,Leicester,16.0,16,24.0
2023-03-17,Leicester,16.0,16,24.0
2023-03-18,Leicester,17.0,17,25.0
2023-03-19,Leicester,17.0,17,25.0
2023-04-01,Leicester,18.0,18,25.0
2023-04-02,Leicester,19.0,19,25.0
2023-04-03,Leicester,19.0,19,25.0
2023-04-04,Leicester,19.0,19,25.0
2023-04-05,Leicester,19.0,19,25.0
2023-04-08,Leicester,19.0,19,25.0
2023-04-09,Leicester,19.0,19,25.0
2023-04-15,Leicester,19.0,19,25.0
2023-04-16,Leicester,19.0,19,25.0
2023-04-17,Leicester,19.0,19,25.0
2023-04-21,Leicester,19.0,19,25.0
2023-04-22,Leicester,17.0,17,28.0
2023-04-23,Leicester,17.0,17,28.0
2023-04-25,Leicester,17.0,17,29.0
2023-04-26,Leicester,18.0,18,29.0
2023-04-27,Leicester,18.0,18,29.0
2023-04-29,Leicester,18.0,18,29.0
2023-04-30,Leicester,18.0,18,29.0
2023-05-01,Leicester,16.0,16,30.0
2023-05-02,Leicester,16.0,16,30.0
2023-05-03,Leicester,16.0,16,30.0
2023-05-04,Leicester,16.0,16,30.0
2023-05-06,Leicester,16.0,16,30.0
2023-05-07,Leicester,16.0,16,30.0
2023-05-08,Leicester,18.0,18,30.0
2022-08-05,Everton,2.0,7,0.0
2022-08-06,Everton,16.0,16,0.0
2022-08-07,Everton,15.0,15,0.0
2022-08-13,Everton,16.0,16,0.0
2022-08-14,Everton,17.0,17,0.0
2022-08-15,Everton,18.0,18,0.0
2022-08-20,Everton,16.0,16,1.0
2022-08-21,Everton,16.0,16,1.0
2022-08-22,Everton,17.0,17,1.0
2022-08-27,Everton,17.0,17,2.0
2022-08-28,Everton,18.0,18,2.0
2022-08-30,Everton,15.0,15,3.0
2022-08-31,Everton,17.0,17,3.0
2022-09-01,Everton,17.0,17,3.0
2022-09-03,Everton,16.0,16,4.0
2022-09-04,Everton,16.0,16,4.0
2022-09-16,Everton,17.0,17,4.0
2022-09-17,Everton,17.0,17,4.0
2022-09-18,Everton,13.0,13,7.0
2022-10-01,Everton,11.0,11,10.0
2022-10-02,Everton,11.0,11,10.0
2022-10-03,Everton,11.0,11,10.0
2022-10-08,Everton,11.0,11,10.0
2022-10-09,Everton,12.0,12,10.0
2022-10-10,Everton,12.0,12,10.0
2022-10-14,Everton,12.0,12,10.0
2022-10-15,Everton,14.0,14,10.0
2022-10-16,Everton,14.0,14,10.0
2022-10-18,Everton,14.0,14,10.0
2022-10-19,Everton,15.0,15,10.0
2022-10-20,Everton,15.0,15,10.0
2022-10-22,Everton,11.0,11,13.0
2022-10-23,Everton,11.0,11,13.0
2022-10-24,Everton,12.0,12,13.0
2022-10-29,Everton,12.0,12,14.0
2022-10-30,Everton,12.0,12,14.0
2022-11-05,Everton,15.0,15,14.0
2022-11-06,Everton,16.0,16,14.0
2022-11-12,Everton,17.0,17,14.0
2022-11-13,Everton,17.0,17,14.0
2022-12-26,Everton,17.0,17,14.0
2022-12-27,Everton,17.0,17,14.0
2022-12-28,Everton,17.0,17,14.0
2022-12-30,Everton,16.0,16,14.0
2022-12-31,Everton,16.0,16,15.0
2023-01-01,Everton,16.0,16,15.0
2023-01-02,Everton,16.0,16,15.0
2023-01-03,Everton,16.0,16,15.0
2023-01-04,Everton,18.0,18,15.0
2023-01-05,Everton,18.0,18,15.0
2023-01-12,Everton,18.0,18,15.0
2023-01-13,Everton,18.0,18,15.0
2023-01-14,Everton,19.0,19,15.0
2023-01-15,Everton,19.0,19,15.0
2023-01-18,Everton,19.0,19,15.0
2023-01-19,Everton,19.0,19,15.0
2023-01-21,Everton,19.0,19,15.0
2023-01-22,Everton,19.0,19,15.0
2023-01-23,Everton,19.0,19,15.0
2023-02-03,Everton,19.0,19,15.0
2023-02-04,Everton,18.0,18,18.0
2023-02-05,Everton,18.0,18,18.0
2023-02-08,Everton,18.0,18,18.0
2023-02-11,Everton,18.0,18,18.0
2023-02-12,Everton,18.0,18,18.0
2023-02-13,Everton,18.0,18,18.0
2023-02-15,Everton,18.0,18,18.0
2023-02-18,Everton,16.0,16,21.0
2023-02-19,Everton,16.0,16,21.0
2023-02-24,Everton,16.0,16,21.0
2023-02-25,Everton,18.0,18,21.0
2023-02-26,Everton,18.0,18,21.0
2023-03-01,Everton,18.0,18,21.0
2023-03-04,Everton,18.0,18,21.0
2023-03-05,Everton,18.0,18,22.0
2023-03-06,Everton,18.0,18,22.0
2023-03-11,Everton,15.0,15,25.0
2023-03-12,Everton,15.0,15,25.0
2023-03-15,Everton,15.0,15,25.0
2023-03-17,Everton,15.0,15,25.0
2023-03-18,Everton,15.0,15,26.0
2023-03-19,Everton,15.0,15,26.0
2023-04-01,Everton,17.0,17,26.0
2023-04-02,Everton,18.0,18,26.0
2023-04-03,Everton,15.0,15,27.0
2023-04-04,Everton,16.0,16,27.0
2023-04-05,Everton,16.0,16,27.0
2023-04-08,Everton,17.0,17,27.0
2023-04-09,Everton,17.0,17,27.0
2023-04-15,Everton,17.0,17,27.0
2023-04-16,Everton,17.0,17,27.0
2023-04-17,Everton,17.0,17,27.0
2023-04-21,Everton,17.0,17,27.0
2023-04-22,Everton,18.0,18,28.0
2023-04-23,Everton,18.0,18,28.0
2023-04-25,Everton,18.0,18,28.0
2023-04-26,Everton,19.0,19,28.0
2023-04-27,Everton,19.0,19,28.0
2023-04-29,Everton,19.0,19,28.0
2023-04-30,Everton,19.0,19,28.0
2023-05-01,Everton,19.0,19,29.0
2023-05-02,Everton,19.0,19,29.0
2023-05-03,Everton,19.0,19,29.0
2023-05-04,Everton,19.0,19,29.0
2023-05-06,Everton,19.0,19,29.0
2023-05-07,Everton,19.0,19,29.0
2023-05-08,Everton,17.0,17,32.0
2022-08-05,Nottm Forest,2.0,15,0.0
2022-08-06,Nottm Forest,17.0,19,0.0
2022-08-07,Nottm Forest,16.0,18,0.0
2022-08-13,Nottm Forest,17.0,18,0.0
2022-08-14,Nottm Forest,10.0,10,3.0
2022-08-15,Nottm Forest,10.0,10,3.0
2022-08-20,Nottm Forest,11.0,11,4.0
2022-08-21,Nottm Forest,10.0,10,4.0
2022-08-22,Nottm Forest,10.0,10,4.0
2022-08-27,Nottm Forest,12.0,12,4.0
2022-08-28,Nottm Forest,14.0,14,4.0
2022-08-30,Nottm Forest,14.0,14,4.0
2022-08-31,Nottm Forest,15.0,15,4.0
2022-09-01,Nottm Forest,15.0,15,4.0
2022-09-03,Nottm Forest,19.0,19,4.0
2022-09-04,Nottm Forest,19.0,19,4.0
2022-09-16,Nottm Forest,19.0,19,4.0
2022-09-17,Nottm Forest,19.0,19,4.0
2022-09-18,Nottm Forest,19.0,19,4.0
2022-10-01,Nottm Forest,19.0,19,4.0
2022-10-02,Nottm Forest,19.0,19,4.0
2022-10-03,Nottm Forest,20.0,20,4.0
2022-10-08,Nottm Forest,20.0,20,4.0
2022-10-09,Nottm Forest,20.0,20,4.0
2022-10-10,Nottm Forest,19.0,19,5.0
2022-10-14,Nottm Forest,19.0,19,5.0
2022-10-15,Nottm Forest,20.0,20,5.0
2022-10-16,Nottm Forest,20.0,20,5.0
2022-10-18,Nottm Forest,19.0,19,6.0
2022-10-19,Nottm Forest,19.0,19,6.0
2022-10-20,Nottm Forest,20.0,20,6.0
2022-10-22,Nottm Forest,19.0,19,9.0
2022-10-23,Nottm Forest,20.0,20,9.0
2022-10-24,Nottm Forest,20.0,20,9.0
2022-10-29,Nottm Forest,20.0,20,9.0
2022-10-30,Nottm Forest,20.0,20,9.0
2022-11-05,Nottm Forest,20.0,20,10.0
2022-11-06,Nottm Forest,20.0,20,10.0
2022-11-12,Nottm Forest,18.0,18,13.0
2022-11-13,Nottm Forest,18.0,18,13.0
2022-12-26,Nottm Forest,19.0,19,13.0
2022-12-27,Nottm Forest,19.0,19,13.0
2022-12-28,Nottm Forest,19.0,19,13.0
2022-12-30,Nottm Forest,19.0,19,13.0
2022-12-31,Nottm Forest,19.0,19,13.0
2023-01-01,Nottm Forest,18.0,18,14.0
2023-01-02,Nottm Forest,18.0,18,14.0
2023-01-03,Nottm Forest,18.0,18,14.0
2023-01-04,Nottm Forest,15.0,15,17.0
2023-01-05,Nottm Forest,15.0,15,17.0
2023-01-12,Nottm Forest,15.0,15,17.0
2023-01-13,Nottm Forest,15.0,15,17.0
2023-01-14,Nottm Forest,13.0,13,20.0
2023-01-15,Nottm Forest,13.0,13,20.0
2023-01-18,Nottm Forest,13.0,13,20.0
2023-01-19,Nottm Forest,13.0,13,20.0
2023-01-21,Nottm Forest,13.0,13,21.0
2023-01-22,Nottm Forest,13.0,13,21.0
2023-01-23,Nottm Forest,13.0,13,21.0
2023-02-03,Nottm Forest,13.0,13,21.0
2023-02-04,Nottm Forest,14.0,14,21.0
2023-02-05,Nottm Forest,13.0,13,24.0
2023-02-08,Nottm Forest,13.0,13,24.0
2023-02-11,Nottm Forest,14.0,14,24.0
2023-02-12,Nottm Forest,14.0,14,24.0
2023-02-13,Nottm Forest,14.0,14,24.0
2023-02-15,Nottm Forest,14.0,14,24.0
2023-02-18,Nottm Forest,13.0,13,25.0
2023-02-19,Nottm Forest,13.0,13,25.0
2023-02-24,Nottm Forest,13.0,13,25.0
2023-02-25,Nottm Forest,13.0,13,25.0
2023-02-26,Nottm Forest,13.0,13,25.0
2023-03-01,Nottm Forest,13.0,13,25.0
2023-03-04,Nottm Forest,14.0,14,25.0
2023-03-05,Nottm Forest,14.0,14,26.0
2023-03-06,Nottm Forest,14.0,14,26.0
2023-03-11,Nottm Forest,14.0,14,26.0
2023-03-12,Nottm Forest,14.0,14,26.0
2023-03-15,Nottm Forest,14.0,14,26.0
2023-03-17,Nottm Forest,14.0,14,26.0
2023-03-18,Nottm Forest,16.0,16,26.0
2023-03-19,Nottm Forest,16.0,16,26.0
2023-04-01,Nottm Forest,14.0,14,27.0
2023-04-02,Nottm Forest,15.0,15,27.0
2023-04-03,Nottm Forest,16.0,16,27.0
2023-04-04,Nottm Forest,17.0,17,27.0
2023-04-05,Nottm Forest,17.0,17,27.0
2023-04-08,Nottm Forest,18.0,18,27.0
2023-04-09,Nottm Forest,18.0,18,27.0
2023-04-15,Nottm Forest,18.0,18,27.0
2023-04-16,Nottm Forest,18.0,18,27.0
2023-04-17,Nottm Forest,18.0,18,27.0
2023-04-21,Nottm Forest,18.0,18,27.0
2023-04-22,Nottm Forest,19.0,19,27.0
2023-04-23,Nottm Forest,19.0,19,27.0
2023-04-25,Nottm Forest,19.0,19,27.0
2023-04-26,Nottm Forest,17.0,17,30.0
2023-04-27,Nottm Forest,17.0,17,30.0
2023-04-29,Nottm Forest,17.0,17,30.0
2023-04-30,Nottm Forest,17.0,17,30.0
2023-05-01,Nottm Forest,18.0,18,30.0
2023-05-02,Nottm Forest,18.0,18,30.0
2023-05-03,Nottm Forest,18.0,18,30.0
2023-05-04,Nottm Forest,18.0,18,30.0
2023-05-06,Nottm Forest,18.0,18,30.0
2023-05-07,Nottm Forest,18.0,18,30.0
2023-05-08,Nottm Forest,16.0,16,33.0
2022-08-05,West Ham,2.0,18,0.0
2022-08-06,West Ham,9.0,14,0.0
2022-08-07,West Ham,16.0,19,0.0
2022-08-13,West Ham,17.0,19,0.0
2022-08-14,West Ham,19.0,19,0.0
2022-08-15,West Ham,19.0,19,0.0
2022-08-20,West Ham,19.0,19,0.0
2022-08-21,West Ham,20.0,20,0.0
2022-08-22,West Ham,20.0,20,0.0
2022-08-27,West Ham,20.0,20,0.0
2022-08-28,West Ham,16.0,16,3.0
2022-08-30,West Ham,17.0,17,3.0
2022-08-31,West Ham,14.0,14,4.0
2022-09-01,West Ham,14.0,14,4.0
2022-09-03,West Ham,18.0,18,4.0
2022-09-04,West Ham,18.0,18,4.0
2022-09-16,West Ham,18.0,18,4.0
2022-09-17,West Ham,18.0,18,4.0
2022-09-18,West Ham,18.0,18,4.0
2022-10-01,West Ham,15.0,15,7.0
2022-10-02,West Ham,15.0,15,7.0
2022-10-03,West Ham,15.0,15,7.0
2022-10-08,West Ham,15.0,15,7.0
2022-10-09,West Ham,13.0,13,10.0
2022-10-10,West Ham,13.0,13,10.0
2022-10-14,West Ham,13.0,13,10.0
2022-10-15,West Ham,13.0,13,10.0
2022-10-16,West Ham,12.0,12,11.0
2022-10-18,West Ham,13.0,13,11.0
2022-10-19,West Ham,13.0,13,11.0
2022-10-20,West Ham,13.0,13,11.0
2022-10-22,West Ham,14.0,14,11.0
2022-10-23,West Ham,17.0,17,11.0
2022-10-24,West Ham,10.0,10,14.0
2022-10-29,West Ham,12.0,13,14.0
2022-10-30,West Ham,13.0,13,14.0
2022-11-05,West Ham,14.0,14,14.0
2022-11-06,West Ham,15.0,15,14.0
2022-11-12,West Ham,16.0,16,14.0
2022-11-13,West Ham,16.0,16,14.0
2022-12-26,West Ham,16.0,16,14.0
2022-12-27,West Ham,16.0,16,14.0
2022-12-28,West Ham,16.0,16,14.0
2022-12-30,West Ham,17.0,17,14.0
2022-12-31,West Ham,17.0,17,14.0
2023-01-01,West Ham,17.0,17,14.0
2023-01-02,West Ham,17.0,17,14.0
2023-01-03,West Ham,17.0,17,14.0
2023-01-04,West Ham,17.0,17,15.0
2023-01-05,West Ham,17.0,17,15.0
2023-01-12,West Ham,17.0,17,15.0
2023-01-13,West Ham,17.0,17,15.0
2023-01-14,West Ham,18.0,18,15.0
2023-01-15,West Ham,18.0,18,15.0
2023-01-18,West Ham,18.0,18,15.0
2023-01-19,West Ham,18.0,18,15.0
2023-01-21,West Ham,15.0,15,18.0
2023-01-22,West Ham,16.0,16,18.0
2023-01-23,West Ham,16.0,16,18.0
2023-02-03,West Ham,16.0,16,18.0
2023-02-04,West Ham,16.0,16,19.0
2023-02-05,West Ham,16.0,16,19.0
2023-02-08,West Ham,17.0,17,19.0
2023-02-11,West Ham,16.0,16,20.0
2023-02-12,West Ham,16.0,16,20.0
2023-02-13,West Ham,16.0,16,20.0
2023-02-15,West Ham,16.0,16,20.0
2023-02-18,West Ham,18.0,18,20.0
2023-02-19,West Ham,18.0,18,20.0
2023-02-24,West Ham,18.0,18,20.0
2023-02-25,West Ham,16.0,16,23.0
2023-02-26,West Ham,16.0,16,23.0
2023-03-01,West Ham,16.0,16,23.0
2023-03-04,West Ham,16.0,16,23.0
2023-03-05,West Ham,16.0,16,23.0
2023-03-06,West Ham,16.0,16,23.0
2023-03-11,West Ham,18.0,18,23.0
2023-03-12,West Ham,17.0,17,24.0
2023-03-15,West Ham,17.0,17,24.0
2023-03-17,West Ham,17.0,17,24.0
2023-03-18,West Ham,18.0,18,24.0
2023-03-19,West Ham,18.0,18,24.0
2023-04-01,West Ham,19.0,19,24.0
2023-04-02,West Ham,14.0,14,27.0
2023-04-03,West Ham,14.0,14,27.0
2023-04-04,West Ham,15.0,15,27.0
2023-04-05,West Ham,15.0,15,27.0
2023-04-08,West Ham,13.0,13,30.0
2023-04-09,West Ham,14.0,14,30.0
2023-04-15,West Ham,15.0,15,30.0
