Date,HomeTeam,AwayTeam,FTHG,FTAG,HomeTeamRank,HomeTeamPosition,HomeTeamCumPts,AwayTeamRank,AwayTeamPosition,AwayTeamCumPts
2018-04-22,Man City,Swansea,5,0,1.0,1,90.0,17.0,17,33.0
2018-04-22,Arsenal,West Ham,4,1,6.0,6,57.0,15.0,15,35.0
2018-04-21,West Brom,Liverpool,2,2,20.0,20,25.0,3.0,3,71.0
2018-04-21,Watford,Crystal Palace,0,0,12.0,12,38.0,15.0,15,35.0
2018-04-19,Leicester,Southampton,0,0,8.0,8,44.0,18.0,18,29.0
2018-04-19,Burnley,Chelsea,1,2,7.0,7,52.0,5.0,5,63.0
2018-04-18,Bournemouth,Man United,0,2,11.0,11,38.0,2.0,2,74.0
2018-04-17,Brighton,Tottenham,1,1,13.0,13,36.0,4.0,4,68.0
2018-04-16,West Ham,Stoke,1,1,14.0,14,35.0,19.0,19,28.0
2018-04-15,Man United,West Brom,0,1,2.0,2,71.0,20.0,20,24.0
2018-04-15,Newcastle,Arsenal,2,1,10.0,10,41.0,6.0,6,54.0
2018-04-14,Swansea,Everton,1,1,17.0,17,33.0,9.0,9,42.0
2018-04-14,Southampton,Chelsea,2,3,18.0,18,28.0,5.0,5,60.0
2018-04-14,Liverpool,Bournemouth,3,0,3.0,3,70.0,11.0,11,38.0
2018-04-14,Huddersfield,Watford,1,0,14.0,14,35.0,12.0,12,37.0
2018-04-14,Crystal Palace,Brighton,3,2,16.0,16,34.0,13.0,13,35.0
2018-04-14,Burnley,Leicester,2,1,7.0,7,52.0,8.0,8,43.0
2018-04-14,Tottenham,Man City,1,3,4.0,4,67.0,1.0,1,87.0
2018-04-08,Chelsea,West Ham,1,1,5.0,5,57.0,14.0,14,34.0
2018-04-08,Arsenal,Southampton,3,2,6.0,6,54.0,18.0,18,28.0
2018-04-07,Watford,Burnley,1,2,12.0,12,37.0,7.0,7,49.0
2018-04-07,Leicester,Newcastle,1,2,8.0,8,43.0,10.0,10,38.0
2018-04-07,Bournemouth,Crystal Palace,2,2,11.0,11,38.0,17.0,17,31.0
2018-04-07,Brighton,Huddersfield,1,1,13.0,13,35.0,16.0,16,32.0
2018-04-07,Everton,Liverpool,0,0,9.0,9,41.0,3.0,3,67.0
2018-04-07,West Brom,Swansea,1,1,20.0,20,21.0,15.0,15,32.0
2018-04-07,Man City,Man United,2,3,1.0,1,84.0,2.0,2,71.0
2018-04-07,Stoke,Tottenham,1,2,19.0,19,27.0,4.0,4,67.0
2018-04-01,Chelsea,Tottenham,1,3,5.0,5,56.0,4.0,4,64.0
2018-04-01,Arsenal,Stoke,3,0,6.0,6,51.0,19.0,19,27.0
2018-03-31,Crystal Palace,Liverpool,1,2,17.0,17,30.0,3.0,3,66.0
2018-03-31,Man United,Swansea,2,0,2.0,2,68.0,15.0,15,31.0
2018-03-31,Brighton,Leicester,0,2,13.0,13,34.0,8.0,8,43.0
2018-03-31,Everton,Man City,1,3,9.0,9,40.0,1.0,1,84.0
2018-03-31,Watford,Bournemouth,2,2,11.0,11,37.0,10.0,10,37.0
2018-03-31,Newcastle,Huddersfield,1,0,12.0,12,35.0,16.0,16,31.0
2018-03-31,West Brom,Burnley,1,2,20.0,20,20.0,7.0,7,46.0
2018-03-31,West Ham,Southampton,3,0,14.0,14,33.0,18.0,18,28.0
2018-03-17,Stoke,Everton,1,2,19.0,19,27.0,9.0,9,40.0
2018-03-17,Liverpool,Watford,5,0,3.0,3,63.0,11.0,11,36.0
2018-03-17,Huddersfield,Crystal Palace,0,2,15.0,15,31.0,16.0,16,30.0
2018-03-17,Bournemouth,West Brom,2,1,10.0,10,36.0,20.0,20,20.0
2018-03-12,Stoke,Man City,0,2,19.0,19,27.0,1.0,1,81.0
2018-03-11,Bournemouth,Tottenham,1,4,12.0,12,33.0,3.0,3,61.0
2018-03-11,Arsenal,Watford,3,0,6.0,6,48.0,10.0,10,36.0
2018-03-10,West Ham,Burnley,0,3,16.0,16,30.0,7.0,7,43.0
2018-03-10,West Brom,Leicester,1,4,20.0,20,20.0,8.0,8,40.0
2018-03-10,Newcastle,Southampton,3,0,13.0,13,32.0,17.0,17,28.0
2018-03-10,Man United,Liverpool,2,1,2.0,2,65.0,3.0,3,60.0
2018-03-10,Huddersfield,Swansea,0,0,15.0,15,31.0,14.0,14,31.0
2018-03-10,Everton,Brighton,2,0,9.0,9,37.0,11.0,11,34.0
2018-03-10,Chelsea,Crystal Palace,2,1,5.0,5,56.0,18.0,18,27.0
2018-03-05,Crystal Palace,Man United,2,3,18.0,18,27.0,2.0,2,62.0
2018-03-04,Man City,Chelsea,1,0,1.0,1,78.0,5.0,5,53.0
2018-03-04,Brighton,Arsenal,2,1,10.0,10,34.0,6.0,6,45.0
2018-03-03,Leicester,Bournemouth,1,1,8.0,8,37.0,11.0,11,33.0
2018-03-03,Southampton,Stoke,0,0,17.0,17,28.0,19.0,19,27.0
2018-03-03,Burnley,Everton,2,1,7.0,7,40.0,10.0,10,34.0
2018-03-03,Liverpool,Newcastle,2,0,2.0,2,60.0,16.0,16,29.0
2018-03-03,Watford,West Brom,1,0,9.0,9,36.0,20.0,20,20.0
2018-03-03,Swansea,West Ham,4,1,13.0,13,30.0,14.0,14,30.0
2018-03-03,Tottenham,Huddersfield,2,0,4.0,4,58.0,15.0,15,30.0
2018-03-01,Arsenal,Man City,0,3,6.0,6,45.0,1.0,1,75.0
2018-02-25,Man United,Chelsea,2,1,2.0,2,59.0,5.0,5,53.0
2018-02-25,Crystal Palace,Tottenham,0,1,17.0,17,27.0,4.0,4,55.0
2018-02-24,Leicester,Stoke,1,1,8.0,8,36.0,19.0,19,26.0
2018-02-24,Brighton,Swansea,4,1,12.0,12,31.0,18.0,18,27.0
2018-02-24,Burnley,Southampton,1,1,7.0,7,37.0,16.0,16,27.0
2018-02-24,Bournemouth,Newcastle,2,2,11.0,11,32.0,15.0,15,29.0
2018-02-24,Liverpool,West Ham,4,1,2.0,2,57.0,13.0,13,30.0
2018-02-24,Watford,Everton,1,0,10.0,10,33.0,9.0,9,34.0
2018-02-24,West Brom,Huddersfield,1,2,20.0,20,20.0,14.0,14,30.0
2018-02-12,Chelsea,West Brom,3,0,4.0,4,53.0,20.0,20,20.0
2018-02-11,Southampton,Liverpool,0,2,18.0,18,26.0,3.0,3,54.0
2018-02-11,Newcastle,Man United,1,0,13.0,13,28.0,2.0,2,56.0
2018-02-11,Huddersfield,Bournemouth,4,1,17.0,17,27.0,10.0,10,31.0
2018-02-10,West Ham,Watford,2,0,12.0,12,30.0,11.0,11,30.0
2018-02-10,Tottenham,Arsenal,1,0,3.0,3,52.0,6.0,6,45.0
2018-02-10,Swansea,Burnley,1,0,15.0,15,27.0,7.0,7,36.0
2018-02-10,Stoke,Brighton,1,1,18.0,18,25.0,13.0,13,28.0
2018-02-10,Man City,Leicester,5,1,1.0,1,72.0,8.0,8,35.0
2018-02-10,Everton,Crystal Palace,3,1,9.0,9,34.0,14.0,14,27.0
2018-02-05,Watford,Chelsea,4,1,11.0,11,30.0,4.0,4,50.0
2018-02-04,Crystal Palace,Newcastle,1,1,14.0,14,27.0,16.0,16,25.0
2018-02-04,Liverpool,Tottenham,2,2,3.0,3,51.0,5.0,5,49.0
2018-02-03,West Brom,Southampton,2,3,20.0,20,20.0,14.0,14,26.0
2018-02-03,Man United,Huddersfield,2,0,2.0,2,56.0,19.0,19,24.0
2018-02-03,Leicester,Swansea,1,1,8.0,8,35.0,17.0,17,24.0
2018-02-03,Burnley,Man City,1,1,7.0,7,36.0,1.0,1,69.0
2018-02-03,Brighton,West Ham,3,1,13.0,13,27.0,12.0,12,27.0
2018-02-03,Bournemouth,Stoke,2,1,9.0,9,31.0,18.0,18,24.0
2018-02-03,Arsenal,Everton,5,1,6.0,6,45.0,10.0,10,31.0
2018-01-31,Newcastle,Burnley,1,1,14.0,14,24.0,7.0,7,35.0
2018-01-31,Chelsea,Bournemouth,0,3,4.0,4,50.0,10.0,10,28.0
2018-01-31,Everton,Leicester,2,1,9.0,9,31.0,8.0,8,34.0
2018-01-31,Man City,West Brom,3,0,1.0,1,68.0,20.0,20,20.0
2018-01-31,Southampton,Brighton,1,1,18.0,18,23.0,15.0,15,24.0
2018-01-31,Stoke,Watford,0,0,16.0,16,24.0,11.0,11,27.0
2018-01-31,Tottenham,Man United,2,0,5.0,5,48.0,2.0,2,53.0
2018-01-30,West Ham,Crystal Palace,1,1,10.0,10,27.0,12.0,12,26.0
2018-01-30,Swansea,Arsenal,3,1,17.0,17,23.0,6.0,6,42.0
2018-01-30,Huddersfield,Liverpool,0,3,14.0,14,24.0,4.0,4,50.0
2018-01-22,Swansea,Liverpool,1,0,20.0,20,20.0,4.0,4,47.0
2018-01-21,Southampton,Tottenham,1,1,18.0,18,22.0,5.0,5,45.0
2018-01-20,Brighton,Chelsea,0,4,16.0,16,23.0,3.0,3,50.0
2018-01-20,Everton,West Brom,1,1,9.0,9,28.0,19.0,19,20.0
2018-01-20,Arsenal,Crystal Palace,4,1,6.0,6,42.0,13.0,13,25.0
2018-01-20,Burnley,Man United,0,1,8.0,8,34.0,2.0,2,53.0
2018-01-20,West Ham,Bournemouth,1,1,11.0,11,26.0,12.0,12,25.0
2018-01-20,Leicester,Watford,2,0,7.0,7,34.0,10.0,10,26.0
2018-01-20,Stoke,Huddersfield,2,0,17.0,17,23.0,14.0,14,24.0
2018-01-20,Man City,Newcastle,3,1,1.0,1,65.0,15.0,15,23.0
2018-01-15,Man United,Stoke,3,0,2.0,2,50.0,18.0,18,20.0
2018-01-14,Liverpool,Man City,4,3,3.0,3,47.0,1.0,1,62.0
2018-01-14,Bournemouth,Arsenal,2,1,13.0,13,24.0,6.0,6,39.0
2018-01-13,Crystal Palace,Burnley,1,0,12.0,12,25.0,7.0,7,34.0
2018-01-13,Newcastle,Swansea,1,1,14.0,14,23.0,20.0,20,17.0
2018-01-13,Chelsea,Leicester,0,0,3.0,3,47.0,8.0,8,31.0
2018-01-13,Huddersfield,West Ham,1,4,13.0,13,24.0,11.0,11,25.0
2018-01-13,Tottenham,Everton,4,0,5.0,5,44.0,9.0,9,27.0
2018-01-13,Watford,Southampton,2,2,10.0,10,26.0,16.0,16,21.0
2018-01-13,West Brom,Brighton,2,0,19.0,19,19.0,15.0,15,23.0
2018-01-04,Tottenham,West Ham,1,1,5.0,5,41.0,15.0,15,22.0
2018-01-03,Arsenal,Chelsea,2,2,6.0,6,39.0,3.0,3,46.0
2018-01-02,West Ham,West Brom,2,1,16.0,16,21.0,19.0,19,16.0
2018-01-02,Swansea,Tottenham,0,2,20.0,20,16.0,5.0,5,40.0
2018-01-02,Southampton,Crystal Palace,1,2,17.0,17,20.0,14.0,14,22.0
2018-01-02,Man City,Watford,3,1,1.0,1,62.0,10.0,10,25.0
2018-01-01,Everton,Man United,0,2,9.0,9,27.0,2.0,2,47.0
2018-01-01,Burnley,Liverpool,1,2,7.0,7,34.0,4.0,4,44.0
2018-01-01,Brighton,Bournemouth,2,2,12.0,12,23.0,14.0,14,21.0
2018-01-01,Leicester,Huddersfield,3,0,8.0,8,30.0,11.0,11,24.0
2018-01-01,Stoke,Newcastle,0,1,16.0,16,20.0,13.0,13,22.0
2017-12-31,West Brom,Arsenal,1,1,19.0,19,16.0,5.0,5,38.0
2017-12-31,Crystal Palace,Man City,0,0,17.0,17,19.0,1.0,1,59.0
2017-12-30,Liverpool,Leicester,2,1,4.0,4,41.0,8.0,8,27.0
2017-12-30,Bournemouth,Everton,2,1,14.0,14,20.0,9.0,9,27.0
2017-12-30,Huddersfield,Burnley,0,0,11.0,11,24.0,7.0,7,34.0
2017-12-30,Chelsea,Stoke,5,0,2.0,2,45.0,15.0,15,20.0
2017-12-30,Man United,Southampton,0,0,3.0,3,44.0,13.0,13,20.0
2017-12-30,Newcastle,Brighton,0,0,16.0,16,19.0,12.0,12,22.0
2017-12-30,Watford,Swansea,1,2,10.0,10,25.0,19.0,19,16.0
2017-12-28,Crystal Palace,Arsenal,2,3,16.0,16,18.0,6.0,6,37.0
2017-12-27,Newcastle,Man City,0,1,15.0,15,18.0,1.0,1,58.0
2017-12-26,Chelsea,Brighton,2,0,3.0,3,42.0,12.0,12,21.0
2017-12-26,West Brom,Everton,0,0,19.0,19,15.0,9.0,9,27.0
2017-12-26,Watford,Leicester,2,1,10.0,10,25.0,8.0,8,27.0
2017-12-26,Tottenham,Southampton,5,2,5.0,5,37.0,14.0,14,19.0
2017-12-26,Man United,Burnley,2,2,2.0,2,43.0,7.0,7,33.0
2017-12-26,Liverpool,Swansea,5,0,4.0,4,38.0,20.0,20,13.0
2017-12-26,Huddersfield,Stoke,1,1,11.0,11,23.0,13.0,13,20.0
2017-12-26,Bournemouth,West Ham,3,3,18.0,18,17.0,17.0,17,18.0
2017-12-23,West Ham,Newcastle,2,3,17.0,17,17.0,15.0,15,18.0
2017-12-23,Swansea,Crystal Palace,1,1,20.0,20,13.0,16.0,16,18.0
2017-12-23,Stoke,West Brom,3,1,14.0,14,19.0,19.0,19,14.0
2017-12-23,Southampton,Huddersfield,1,1,13.0,13,19.0,11.0,11,22.0
2017-12-23,Man City,Bournemouth,4,0,1.0,1,55.0,18.0,18,16.0
2017-12-23,Leicester,Man United,2,2,8.0,8,27.0,2.0,2,42.0
2017-12-23,Everton,Chelsea,0,0,9.0,9,26.0,3.0,3,39.0
2017-12-23,Burnley,Tottenham,0,3,7.0,7,32.0,5.0,5,34.0
2017-12-23,Brighton,Watford,1,0,12.0,12,21.0,10.0,10,22.0
2017-12-22,Arsenal,Liverpool,3,3,5.0,5,34.0,4.0,4,35.0
2017-12-18,Everton,Swansea,3,1,9.0,9,25.0,20.0,20,12.0
2017-12-17,Bournemouth,Liverpool,0,4,16.0,16,16.0,4.0,4,34.0
2017-12-17,West Brom,Man United,1,2,19.0,19,14.0,2.0,2,41.0
2017-12-16,Watford,Huddersfield,1,4,9.0,9,22.0,11.0,11,21.0
2017-12-16,Stoke,West Ham,0,3,17.0,17,16.0,15.0,15,17.0
2017-12-16,Man City,Tottenham,4,1,1.0,1,52.0,7.0,7,31.0
2017-12-16,Leicester,Crystal Palace,0,3,8.0,8,26.0,14.0,14,17.0
2017-12-16,Chelsea,Southampton,1,0,3.0,3,38.0,12.0,12,18.0
2017-12-16,Brighton,Burnley,0,0,13.0,13,18.0,5.0,5,32.0
2017-12-16,Arsenal,Newcastle,1,0,4.0,4,33.0,18.0,18,15.0
2017-12-13,Southampton,Leicester,1,4,11.0,11,18.0,8.0,8,26.0
2017-12-13,Liverpool,West Brom,0,0,5.0,5,31.0,17.0,17,14.0
2017-12-13,Man United,Bournemouth,1,0,2.0,2,38.0,14.0,14,16.0
2017-12-13,Newcastle,Everton,0,1,16.0,16,15.0,10.0,10,22.0
2017-12-13,Swansea,Man City,0,4,20.0,20,12.0,1.0,1,49.0
2017-12-13,West Ham,Arsenal,0,0,19.0,19,14.0,7.0,7,30.0
2017-12-13,Tottenham,Brighton,2,0,4.0,4,31.0,13.0,13,17.0
2017-12-12,Huddersfield,Chelsea,1,3,12.0,12,18.0,3.0,3,35.0
2017-12-12,Crystal Palace,Watford,2,1,17.0,17,14.0,9.0,9,22.0
2017-12-12,Burnley,Stoke,1,0,4.0,4,31.0,15.0,15,16.0
2017-12-10,Southampton,Arsenal,1,1,11.0,11,18.0,5.0,5,29.0
2017-12-10,Man United,Man City,1,2,2.0,2,35.0,1.0,1,46.0
2017-12-10,Liverpool,Everton,1,1,4.0,4,30.0,10.0,10,19.0
2017-12-09,Tottenham,Stoke,5,1,5.0,5,28.0,15.0,15,16.0
2017-12-09,Huddersfield,Brighton,2,0,11.0,11,18.0,13.0,13,17.0
2017-12-09,Burnley,Watford,1,0,7.0,7,28.0,9.0,9,22.0
2017-12-09,Crystal Palace,Bournemouth,2,2,20.0,20,11.0,14.0,14,16.0
2017-12-09,West Ham,Chelsea,1,0,18.0,18,13.0,3.0,3,32.0
2017-12-09,Newcastle,Leicester,2,3,16.0,16,15.0,8.0,8,23.0
2017-12-09,Swansea,West Brom,1,0,19.0,19,12.0,17.0,17,13.0
2017-12-03,Man City,West Ham,2,1,1.0,1,43.0,19.0,19,10.0
2017-12-03,Bournemouth,Southampton,1,1,14.0,14,15.0,11.0,11,17.0
2017-12-02,Brighton,Liverpool,1,5,11.0,11,17.0,4.0,4,29.0
2017-12-02,Everton,Huddersfield,2,0,10.0,10,18.0,15.0,15,15.0
2017-12-02,Arsenal,Man United,1,3,5.0,5,28.0,2.0,2,35.0
2017-12-02,Chelsea,Newcastle,3,1,3.0,3,32.0,14.0,14,15.0
2017-12-02,Leicester,Burnley,1,0,9.0,9,20.0,7.0,7,25.0
2017-12-02,Watford,Tottenham,1,1,8.0,8,22.0,6.0,6,25.0
2017-12-02,West Brom,Crystal Palace,0,0,17.0,17,13.0,18.0,18,10.0
2017-12-02,Stoke,Swansea,2,1,13.0,13,16.0,20.0,20,9.0
2017-11-29,Arsenal,Huddersfield,5,0,4.0,4,28.0,14.0,14,15.0
2017-11-29,Stoke,Liverpool,0,3,16.0,16,13.0,5.0,5,26.0
2017-11-29,Man City,Southampton,2,1,1.0,1,40.0,11.0,11,16.0
2017-11-29,Everton,West Ham,4,0,13.0,13,15.0,18.0,18,10.0
2017-11-29,Chelsea,Swansea,1,0,3.0,3,29.0,19.0,19,9.0
2017-11-29,Bournemouth,Burnley,1,2,15.0,15,14.0,6.0,6,25.0
2017-11-28,West Brom,Newcastle,2,2,16.0,16,12.0,12.0,12,15.0
2017-11-28,Watford,Man United,2,4,8.0,8,21.0,2.0,2,32.0
2017-11-28,Leicester,Tottenham,2,1,9.0,9,17.0,5.0,5,24.0
2017-11-28,Brighton,Crystal Palace,0,0,10.0,10,17.0,20.0,20,9.0
2017-11-26,Burnley,Arsenal,0,1,7.0,7,22.0,4.0,4,25.0
2017-11-26,Southampton,Everton,4,1,10.0,10,16.0,16.0,16,12.0
2017-11-26,Huddersfield,Man City,1,2,11.0,11,15.0,1.0,1,37.0
2017-11-25,Crystal Palace,Stoke,2,1,20.0,20,8.0,15.0,15,13.0
2017-11-25,Newcastle,Watford,0,3,13.0,13,14.0,8.0,8,21.0
2017-11-25,Man United,Brighton,1,0,2.0,2,29.0,9.0,9,16.0
2017-11-25,Liverpool,Chelsea,1,1,5.0,5,23.0,3.0,3,26.0
2017-11-25,Swansea,Bournemouth,0,0,19.0,19,9.0,12.0,12,14.0
2017-11-25,Tottenham,West Brom,1,1,4.0,4,24.0,17.0,17,11.0
2017-11-24,West Ham,Leicester,1,1,18.0,18,10.0,11.0,11,14.0
2017-11-20,Brighton,Stoke,2,2,9.0,9,16.0,15.0,15,13.0
2017-11-19,Watford,West Ham,2,0,8.0,8,18.0,18.0,18,9.0
2017-11-18,Leicester,Man City,0,2,12.0,12,13.0,1.0,1,34.0
2017-11-18,Arsenal,Tottenham,2,0,6.0,6,22.0,4.0,4,23.0
2017-11-18,Bournemouth,Huddersfield,4,0,13.0,13,13.0,10.0,10,15.0
2017-11-18,Crystal Palace,Everton,2,2,20.0,20,5.0,16.0,16,12.0
2017-11-18,Burnley,Swansea,2,0,7.0,7,22.0,19.0,19,8.0
2017-11-18,Liverpool,Southampton,3,0,5.0,5,22.0,14.0,14,13.0
2017-11-18,Man United,Newcastle,4,1,2.0,2,26.0,11.0,11,14.0
2017-11-18,West Brom,Chelsea,0,4,17.0,17,10.0,3.0,3,25.0
2017-11-05,Tottenham,Crystal Palace,1,0,3.0,3,23.0,20.0,20,4.0
2017-11-05,Man City,Arsenal,3,1,1.0,1,31.0,6.0,6,19.0
2017-11-05,Everton,Watford,3,2,15.0,15,11.0,9.0,9,15.0
2017-11-05,Chelsea,Man United,1,0,4.0,4,22.0,2.0,2,23.0
2017-11-04,Huddersfield,West Brom,1,0,10.0,10,15.0,15.0,15,10.0
2017-11-04,West Ham,Liverpool,1,4,17.0,17,9.0,6.0,6,19.0
2017-11-04,Swansea,Brighton,0,1,18.0,18,8.0,8.0,8,15.0
2017-11-04,Stoke,Leicester,2,2,14.0,14,12.0,12.0,12,13.0
2017-11-04,Southampton,Burnley,0,1,13.0,13,13.0,7.0,7,19.0
2017-11-04,Newcastle,Bournemouth,0,1,11.0,11,14.0,16.0,16,10.0
2017-10-30,Burnley,Newcastle,1,0,7.0,7,16.0,9.0,9,14.0
2017-10-29,Brighton,Southampton,1,1,12.0,12,12.0,9.0,9,13.0
2017-10-29,Leicester,Everton,2,0,11.0,11,12.0,18.0,18,8.0
2017-10-28,Arsenal,Swansea,2,1,5.0,5,19.0,17.0,17,8.0
2017-10-28,Bournemouth,Chelsea,0,1,19.0,19,7.0,4.0,4,19.0
2017-10-28,Liverpool,Huddersfield,3,0,6.0,6,16.0,11.0,11,12.0
2017-10-28,Crystal Palace,West Ham,2,2,20.0,20,4.0,16.0,16,9.0
2017-10-28,Watford,Stoke,0,1,7.0,7,15.0,13.0,13,11.0
2017-10-28,Man United,Tottenham,1,0,2.0,2,23.0,3.0,3,20.0
2017-10-28,West Brom,Man City,2,3,14.0,14,10.0,1.0,1,28.0
2017-10-22,Tottenham,Liverpool,4,1,3.0,3,20.0,9.0,9,13.0
2017-10-22,Everton,Arsenal,2,5,18.0,18,8.0,5.0,5,16.0
2017-10-21,Newcastle,Crystal Palace,1,0,6.0,6,14.0,20.0,20,3.0
2017-10-21,Chelsea,Watford,4,2,4.0,4,16.0,5.0,5,15.0
2017-10-21,Huddersfield,Man United,2,1,11.0,11,12.0,2.0,2,20.0
2017-10-21,Man City,Burnley,3,0,1.0,1,25.0,9.0,9,13.0
2017-10-21,Southampton,West Brom,1,0,10.0,10,12.0,13.0,13,10.0
2017-10-21,Stoke,Bournemouth,1,2,18.0,18,8.0,19.0,19,7.0
2017-10-21,Swansea,Leicester,1,2,15.0,15,8.0,14.0,14,9.0
2017-10-20,West Ham,Brighton,0,3,17.0,17,8.0,10.0,10,11.0
2017-10-16,Leicester,West Brom,1,1,18.0,18,6.0,10.0,10,10.0
2017-10-15,Southampton,Newcastle,2,2,10.0,10,9.0,9.0,9,11.0
2017-10-15,Brighton,Everton,1,1,14.0,14,8.0,16.0,16,8.0
2017-10-14,Man City,Stoke,7,2,1.0,1,22.0,15.0,15,8.0
2017-10-14,Burnley,West Ham,1,1,7.0,7,13.0,14.0,14,8.0
2017-10-14,Liverpool,Man United,0,0,8.0,8,13.0,2.0,2,20.0
2017-10-14,Crystal Palace,Chelsea,2,1,20.0,20,3.0,5.0,5,13.0
2017-10-14,Swansea,Huddersfield,2,0,13.0,13,8.0,11.0,11,9.0
2017-10-14,Watford,Arsenal,2,1,4.0,4,15.0,6.0,6,13.0
2017-10-14,Tottenham,Bournemouth,1,0,3.0,3,17.0,19.0,19,4.0
2017-10-01,Newcastle,Liverpool,1,1,9.0,9,10.0,7.0,7,12.0
2017-10-01,Everton,Burnley,0,1,16.0,16,7.0,6.0,6,12.0
2017-10-01,Arsenal,Brighton,2,0,5.0,5,13.0,14.0,14,7.0
2017-09-30,Man United,Crystal Palace,4,0,2.0,2,19.0,20.0,20,0.0
2017-09-30,Bournemouth,Leicester,0,0,19.0,19,4.0,17.0,17,5.0
2017-09-30,Huddersfield,Tottenham,0,4,11.0,11,9.0,3.0,3,14.0
2017-09-30,Chelsea,Man City,0,1,4.0,4,13.0,1.0,1,19.0
2017-09-30,Stoke,Southampton,2,1,13.0,13,8.0,12.0,12,8.0
2017-09-30,West Brom,Watford,2,2,10.0,10,9.0,5.0,5,12.0
2017-09-30,West Ham,Swansea,1,0,15.0,15,7.0,18.0,18,5.0
2017-09-25,Arsenal,West Brom,2,0,7.0,7,10.0,12.0,12,8.0
2017-09-24,Brighton,Newcastle,1,0,13.0,13,7.0,8.0,9,9.0
2017-09-23,West Ham,Tottenham,2,3,18.0,18,4.0,4.0,4,11.0
2017-09-23,Swansea,Watford,1,2,14.0,14,5.0,6.0,6,11.0
2017-09-23,Stoke,Chelsea,0,4,15.0,15,5.0,3.0,3,13.0
2017-09-23,Southampton,Man United,0,1,11.0,11,8.0,2.0,2,16.0
2017-09-23,Man City,Crystal Palace,5,0,1.0,1,16.0,20.0,20,0.0
2017-09-23,Leicester,Liverpool,2,3,16.0,16,4.0,5.0,5,11.0
2017-09-23,Everton,Bournemouth,2,1,13.0,13,7.0,19.0,19,3.0
2017-09-23,Burnley,Huddersfield,0,0,9.0,9,9.0,8.0,8,9.0
