Date,Team,rank,position,CumPts
2019-02-06,Cardiff,18.0,18,22.0
2019-02-09,Cardiff,16.0,16,25.0
2019-02-10,Cardiff,16.0,16,25.0
2019-02-11,Cardiff,17.0,17,25.0
2019-02-22,Cardiff,17.0,17,25.0
2019-02-23,Cardiff,17.0,17,25.0
2019-02-24,Cardiff,17.0,17,25.0
2019-02-26,Cardiff,17.0,17,25.0
2019-02-27,Cardiff,18.0,18,25.0
2019-03-02,Cardiff,18.0,18,25.0
2019-03-03,Cardiff,18.0,18,25.0
2019-03-09,Cardiff,18.0,18,28.0
2019-03-10,Cardiff,18.0,18,28.0
2019-03-16,Cardiff,18.0,18,28.0
2019-03-17,Cardiff,18.0,18,28.0
2019-03-30,Cardiff,18.0,18,28.0
2019-03-31,Cardiff,18.0,18,28.0
2019-04-01,Cardiff,18.0,18,28.0
2019-04-02,Cardiff,18.0,18,28.0
2019-04-03,Cardiff,18.0,18,28.0
2019-04-05,Cardiff,18.0,18,28.0
2019-04-06,Cardiff,18.0,18,28.0
2019-04-07,Cardiff,18.0,18,28.0
2019-04-08,Cardiff,18.0,18,28.0
2019-04-12,Cardiff,18.0,18,28.0
2019-04-13,Cardiff,18.0,18,28.0
2019-04-14,Cardiff,18.0,18,28.0
2019-04-15,Cardiff,18.0,18,28.0
2019-04-16,Cardiff,18.0,18,31.0
2019-04-20,Cardiff,18.0,18,31.0
2019-04-21,Cardiff,18.0,18,31.0
2019-04-22,Cardiff,18.0,18,31.0
2019-04-23,Cardiff,18.0,18,31.0
2019-04-24,Cardiff,18.0,18,31.0
2019-04-26,Cardiff,18.0,18,31.0
2019-04-27,Cardiff,18.0,18,31.0
2019-04-28,Cardiff,18.0,18,31.0
2019-05-03,Cardiff,18.0,18,31.0
2019-05-04,Cardiff,18.0,18,31.0
2019-05-05,Cardiff,18.0,18,31.0
2019-05-06,Cardiff,18.0,18,31.0
2019-05-12,Cardiff,18.0,18,34.0
2018-08-10,Brighton,2.0,4,0.0
2018-08-11,Brighton,17.0,17,0.0
2018-08-12,Brighton,15.0,16,0.0
2018-08-18,Brighton,16.0,16,0.0
2018-08-19,Brighton,11.0,11,3.0
2018-08-20,Brighton,11.0,11,3.0
2018-08-25,Brighton,12.0,12,3.0
2018-08-26,Brighton,13.0,13,3.0
2018-08-27,Brighton,12.0,12,3.0
2018-09-01,Brighton,12.0,12,4.0
2018-09-02,Brighton,14.0,14,4.0
2018-09-15,Brighton,14.0,14,4.0
2018-09-16,Brighton,14.0,14,4.0
2018-09-17,Brighton,14.0,14,5.0
2018-09-22,Brighton,13.0,13,5.0
2018-09-23,Brighton,13.0,13,5.0
2018-09-29,Brighton,14.0,14,5.0
2018-09-30,Brighton,15.0,15,5.0
2018-10-01,Brighton,15.0,15,5.0
2018-10-05,Brighton,12.0,12,8.0
2018-10-06,Brighton,13.0,13,8.0
2018-10-07,Brighton,13.0,13,8.0
2018-10-20,Brighton,12.0,12,11.0
2018-10-21,Brighton,12.0,12,11.0
2018-10-22,Brighton,12.0,12,11.0
2018-10-27,Brighton,11.0,11,14.0
2018-10-28,Brighton,11.0,11,14.0
2018-10-29,Brighton,11.0,11,14.0
2018-11-03,Brighton,12.0,12,14.0
2018-11-04,Brighton,12.0,12,14.0
2018-11-05,Brighton,12.0,12,14.0
2018-11-10,Brighton,12.0,12,14.0
2018-11-11,Brighton,12.0,12,14.0
2018-11-24,Brighton,12.0,12,15.0
2018-11-25,Brighton,12.0,12,15.0
2018-11-26,Brighton,12.0,12,15.0
2018-11-30,Brighton,12.0,12,15.0
2018-12-01,Brighton,11.0,11,18.0
2018-12-02,Brighton,11.0,11,18.0
2018-12-04,Brighton,10.0,10,21.0
2018-12-05,Brighton,10.0,10,21.0
2018-12-08,Brighton,11.0,11,21.0
2018-12-09,Brighton,12.0,12,21.0
2018-12-10,Brighton,13.0,13,21.0
2018-12-15,Brighton,13.0,13,21.0
2018-12-16,Brighton,13.0,13,21.0
2018-12-21,Brighton,13.0,13,21.0
2018-12-22,Brighton,13.0,13,21.0
2018-12-23,Brighton,13.0,13,21.0
2018-12-26,Brighton,13.0,13,22.0
2018-12-27,Brighton,13.0,13,22.0
2018-12-29,Brighton,13.0,13,25.0
2018-12-30,Brighton,13.0,13,25.0
2019-01-01,Brighton,13.0,13,25.0
2019-01-02,Brighton,13.0,13,26.0
2019-01-03,Brighton,13.0,13,26.0
2019-01-12,Brighton,13.0,13,26.0
2019-01-13,Brighton,13.0,13,26.0
2019-01-14,Brighton,13.0,13,26.0
2019-01-19,Brighton,13.0,13,26.0
2019-01-20,Brighton,13.0,13,26.0
2019-01-29,Brighton,13.0,13,26.0
2019-01-30,Brighton,13.0,13,26.0
2019-02-02,Brighton,13.0,13,27.0
2019-02-03,Brighton,13.0,13,27.0
2019-02-04,Brighton,13.0,13,27.0
2019-02-06,Brighton,13.0,13,27.0
2019-02-09,Brighton,14.0,14,27.0
2019-02-10,Brighton,14.0,14,27.0
2019-02-11,Brighton,14.0,14,27.0
2019-02-22,Brighton,14.0,14,27.0
2019-02-23,Brighton,16.0,16,27.0
2019-02-24,Brighton,16.0,16,27.0
2019-02-26,Brighton,16.0,16,27.0
2019-02-27,Brighton,16.0,16,27.0
2019-03-02,Brighton,15.0,15,30.0
2019-03-03,Brighton,15.0,15,30.0
2019-03-09,Brighton,15.0,15,33.0
2019-03-10,Brighton,15.0,15,33.0
2019-03-16,Brighton,15.0,15,33.0
2019-03-17,Brighton,15.0,15,33.0
2019-03-30,Brighton,15.0,15,33.0
2019-03-31,Brighton,15.0,15,33.0
2019-04-01,Brighton,15.0,15,33.0
2019-04-02,Brighton,15.0,15,33.0
2019-04-03,Brighton,15.0,15,33.0
2019-04-05,Brighton,15.0,15,33.0
2019-04-06,Brighton,16.0,16,33.0
2019-04-07,Brighton,16.0,16,33.0
2019-04-08,Brighton,16.0,16,33.0
2019-04-12,Brighton,16.0,16,33.0
2019-04-13,Brighton,17.0,17,33.0
2019-04-14,Brighton,17.0,17,33.0
2019-04-15,Brighton,17.0,17,33.0
2019-04-16,Brighton,17.0,17,33.0
2019-04-20,Brighton,17.0,17,34.0
2019-04-21,Brighton,17.0,17,34.0
2019-04-22,Brighton,17.0,17,34.0
2019-04-23,Brighton,17.0,17,34.0
2019-04-24,Brighton,17.0,17,34.0
2019-04-26,Brighton,17.0,17,34.0
2019-04-27,Brighton,17.0,17,35.0
2019-04-28,Brighton,17.0,17,35.0
2019-05-03,Brighton,17.0,17,35.0
2019-05-04,Brighton,17.0,17,35.0
2019-05-05,Brighton,17.0,17,36.0
2019-05-06,Brighton,17.0,17,36.0
2019-05-12,Brighton,17.0,17,36.0
2018-08-10,Southampton,2.0,15,0.0
2018-08-11,Southampton,9.0,13,0.0
2018-08-12,Southampton,11.0,12,1.0
2018-08-18,Southampton,12.0,13,1.0
2018-08-19,Southampton,12.0,13,1.0
2018-08-20,Southampton,12.0,13,1.0
2018-08-25,Southampton,16.0,16,1.0
2018-08-26,Southampton,16.0,17,1.0
2018-08-27,Southampton,16.0,17,1.0
2018-09-01,Southampton,10.0,10,4.0
2018-09-02,Southampton,12.0,12,4.0
2018-09-15,Southampton,13.0,13,4.0
2018-09-16,Southampton,13.0,13,4.0
2018-09-17,Southampton,13.0,13,5.0
2018-09-22,Southampton,14.0,14,5.0
2018-09-23,Southampton,14.0,14,5.0
2018-09-29,Southampton,15.0,15,5.0
2018-09-30,Southampton,16.0,16,5.0
2018-10-01,Southampton,16.0,16,5.0
2018-10-05,Southampton,16.0,16,5.0
2018-10-06,Southampton,16.0,16,5.0
2018-10-07,Southampton,16.0,16,5.0
2018-10-20,Southampton,16.0,16,6.0
2018-10-21,Southampton,16.0,16,6.0
2018-10-22,Southampton,16.0,16,6.0
2018-10-27,Southampton,16.0,16,7.0
2018-10-28,Southampton,16.0,16,7.0
2018-10-29,Southampton,16.0,16,7.0
2018-11-03,Southampton,16.0,16,7.0
2018-11-04,Southampton,16.0,16,7.0
2018-11-05,Southampton,16.0,16,7.0
2018-11-10,Southampton,17.0,17,8.0
2018-11-11,Southampton,17.0,17,8.0
2018-11-24,Southampton,17.0,17,8.0
2018-11-25,Southampton,18.0,18,8.0
2018-11-26,Southampton,18.0,18,8.0
2018-11-30,Southampton,19.0,19,8.0
2018-12-01,Southampton,18.0,18,9.0
2018-12-02,Southampton,18.0,18,9.0
2018-12-04,Southampton,18.0,18,9.0
2018-12-05,Southampton,18.0,18,9.0
2018-12-08,Southampton,19.0,19,9.0
2018-12-09,Southampton,19.0,19,9.0
2018-12-10,Southampton,19.0,19,9.0
2018-12-15,Southampton,19.0,19,9.0
2018-12-16,Southampton,17.0,17,12.0
2018-12-21,Southampton,17.0,17,12.0
2018-12-22,Southampton,16.0,16,15.0
2018-12-23,Southampton,16.0,16,15.0
2018-12-26,Southampton,16.0,16,15.0
2018-12-27,Southampton,16.0,16,15.0
2018-12-29,Southampton,17.0,17,15.0
2018-12-30,Southampton,17.0,17,15.0
2019-01-01,Southampton,17.0,17,15.0
2019-01-02,Southampton,18.0,18,16.0
2019-01-03,Southampton,18.0,18,16.0
2019-01-12,Southampton,16.0,16,19.0
2019-01-13,Southampton,16.0,16,19.0
2019-01-14,Southampton,16.0,16,19.0
2019-01-19,Southampton,15.0,15,22.0
2019-01-20,Southampton,15.0,15,22.0
2019-01-29,Southampton,17.0,17,22.0
2019-01-30,Southampton,16.0,16,23.0
2019-02-02,Southampton,16.0,16,24.0
2019-02-03,Southampton,16.0,16,24.0
2019-02-04,Southampton,16.0,16,24.0
2019-02-06,Southampton,16.0,16,24.0
2019-02-09,Southampton,18.0,18,24.0
2019-02-10,Southampton,18.0,18,24.0
2019-02-11,Southampton,18.0,18,24.0
2019-02-22,Southampton,18.0,18,24.0
2019-02-23,Southampton,18.0,18,24.0
2019-02-24,Southampton,18.0,18,24.0
2019-02-26,Southampton,18.0,18,24.0
2019-02-27,Southampton,17.0,17,27.0
2019-03-02,Southampton,17.0,17,27.0
2019-03-03,Southampton,17.0,17,27.0
2019-03-09,Southampton,16.0,16,30.0
2019-03-10,Southampton,16.0,16,30.0
2019-03-16,Southampton,16.0,16,30.0
2019-03-17,Southampton,16.0,16,30.0
2019-03-30,Southampton,16.0,16,33.0
2019-03-31,Southampton,16.0,16,33.0
2019-04-01,Southampton,16.0,16,33.0
2019-04-02,Southampton,16.0,16,33.0
2019-04-03,Southampton,16.0,16,33.0
2019-04-05,Southampton,16.0,16,33.0
2019-04-06,Southampton,17.0,17,33.0
2019-04-07,Southampton,17.0,17,33.0
2019-04-08,Southampton,17.0,17,33.0
2019-04-12,Southampton,17.0,17,33.0
2019-04-13,Southampton,16.0,16,36.0
2019-04-14,Southampton,16.0,16,36.0
2019-04-15,Southampton,16.0,16,36.0
2019-04-16,Southampton,16.0,16,36.0
2019-04-20,Southampton,16.0,16,36.0
2019-04-21,Southampton,16.0,16,36.0
2019-04-22,Southampton,16.0,16,36.0
2019-04-23,Southampton,16.0,16,37.0
2019-04-24,Southampton,16.0,16,37.0
2019-04-26,Southampton,16.0,16,37.0
2019-04-27,Southampton,16.0,16,38.0
2019-04-28,Southampton,16.0,16,38.0
2019-05-03,Southampton,16.0,16,38.0
2019-05-04,Southampton,16.0,16,38.0
2019-05-05,Southampton,16.0,16,38.0
2019-05-06,Southampton,16.0,16,38.0
2019-05-12,Southampton,16.0,16,39.0
2018-08-10,Burnley,2.0,5,0.0
2018-08-11,Burnley,9.0,10,0.0
2018-08-12,Burnley,11.0,11,1.0
2018-08-18,Burnley,11.0,11,1.0
2018-08-19,Burnley,15.0,15,1.0
2018-08-20,Burnley,15.0,15,1.0
2018-08-25,Burnley,17.0,17,1.0
2018-08-26,Burnley,18.0,18,1.0
2018-08-27,Burnley,18.0,18,1.0
2018-09-01,Burnley,19.0,19,1.0
2018-09-02,Burnley,19.0,19,1.0
2018-09-15,Burnley,19.0,19,1.0
2018-09-16,Burnley,20.0,20,1.0
2018-09-17,Burnley,20.0,20,1.0
2018-09-22,Burnley,16.0,16,4.0
2018-09-23,Burnley,16.0,16,4.0
2018-09-29,Burnley,17.0,17,4.0
2018-09-30,Burnley,12.0,12,7.0
2018-10-01,Burnley,12.0,12,7.0
2018-10-05,Burnley,13.0,13,7.0
2018-10-06,Burnley,12.0,12,8.0
2018-10-07,Burnley,12.0,12,8.0
2018-10-20,Burnley,13.0,13,8.0
2018-10-21,Burnley,13.0,13,8.0
2018-10-22,Burnley,13.0,13,8.0
2018-10-27,Burnley,14.0,14,8.0
2018-10-28,Burnley,15.0,15,8.0
2018-10-29,Burnley,15.0,15,8.0
2018-11-03,Burnley,15.0,15,8.0
2018-11-04,Burnley,15.0,15,8.0
2018-11-05,Burnley,15.0,15,8.0
2018-11-10,Burnley,15.0,15,9.0
2018-11-11,Burnley,15.0,15,9.0
2018-11-24,Burnley,16.0,16,9.0
2018-11-25,Burnley,17.0,17,9.0
2018-11-26,Burnley,17.0,17,9.0
2018-11-30,Burnley,18.0,18,9.0
2018-12-01,Burnley,19.0,19,9.0
2018-12-02,Burnley,19.0,19,9.0
2018-12-04,Burnley,19.0,19,9.0
2018-12-05,Burnley,19.0,19,9.0
2018-12-08,Burnley,17.0,17,12.0
2018-12-09,Burnley,17.0,17,12.0
2018-12-10,Burnley,17.0,17,12.0
2018-12-15,Burnley,17.0,17,12.0
2018-12-16,Burnley,18.0,18,12.0
2018-12-21,Burnley,18.0,18,12.0
2018-12-22,Burnley,18.0,18,12.0
2018-12-23,Burnley,18.0,18,12.0
2018-12-26,Burnley,18.0,18,12.0
2018-12-27,Burnley,18.0,18,12.0
2018-12-29,Burnley,19.0,19,12.0
2018-12-30,Burnley,18.0,18,15.0
2019-01-01,Burnley,18.0,18,15.0
2019-01-02,Burnley,16.0,16,18.0
2019-01-03,Burnley,16.0,16,18.0
2019-01-12,Burnley,15.0,15,21.0
2019-01-13,Burnley,15.0,15,21.0
2019-01-14,Burnley,15.0,15,21.0
2019-01-19,Burnley,16.0,16,22.0
2019-01-20,Burnley,16.0,16,22.0
2019-01-29,Burnley,15.0,15,23.0
2019-01-30,Burnley,17.0,17,23.0
2019-02-02,Burnley,17.0,17,24.0
2019-02-03,Burnley,17.0,17,24.0
2019-02-04,Burnley,17.0,17,24.0
2019-02-06,Burnley,17.0,17,24.0
2019-02-09,Burnley,15.0,15,27.0
2019-02-10,Burnley,15.0,15,27.0
2019-02-11,Burnley,15.0,15,27.0
2019-02-22,Burnley,15.0,15,27.0
2019-02-23,Burnley,14.0,14,30.0
2019-02-24,Burnley,14.0,14,30.0
2019-02-26,Burnley,15.0,15,30.0
2019-02-27,Burnley,15.0,15,30.0
2019-03-02,Burnley,16.0,16,30.0
2019-03-03,Burnley,16.0,16,30.0
2019-03-09,Burnley,17.0,17,30.0
2019-03-10,Burnley,17.0,17,30.0
2019-03-16,Burnley,17.0,17,30.0
