Date,Team,rank,position,CumPts
2021-08-13,Norwich,2.0,14,0.0
2021-08-14,Norwich,18.0,19,0.0
2021-08-15,Norwich,18.0,19,0.0
2021-08-21,Norwich,20.0,20,0.0
2021-08-22,Norwich,20.0,20,0.0
2021-08-23,Norwich,20.0,20,0.0
2021-08-28,Norwich,19.0,19,0.0
2021-08-29,Norwich,19.0,19,0.0
2021-09-11,Norwich,20.0,20,0.0
2021-09-12,Norwich,20.0,20,0.0
2021-09-13,Norwich,20.0,20,0.0
2021-09-17,Norwich,20.0,20,0.0
2021-09-18,Norwich,20.0,20,0.0
2021-09-19,Norwich,20.0,20,0.0
2021-09-25,Norwich,20.0,20,0.0
2021-09-26,Norwich,20.0,20,0.0
2021-09-27,Norwich,20.0,20,0.0
2021-10-02,Norwich,20.0,20,1.0
2021-10-03,Norwich,20.0,20,1.0
2021-10-16,Norwich,20.0,20,2.0
2021-10-17,Norwich,20.0,20,2.0
2021-10-18,Norwich,20.0,20,2.0
2021-10-22,Norwich,20.0,20,2.0
2021-10-23,Norwich,20.0,20,2.0
2021-10-24,Norwich,20.0,20,2.0
2021-10-30,Norwich,20.0,20,2.0
2021-10-31,Norwich,20.0,20,2.0
2021-11-01,Norwich,20.0,20,2.0
2021-11-05,Norwich,20.0,20,2.0
2021-11-06,Norwich,20.0,20,5.0
2021-11-07,Norwich,20.0,20,5.0
2021-11-20,Norwich,19.0,19,8.0
2021-11-21,Norwich,19.0,19,8.0
2021-11-27,Norwich,19.0,19,9.0
2021-11-28,Norwich,19.0,19,9.0
2021-11-30,Norwich,18.0,18,10.0
2021-12-01,Norwich,19.0,19,10.0
2021-12-02,Norwich,19.0,19,10.0
2021-12-04,Norwich,20.0,20,10.0
2021-12-05,Norwich,20.0,20,10.0
2021-12-06,Norwich,20.0,20,10.0
2021-12-10,Norwich,20.0,20,10.0
2021-12-11,Norwich,20.0,20,10.0
2021-12-12,Norwich,20.0,20,10.0
2021-12-14,Norwich,20.0,20,10.0
2021-12-15,Norwich,20.0,20,10.0
2021-12-16,Norwich,20.0,20,10.0
2021-12-18,Norwich,20.0,20,10.0
2021-12-19,Norwich,20.0,20,10.0
2021-12-26,Norwich,20.0,20,10.0
2021-12-27,Norwich,20.0,20,10.0
2021-12-28,Norwich,20.0,20,10.0
2021-12-29,Norwich,20.0,20,10.0
2021-12-30,Norwich,20.0,20,10.0
2022-01-01,Norwich,20.0,20,10.0
2022-01-02,Norwich,20.0,20,10.0
2022-01-03,Norwich,20.0,20,10.0
2022-01-11,Norwich,20.0,20,10.0
2022-01-12,Norwich,20.0,20,10.0
2022-01-14,Norwich,20.0,20,10.0
2022-01-15,Norwich,18.0,18,13.0
2022-01-16,Norwich,18.0,18,13.0
2022-01-18,Norwich,18.0,18,13.0
2022-01-19,Norwich,18.0,18,13.0
2022-01-21,Norwich,17.0,17,16.0
2022-01-22,Norwich,17.0,17,16.0
2022-01-23,Norwich,17.0,17,16.0
2022-02-05,Norwich,17.0,17,16.0
2022-02-08,Norwich,18.0,18,16.0
2022-02-09,Norwich,18.0,18,17.0
2022-02-10,Norwich,18.0,18,17.0
2022-02-12,Norwich,18.0,18,17.0
