date,team,player,value,player_team,cum_sum
2025-01-18,Bournemouth,Justin Kluivert,1,justinkluivert_bournemouth,3.0
2025-01-18,Liverpool,Trent Alexander-Arnold,1,trentalexanderarnold_liverpool,5.0
2025-01-19,Manchester City,Jeremy Doku,1,jeremydoku_manchestercity,4.0
2025-01-19,Manchester City,Kevin De Bruyne,2,kevindebruyne_manchestercity,6.0
2025-01-19,Nott'ham Forest,Morgan Gibbs-White,1,morgangibbswhite_notthamforest,4.0
2025-01-25,Newcastle Utd,Jacob Murphy,1,jacobmurphy_newcastleutd,8.0
2025-01-25,Bournemouth,Justin Kluivert,1,justinkluivert_bournemouth,4.0
2025-01-25,Liverpool,Trent Alexander-Arnold,1,trentalexanderarnold_liverpool,6.0
2025-01-26,Brentford,Mikkel Damsgaard,1,mikkeldamsgaard_brentford,7.0
2025-01-26,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,5.0
2025-01-26,Tottenham,Pedro Porro,1,pedroporro_tottenham,5.0
2025-02-01,Nott'ham Forest,Anthony Elanga,3,anthonyelanga_notthamforest,8.0
2025-02-01,Fulham,Antonee Robinson,1,antoneerobinson_fulham,10.0
2025-02-02,Arsenal,Declan Rice,2,declanrice_arsenal,5.0
2025-02-02,Manchester City,Savio,1,savio_manchestercity,6.0
2025-02-02,Tottenham,Son Heung-min,1,sonheungmin_tottenham,7.0
2025-02-12,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,14.0
2025-02-15,Fulham,Adama Traore,1,adamatraore_fulham,4.0
2025-02-15,Bournemouth,Justin Kluivert,1,justinkluivert_bournemouth,5.0
2025-02-15,Nott'ham Forest,Morgan Gibbs-White,1,morgangibbswhite_notthamforest,5.0
2025-02-15,Manchester City,Savio,1,savio_manchestercity,7.0
2025-02-16,Wolves,Jean-Ricner Bellegarde,1,jeanricnerbellegarde_wolves,3.0
2025-02-19,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,15.0
2025-02-21,Brentford,Bryan Mbeumo,1,bryanmbeumo_brentford,4.0
2025-02-21,Brentford,Mikkel Damsgaard,2,mikkeldamsgaard_brentford,9.0
2025-02-22,Tottenham,James Maddison,1,jamesmaddison_tottenham,5.0
2025-02-22,Brighton,Joao Pedro,1,joaopedro_brighton,6.0
2025-02-22,Tottenham,Son Heung-min,2,sonheungmin_tottenham,9.0
2025-02-23,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,16.0
2025-02-25,Fulham,Adama Traore,1,adamatraore_fulham,5.0
2025-02-25,Crystal Palace,Eberechi Eze,1,eberechieze_crystalpalace,6.0
2025-02-25,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,6.0
2025-02-26,Manchester Utd,Bruno Fernandes,1,brunofernandes_manchesterutd,7.0
2025-02-26,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,17.0
2025-03-08,Fulham,Alex Iwobi,1,alexiwobi_fulham,4.0
2025-03-08,Wolves,Jean-Ricner Bellegarde,1,jeanricnerbellegarde_wolves,4.0
2025-03-08,Nott'ham Forest,Morgan Gibbs-White,1,morgangibbswhite_notthamforest,6.0
2025-03-09,Chelsea,Enzo Fernandez,1,enzofernandez_chelsea,5.0
2025-03-09,Bournemouth,Justin Kluivert,1,justinkluivert_bournemouth,6.0
2025-03-15,Brentford,Bryan Mbeumo,1,bryanmbeumo_brentford,5.0
2025-03-15,Nott'ham Forest,Elliot Anderson,1,elliotanderson_notthamforest,6.0
2025-03-15,West Ham,Jarrod Bowen,1,jarrodbowen_westham,5.0
2025-03-15,Wolves,Jean-Ricner Bellegarde,2,jeanricnerbellegarde_wolves,6.0
2025-03-15,Nott'ham Forest,Morgan Gibbs-White,1,morgangibbswhite_notthamforest,7.0
2025-03-16,Manchester Utd,Bruno Fernandes,2,brunofernandes_manchesterutd,9.0
2025-03-16,Arsenal,Martin Odegaard,1,martinodegaard_arsenal,4.0
2025-04-02,Newcastle Utd,Jacob Murphy,1,jacobmurphy_newcastleutd,9.0
2025-04-02,Aston Villa,Morgan Rogers,2,morganrogers_astonvilla,6.0
2025-04-02,Manchester City,Savio,1,savio_manchestercity,8.0
2025-04-03,Chelsea,Cole Palmer,1,colepalmer_chelsea,7.0
2025-04-05,Crystal Palace,Eberechi Eze,2,eberechieze_crystalpalace,8.0
2025-04-05,Aston Villa,Youri Tielemans,1,youritielemans_astonvilla,5.0
2025-04-06,Fulham,Alex Iwobi,1,alexiwobi_fulham,5.0
2025-04-06,Tottenham,James Maddison,1,jamesmaddison_tottenham,6.0
2025-04-12,Arsenal,Declan Rice,1,declanrice_arsenal,6.0
2025-04-12,Manchester City,Kevin De Bruyne,1,kevindebruyne_manchestercity,7.0
2025-04-12,Aston Villa,Morgan Rogers,1,morganrogers_astonvilla,7.0
2025-04-12,Aston Villa,Youri Tielemans,1,youritielemans_astonvilla,6.0
2025-04-13,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,6.0
2025-04-13,Chelsea,Cole Palmer,1,colepalmer_chelsea,8.0
2025-04-13,Newcastle Utd,Jacob Murphy,1,jacobmurphy_newcastleutd,10.0
2025-04-13,Liverpool,Mohamed Salah,1,mohamedsalah_liverpool,18.0
2025-04-13,Wolves,Rayan Ait-Nouri,1,rayanaitnouri_wolves,6.0
2025-04-16,Newcastle Utd,Jacob Murphy,1,jacobmurphy_newcastleutd,11.0
2025-04-19,Brentford,Bryan Mbeumo,1,bryanmbeumo_brentford,6.0
2025-04-19,Aston Villa,Morgan Rogers,1,morganrogers_astonvilla,8.0
2025-04-19,Aston Villa,Ollie Watkins,1,olliewatkins_astonvilla,7.0
2025-04-19,Aston Villa,Youri Tielemans,1,youritielemans_astonvilla,7.0
2025-04-20,Arsenal,Declan Rice,1,declanrice_arsenal,7.0
2025-04-20,Chelsea,Enzo Fernandez,1,enzofernandez_chelsea,6.0
2025-04-20,Arsenal,Martin Odegaard,1,martinodegaard_arsenal,5.0
2025-04-21,Nott'ham Forest,Anthony Elanga,1,anthonyelanga_notthamforest,9.0
2025-04-21,Tottenham,Pedro Porro,1,pedroporro_tottenham,6.0
2025-04-22,Manchester City,Jeremy Doku,1,jeremydoku_manchestercity,5.0
2025-04-23,Arsenal,Martin Odegaard,1,martinodegaard_arsenal,6.0
2025-04-26,Fulham,Adama Traore,1,adamatraore_fulham,6.0
2025-04-26,Fulham,Alex Iwobi,1,alexiwobi_fulham,6.0
2025-04-26,Chelsea,Enzo Fernandez,1,enzofernandez_chelsea,7.0
2025-04-26,West Ham,Jarrod Bowen,2,jarrodbowen_westham,7.0
2025-04-26,Wolves,Matheus Cunha,2,matheuscunha_wolves,6.0
2025-04-26,Wolves,Rayan Ait-Nouri,1,rayanaitnouri_wolves,7.0
2025-04-27,Tottenham,James Maddison,1,jamesmaddison_tottenham,7.0
2025-05-02,Manchester City,Jeremy Doku,1,jeremydoku_manchestercity,6.0
2025-05-03,Arsenal,Martin Odegaard,1,martinodegaard_arsenal,7.0
