date,player_team,value,rank,player,team
2020-10-18,raphinha_leedsunited,0.0,25.0,Raphinha,Leeds United
2020-10-18,sadiomane_liverpool,0.0,26.0,Sadio Mane,Liverpool
2020-10-18,saidbenrahma_westham,0.0,27.0,Said Benrahma,West Ham
2020-10-18,vladimircoufal_westham,0.0,28.0,Vladimir Coufal,West Ham
2020-10-24,harrykane_tottenham,7.0,1.0,Harry Kane,Tottenham
2020-10-24,aaroncresswell_westham,3.0,2.0,Aaron Cresswell,West Ham
2020-10-24,jackgrealish_astonvilla,3.0,3.0,Jack Grealish,Aston Villa
2020-10-24,andrewrobertson_liverpool,2.0,4.0,Andrew Robertson,Liverpool
2020-10-24,brunofernandes_manchesterutd,2.0,5.0,Bruno Fernandes,Manchester Utd
2020-10-24,lucasdigne_everton,2.0,6.0,Lucas Digne,Everton
2020-10-24,marcusrashford_manchesterutd,2.0,7.0,Marcus Rashford,Manchester Utd
2020-10-24,matheuspereira_westbrom,2.0,8.0,Matheus Pereira,West Brom
2020-10-24,robertofirmino_liverpool,2.0,9.0,Roberto Firmino,Liverpool
2020-10-24,sonheungmin_tottenham,2.0,10.0,Son Heung-min,Tottenham
2020-10-24,jackharrison_leedsunited,1.0,11.0,Jack Harrison,Leeds United
2020-10-24,kevindebruyne_manchestercity,1.0,12.0,Kevin De Bruyne,Manchester City
2020-10-24,patrickbamford_leedsunited,1.0,13.0,Patrick Bamford,Leeds United
2020-10-24,pedroneto_wolves,1.0,14.0,Pedro Neto,Wolves
2020-10-24,raheemsterling_manchestercity,1.0,15.0,Raheem Sterling,Manchester City
2020-10-24,riyadmahrez_manchestercity,1.0,16.0,Riyad Mahrez,Manchester City
2020-10-24,sadiomane_liverpool,1.0,17.0,Sadio Mane,Liverpool
2020-10-24,timowerner_chelsea,1.0,18.0,Timo Werner,Chelsea
2020-10-24,trentalexanderarnold_liverpool,1.0,19.0,Trent Alexander-Arnold,Liverpool
2020-10-24,vladimircoufal_westham,1.0,20.0,Vladimir Coufal,West Ham
2020-10-24,bernardosilva_manchestercity,0.0,21.0,Bernardo Silva,Manchester City
2020-10-24,bertrandtraore_astonvilla,0.0,22.0,Bertrand Traore,Aston Villa
2020-10-24,eberechieze_crystalpalace,0.0,23.0,Eberechi Eze,Crystal Palace
2020-10-24,jameswardprowse_southampton,0.0,24.0,James Ward-Prowse,Southampton
2020-10-24,jamievardy_leicestercity,0.0,25.0,Jamie Vardy,Leicester City
2020-10-24,pascalgross_brighton,0.0,26.0,Pascal Gross,Brighton
2020-10-24,raphinha_leedsunited,0.0,27.0,Raphinha,Leeds United
2020-10-24,saidbenrahma_westham,0.0,28.0,Said Benrahma,West Ham
2020-10-26,harrykane_tottenham,8.0,1.0,Harry Kane,Tottenham
2020-10-26,aaroncresswell_westham,3.0,2.0,Aaron Cresswell,West Ham
2020-10-26,jackgrealish_astonvilla,3.0,3.0,Jack Grealish,Aston Villa
2020-10-26,andrewrobertson_liverpool,2.0,4.0,Andrew Robertson,Liverpool
2020-10-26,brunofernandes_manchesterutd,2.0,5.0,Bruno Fernandes,Manchester Utd
2020-10-26,lucasdigne_everton,2.0,6.0,Lucas Digne,Everton
2020-10-26,marcusrashford_manchesterutd,2.0,7.0,Marcus Rashford,Manchester Utd
2020-10-26,matheuspereira_westbrom,2.0,8.0,Matheus Pereira,West Brom
2020-10-26,robertofirmino_liverpool,2.0,9.0,Roberto Firmino,Liverpool
2020-10-26,sonheungmin_tottenham,2.0,10.0,Son Heung-min,Tottenham
2020-10-26,jackharrison_leedsunited,1.0,11.0,Jack Harrison,Leeds United
2020-10-26,kevindebruyne_manchestercity,1.0,12.0,Kevin De Bruyne,Manchester City
2020-10-26,patrickbamford_leedsunited,1.0,13.0,Patrick Bamford,Leeds United
2020-10-26,pedroneto_wolves,1.0,14.0,Pedro Neto,Wolves
2020-10-26,raheemsterling_manchestercity,1.0,15.0,Raheem Sterling,Manchester City
2020-10-26,riyadmahrez_manchestercity,1.0,16.0,Riyad Mahrez,Manchester City
2020-10-26,sadiomane_liverpool,1.0,17.0,Sadio Mane,Liverpool
2020-10-26,timowerner_chelsea,1.0,18.0,Timo Werner,Chelsea
2020-10-26,trentalexanderarnold_liverpool,1.0,19.0,Trent Alexander-Arnold,Liverpool
2020-10-26,vladimircoufal_westham,1.0,20.0,Vladimir Coufal,West Ham
2020-10-26,bernardosilva_manchestercity,0.0,21.0,Bernardo Silva,Manchester City
2020-10-26,bertrandtraore_astonvilla,0.0,22.0,Bertrand Traore,Aston Villa
2020-10-26,eberechieze_crystalpalace,0.0,23.0,Eberechi Eze,Crystal Palace
2020-10-26,jameswardprowse_southampton,0.0,24.0,James Ward-Prowse,Southampton
2020-10-26,jamievardy_leicestercity,0.0,25.0,Jamie Vardy,Leicester City
2020-10-26,pascalgross_brighton,0.0,26.0,Pascal Gross,Brighton
2020-10-26,raphinha_leedsunited,0.0,27.0,Raphinha,Leeds United
2020-10-26,saidbenrahma_westham,0.0,28.0,Said Benrahma,West Ham
2020-10-30,harrykane_tottenham,8.0,1.0,Harry Kane,Tottenham
2020-10-30,aaroncresswell_westham,3.0,2.0,Aaron Cresswell,West Ham
2020-10-30,jackgrealish_astonvilla,3.0,3.0,Jack Grealish,Aston Villa
2020-10-30,andrewrobertson_liverpool,2.0,4.0,Andrew Robertson,Liverpool
2020-10-30,brunofernandes_manchesterutd,2.0,5.0,Bruno Fernandes,Manchester Utd
2020-10-30,lucasdigne_everton,2.0,6.0,Lucas Digne,Everton
2020-10-30,marcusrashford_manchesterutd,2.0,7.0,Marcus Rashford,Manchester Utd
2020-10-30,matheuspereira_westbrom,2.0,8.0,Matheus Pereira,West Brom
2020-10-30,pedroneto_wolves,2.0,9.0,Pedro Neto,Wolves
2020-10-30,robertofirmino_liverpool,2.0,10.0,Roberto Firmino,Liverpool
2020-10-30,sonheungmin_tottenham,2.0,11.0,Son Heung-min,Tottenham
2020-10-30,jackharrison_leedsunited,1.0,12.0,Jack Harrison,Leeds United
2020-10-30,kevindebruyne_manchestercity,1.0,13.0,Kevin De Bruyne,Manchester City
2020-10-30,patrickbamford_leedsunited,1.0,14.0,Patrick Bamford,Leeds United
2020-10-30,raheemsterling_manchestercity,1.0,15.0,Raheem Sterling,Manchester City
2020-10-30,riyadmahrez_manchestercity,1.0,16.0,Riyad Mahrez,Manchester City
2020-10-30,sadiomane_liverpool,1.0,17.0,Sadio Mane,Liverpool
2020-10-30,timowerner_chelsea,1.0,18.0,Timo Werner,Chelsea
2020-10-30,trentalexanderarnold_liverpool,1.0,19.0,Trent Alexander-Arnold,Liverpool
2020-10-30,vladimircoufal_westham,1.0,20.0,Vladimir Coufal,West Ham
2020-10-30,bernardosilva_manchestercity,0.0,21.0,Bernardo Silva,Manchester City
2020-10-30,bertrandtraore_astonvilla,0.0,22.0,Bertrand Traore,Aston Villa
2020-10-30,eberechieze_crystalpalace,0.0,23.0,Eberechi Eze,Crystal Palace
2020-10-30,jameswardprowse_southampton,0.0,24.0,James Ward-Prowse,Southampton
2020-10-30,jamievardy_leicestercity,0.0,25.0,Jamie Vardy,Leicester City
2020-10-30,pascalgross_brighton,0.0,26.0,Pascal Gross,Brighton
2020-10-30,raphinha_leedsunited,0.0,27.0,Raphinha,Leeds United
2020-10-30,saidbenrahma_westham,0.0,28.0,Said Benrahma,West Ham
2020-10-31,harrykane_tottenham,8.0,1.0,Harry Kane,Tottenham
2020-10-31,aaroncresswell_westham,3.0,2.0,Aaron Cresswell,West Ham
2020-10-31,jackgrealish_astonvilla,3.0,3.0,Jack Grealish,Aston Villa
2020-10-31,andrewrobertson_liverpool,2.0,4.0,Andrew Robertson,Liverpool
2020-10-31,brunofernandes_manchesterutd,2.0,5.0,Bruno Fernandes,Manchester Utd
2020-10-31,kevindebruyne_manchestercity,2.0,6.0,Kevin De Bruyne,Manchester City
2020-10-31,lucasdigne_everton,2.0,7.0,Lucas Digne,Everton
2020-10-31,marcusrashford_manchesterutd,2.0,8.0,Marcus Rashford,Manchester Utd
2020-10-31,matheuspereira_westbrom,2.0,9.0,Matheus Pereira,West Brom
2020-10-31,pedroneto_wolves,2.0,10.0,Pedro Neto,Wolves
2020-10-31,robertofirmino_liverpool,2.0,11.0,Roberto Firmino,Liverpool
2020-10-31,sonheungmin_tottenham,2.0,12.0,Son Heung-min,Tottenham
2020-10-31,jackharrison_leedsunited,1.0,13.0,Jack Harrison,Leeds United
2020-10-31,patrickbamford_leedsunited,1.0,14.0,Patrick Bamford,Leeds United
2020-10-31,raheemsterling_manchestercity,1.0,15.0,Raheem Sterling,Manchester City
2020-10-31,riyadmahrez_manchestercity,1.0,16.0,Riyad Mahrez,Manchester City
2020-10-31,sadiomane_liverpool,1.0,17.0,Sadio Mane,Liverpool
2020-10-31,timowerner_chelsea,1.0,18.0,Timo Werner,Chelsea
2020-10-31,trentalexanderarnold_liverpool,1.0,19.0,Trent Alexander-Arnold,Liverpool
2020-10-31,vladimircoufal_westham,1.0,20.0,Vladimir Coufal,West Ham
2020-10-31,bernardosilva_manchestercity,0.0,21.0,Bernardo Silva,Manchester City
2020-10-31,bertrandtraore_astonvilla,0.0,22.0,Bertrand Traore,Aston Villa
2020-10-31,eberechieze_crystalpalace,0.0,23.0,Eberechi Eze,Crystal Palace
2020-10-31,jameswardprowse_southampton,0.0,24.0,James Ward-Prowse,Southampton
2020-10-31,jamievardy_leicestercity,0.0,25.0,Jamie Vardy,Leicester City
2020-10-31,pascalgross_brighton,0.0,26.0,Pascal Gross,Brighton
2020-10-31,raphinha_leedsunited,0.0,27.0,Raphinha,Leeds United
2020-10-31,saidbenrahma_westham,0.0,28.0,Said Benrahma,West Ham
2020-11-01,harrykane_tottenham,8.0,1.0,Harry Kane,Tottenham
2020-11-01,jackgrealish_astonvilla,4.0,2.0,Jack Grealish,Aston Villa
2020-11-01,aaroncresswell_westham,3.0,3.0,Aaron Cresswell,West Ham
2020-11-01,andrewrobertson_liverpool,2.0,4.0,Andrew Robertson,Liverpool
2020-11-01,brunofernandes_manchesterutd,2.0,5.0,Bruno Fernandes,Manchester Utd
2020-11-01,kevindebruyne_manchestercity,2.0,6.0,Kevin De Bruyne,Manchester City
2020-11-01,lucasdigne_everton,2.0,7.0,Lucas Digne,Everton
2020-11-01,marcusrashford_manchesterutd,2.0,8.0,Marcus Rashford,Manchester Utd
2020-11-01,matheuspereira_westbrom,2.0,9.0,Matheus Pereira,West Brom
2020-11-01,pedroneto_wolves,2.0,10.0,Pedro Neto,Wolves
2020-11-01,robertofirmino_liverpool,2.0,11.0,Roberto Firmino,Liverpool
2020-11-01,sonheungmin_tottenham,2.0,12.0,Son Heung-min,Tottenham
2020-11-01,jackharrison_leedsunited,1.0,13.0,Jack Harrison,Leeds United
2020-11-01,jameswardprowse_southampton,1.0,14.0,James Ward-Prowse,Southampton
2020-11-01,pascalgross_brighton,1.0,15.0,Pascal Gross,Brighton
2020-11-01,patrickbamford_leedsunited,1.0,16.0,Patrick Bamford,Leeds United
2020-11-01,raheemsterling_manchestercity,1.0,17.0,Raheem Sterling,Manchester City
2020-11-01,riyadmahrez_manchestercity,1.0,18.0,Riyad Mahrez,Manchester City
2020-11-01,sadiomane_liverpool,1.0,19.0,Sadio Mane,Liverpool
2020-11-01,timowerner_chelsea,1.0,20.0,Timo Werner,Chelsea
2020-11-01,trentalexanderarnold_liverpool,1.0,21.0,Trent Alexander-Arnold,Liverpool
2020-11-01,vladimircoufal_westham,1.0,22.0,Vladimir Coufal,West Ham
2020-11-01,bernardosilva_manchestercity,0.0,23.0,Bernardo Silva,Manchester City
2020-11-01,bertrandtraore_astonvilla,0.0,24.0,Bertrand Traore,Aston Villa
2020-11-01,eberechieze_crystalpalace,0.0,25.0,Eberechi Eze,Crystal Palace
2020-11-01,jamievardy_leicestercity,0.0,26.0,Jamie Vardy,Leicester City
2020-11-01,raphinha_leedsunited,0.0,27.0,Raphinha,Leeds United
2020-11-01,saidbenrahma_westham,0.0,28.0,Said Benrahma,West Ham
2020-11-02,harrykane_tottenham,8.0,1.0,Harry Kane,Tottenham
2020-11-02,jackgrealish_astonvilla,4.0,2.0,Jack Grealish,Aston Villa
2020-11-02,aaroncresswell_westham,3.0,3.0,Aaron Cresswell,West Ham
2020-11-02,andrewrobertson_liverpool,2.0,4.0,Andrew Robertson,Liverpool
2020-11-02,brunofernandes_manchesterutd,2.0,5.0,Bruno Fernandes,Manchester Utd
2020-11-02,jackharrison_leedsunited,2.0,6.0,Jack Harrison,Leeds United
2020-11-02,kevindebruyne_manchestercity,2.0,7.0,Kevin De Bruyne,Manchester City
2020-11-02,lucasdigne_everton,2.0,8.0,Lucas Digne,Everton
2020-11-02,marcusrashford_manchesterutd,2.0,9.0,Marcus Rashford,Manchester Utd
2020-11-02,matheuspereira_westbrom,2.0,10.0,Matheus Pereira,West Brom
2020-11-02,pedroneto_wolves,2.0,11.0,Pedro Neto,Wolves
2020-11-02,robertofirmino_liverpool,2.0,12.0,Roberto Firmino,Liverpool
2020-11-02,sonheungmin_tottenham,2.0,13.0,Son Heung-min,Tottenham
2020-11-02,jameswardprowse_southampton,1.0,14.0,James Ward-Prowse,Southampton
2020-11-02,jamievardy_leicestercity,1.0,15.0,Jamie Vardy,Leicester City
2020-11-02,pascalgross_brighton,1.0,16.0,Pascal Gross,Brighton
2020-11-02,patrickbamford_leedsunited,1.0,17.0,Patrick Bamford,Leeds United
2020-11-02,raheemsterling_manchestercity,1.0,18.0,Raheem Sterling,Manchester City
2020-11-02,riyadmahrez_manchestercity,1.0,19.0,Riyad Mahrez,Manchester City
2020-11-02,sadiomane_liverpool,1.0,20.0,Sadio Mane,Liverpool
2020-11-02,timowerner_chelsea,1.0,21.0,Timo Werner,Chelsea
2020-11-02,trentalexanderarnold_liverpool,1.0,22.0,Trent Alexander-Arnold,Liverpool
2020-11-02,vladimircoufal_westham,1.0,23.0,Vladimir Coufal,West Ham
2020-11-02,bernardosilva_manchestercity,0.0,24.0,Bernardo Silva,Manchester City
2020-11-02,bertrandtraore_astonvilla,0.0,25.0,Bertrand Traore,Aston Villa
2020-11-02,eberechieze_crystalpalace,0.0,26.0,Eberechi Eze,Crystal Palace
2020-11-02,raphinha_leedsunited,0.0,27.0,Raphinha,Leeds United
2020-11-02,saidbenrahma_westham,0.0,28.0,Said Benrahma,West Ham
2020-11-07,harrykane_tottenham,8.0,1.0,Harry Kane,Tottenham
2020-11-07,jackgrealish_astonvilla,4.0,2.0,Jack Grealish,Aston Villa
2020-11-07,aaroncresswell_westham,3.0,3.0,Aaron Cresswell,West Ham
2020-11-07,brunofernandes_manchesterutd,3.0,4.0,Bruno Fernandes,Manchester Utd
2020-11-07,marcusrashford_manchesterutd,3.0,5.0,Marcus Rashford,Manchester Utd
2020-11-07,andrewrobertson_liverpool,2.0,6.0,Andrew Robertson,Liverpool
2020-11-07,jackharrison_leedsunited,2.0,7.0,Jack Harrison,Leeds United
2020-11-07,kevindebruyne_manchestercity,2.0,8.0,Kevin De Bruyne,Manchester City
2020-11-07,lucasdigne_everton,2.0,9.0,Lucas Digne,Everton
2020-11-07,matheuspereira_westbrom,2.0,10.0,Matheus Pereira,West Brom
2020-11-07,pedroneto_wolves,2.0,11.0,Pedro Neto,Wolves
2020-11-07,robertofirmino_liverpool,2.0,12.0,Roberto Firmino,Liverpool
2020-11-07,sonheungmin_tottenham,2.0,13.0,Son Heung-min,Tottenham
2020-11-07,eberechieze_crystalpalace,1.0,14.0,Eberechi Eze,Crystal Palace
2020-11-07,jameswardprowse_southampton,1.0,15.0,James Ward-Prowse,Southampton
2020-11-07,jamievardy_leicestercity,1.0,16.0,Jamie Vardy,Leicester City
2020-11-07,pascalgross_brighton,1.0,17.0,Pascal Gross,Brighton
2020-11-07,patrickbamford_leedsunited,1.0,18.0,Patrick Bamford,Leeds United
2020-11-07,raheemsterling_manchestercity,1.0,19.0,Raheem Sterling,Manchester City
2020-11-07,riyadmahrez_manchestercity,1.0,20.0,Riyad Mahrez,Manchester City
2020-11-07,sadiomane_liverpool,1.0,21.0,Sadio Mane,Liverpool
2020-11-07,saidbenrahma_westham,1.0,22.0,Said Benrahma,West Ham
2020-11-07,timowerner_chelsea,1.0,23.0,Timo Werner,Chelsea
2020-11-07,trentalexanderarnold_liverpool,1.0,24.0,Trent Alexander-Arnold,Liverpool
2020-11-07,vladimircoufal_westham,1.0,25.0,Vladimir Coufal,West Ham
2020-11-07,bernardosilva_manchestercity,0.0,26.0,Bernardo Silva,Manchester City
2020-11-07,bertrandtraore_astonvilla,0.0,27.0,Bertrand Traore,Aston Villa
2020-11-07,raphinha_leedsunited,0.0,28.0,Raphinha,Leeds United
2020-11-08,harrykane_tottenham,8.0,1.0,Harry Kane,Tottenham
2020-11-08,jackgrealish_astonvilla,5.0,2.0,Jack Grealish,Aston Villa
2020-11-08,aaroncresswell_westham,3.0,3.0,Aaron Cresswell,West Ham
2020-11-08,brunofernandes_manchesterutd,3.0,4.0,Bruno Fernandes,Manchester Utd
2020-11-08,kevindebruyne_manchestercity,3.0,5.0,Kevin De Bruyne,Manchester City
2020-11-08,marcusrashford_manchesterutd,3.0,6.0,Marcus Rashford,Manchester Utd
2020-11-08,andrewrobertson_liverpool,2.0,7.0,Andrew Robertson,Liverpool
2020-11-08,jackharrison_leedsunited,2.0,8.0,Jack Harrison,Leeds United
2020-11-08,lucasdigne_everton,2.0,9.0,Lucas Digne,Everton
2020-11-08,matheuspereira_westbrom,2.0,10.0,Matheus Pereira,West Brom
2020-11-08,pedroneto_wolves,2.0,11.0,Pedro Neto,Wolves
2020-11-08,robertofirmino_liverpool,2.0,12.0,Roberto Firmino,Liverpool
2020-11-08,sonheungmin_tottenham,2.0,13.0,Son Heung-min,Tottenham
2020-11-08,eberechieze_crystalpalace,1.0,14.0,Eberechi Eze,Crystal Palace
2020-11-08,jameswardprowse_southampton,1.0,15.0,James Ward-Prowse,Southampton
2020-11-08,jamievardy_leicestercity,1.0,16.0,Jamie Vardy,Leicester City
2020-11-08,pascalgross_brighton,1.0,17.0,Pascal Gross,Brighton
2020-11-08,patrickbamford_leedsunited,1.0,18.0,Patrick Bamford,Leeds United
2020-11-08,raheemsterling_manchestercity,1.0,19.0,Raheem Sterling,Manchester City
2020-11-08,riyadmahrez_manchestercity,1.0,20.0,Riyad Mahrez,Manchester City
2020-11-08,sadiomane_liverpool,1.0,21.0,Sadio Mane,Liverpool
2020-11-08,saidbenrahma_westham,1.0,22.0,Said Benrahma,West Ham
2020-11-08,timowerner_chelsea,1.0,23.0,Timo Werner,Chelsea
2020-11-08,trentalexanderarnold_liverpool,1.0,24.0,Trent Alexander-Arnold,Liverpool
2020-11-08,vladimircoufal_westham,1.0,25.0,Vladimir Coufal,West Ham
2020-11-08,bernardosilva_manchestercity,0.0,26.0,Bernardo Silva,Manchester City
2020-11-08,bertrandtraore_astonvilla,0.0,27.0,Bertrand Traore,Aston Villa
2020-11-08,raphinha_leedsunited,0.0,28.0,Raphinha,Leeds United
2020-11-21,harrykane_tottenham,9.0,1.0,Harry Kane,Tottenham
2020-11-21,jackgrealish_astonvilla,5.0,2.0,Jack Grealish,Aston Villa
2020-11-21,aaroncresswell_westham,3.0,3.0,Aaron Cresswell,West Ham
2020-11-21,brunofernandes_manchesterutd,3.0,4.0,Bruno Fernandes,Manchester Utd
2020-11-21,kevindebruyne_manchestercity,3.0,5.0,Kevin De Bruyne,Manchester City
2020-11-21,marcusrashford_manchesterutd,3.0,6.0,Marcus Rashford,Manchester Utd
2020-11-21,andrewrobertson_liverpool,2.0,7.0,Andrew Robertson,Liverpool
2020-11-21,jackharrison_leedsunited,2.0,8.0,Jack Harrison,Leeds United
2020-11-21,lucasdigne_everton,2.0,9.0,Lucas Digne,Everton
2020-11-21,matheuspereira_westbrom,2.0,10.0,Matheus Pereira,West Brom
2020-11-21,pascalgross_brighton,2.0,11.0,Pascal Gross,Brighton
2020-11-21,pedroneto_wolves,2.0,12.0,Pedro Neto,Wolves
2020-11-21,robertofirmino_liverpool,2.0,13.0,Roberto Firmino,Liverpool
2020-11-21,sonheungmin_tottenham,2.0,14.0,Son Heung-min,Tottenham
2020-11-21,timowerner_chelsea,2.0,15.0,Timo Werner,Chelsea
2020-11-21,bertrandtraore_astonvilla,1.0,16.0,Bertrand Traore,Aston Villa
2020-11-21,eberechieze_crystalpalace,1.0,17.0,Eberechi Eze,Crystal Palace
2020-11-21,jameswardprowse_southampton,1.0,18.0,James Ward-Prowse,Southampton
2020-11-21,jamievardy_leicestercity,1.0,19.0,Jamie Vardy,Leicester City
2020-11-21,patrickbamford_leedsunited,1.0,20.0,Patrick Bamford,Leeds United
2020-11-21,raheemsterling_manchestercity,1.0,21.0,Raheem Sterling,Manchester City
2020-11-21,riyadmahrez_manchestercity,1.0,22.0,Riyad Mahrez,Manchester City
2020-11-21,sadiomane_liverpool,1.0,23.0,Sadio Mane,Liverpool
2020-11-21,saidbenrahma_westham,1.0,24.0,Said Benrahma,West Ham
2020-11-21,trentalexanderarnold_liverpool,1.0,25.0,Trent Alexander-Arnold,Liverpool
2020-11-21,vladimircoufal_westham,1.0,26.0,Vladimir Coufal,West Ham
2020-11-21,bernardosilva_manchestercity,0.0,27.0,Bernardo Silva,Manchester City
2020-11-21,raphinha_leedsunited,0.0,28.0,Raphinha,Leeds United
2020-11-22,harrykane_tottenham,9.0,1.0,Harry Kane,Tottenham
2020-11-22,jackgrealish_astonvilla,5.0,2.0,Jack Grealish,Aston Villa
2020-11-22,lucasdigne_everton,4.0,3.0,Lucas Digne,Everton
2020-11-22,aaroncresswell_westham,3.0,4.0,Aaron Cresswell,West Ham
2020-11-22,andrewrobertson_liverpool,3.0,5.0,Andrew Robertson,Liverpool
2020-11-22,brunofernandes_manchesterutd,3.0,6.0,Bruno Fernandes,Manchester Utd
2020-11-22,kevindebruyne_manchestercity,3.0,7.0,Kevin De Bruyne,Manchester City
2020-11-22,marcusrashford_manchesterutd,3.0,8.0,Marcus Rashford,Manchester Utd
2020-11-22,jackharrison_leedsunited,2.0,9.0,Jack Harrison,Leeds United
2020-11-22,matheuspereira_westbrom,2.0,10.0,Matheus Pereira,West Brom
2020-11-22,pascalgross_brighton,2.0,11.0,Pascal Gross,Brighton
2020-11-22,pedroneto_wolves,2.0,12.0,Pedro Neto,Wolves
2020-11-22,robertofirmino_liverpool,2.0,13.0,Roberto Firmino,Liverpool
2020-11-22,sonheungmin_tottenham,2.0,14.0,Son Heung-min,Tottenham
2020-11-22,timowerner_chelsea,2.0,15.0,Timo Werner,Chelsea
2020-11-22,bertrandtraore_astonvilla,1.0,16.0,Bertrand Traore,Aston Villa
2020-11-22,eberechieze_crystalpalace,1.0,17.0,Eberechi Eze,Crystal Palace
2020-11-22,jameswardprowse_southampton,1.0,18.0,James Ward-Prowse,Southampton
2020-11-22,jamievardy_leicestercity,1.0,19.0,Jamie Vardy,Leicester City
2020-11-22,patrickbamford_leedsunited,1.0,20.0,Patrick Bamford,Leeds United
2020-11-22,raheemsterling_manchestercity,1.0,21.0,Raheem Sterling,Manchester City
2020-11-22,riyadmahrez_manchestercity,1.0,22.0,Riyad Mahrez,Manchester City
2020-11-22,sadiomane_liverpool,1.0,23.0,Sadio Mane,Liverpool
2020-11-22,saidbenrahma_westham,1.0,24.0,Said Benrahma,West Ham
2020-11-22,trentalexanderarnold_liverpool,1.0,25.0,Trent Alexander-Arnold,Liverpool
2020-11-22,vladimircoufal_westham,1.0,26.0,Vladimir Coufal,West Ham
2020-11-22,bernardosilva_manchestercity,0.0,27.0,Bernardo Silva,Manchester City
2020-11-22,raphinha_leedsunited,0.0,28.0,Raphinha,Leeds United
2020-11-28,harrykane_tottenham,9.0,1.0,Harry Kane,Tottenham
2020-11-28,jackgrealish_astonvilla,5.0,2.0,Jack Grealish,Aston Villa
2020-11-28,kevindebruyne_manchestercity,5.0,3.0,Kevin De Bruyne,Manchester City
2020-11-28,lucasdigne_everton,4.0,4.0,Lucas Digne,Everton
2020-11-28,aaroncresswell_westham,3.0,5.0,Aaron Cresswell,West Ham
2020-11-28,andrewrobertson_liverpool,3.0,6.0,Andrew Robertson,Liverpool
2020-11-28,brunofernandes_manchesterutd,3.0,7.0,Bruno Fernandes,Manchester Utd
2020-11-28,jackharrison_leedsunited,3.0,8.0,Jack Harrison,Leeds United
2020-11-28,marcusrashford_manchesterutd,3.0,9.0,Marcus Rashford,Manchester Utd
2020-11-28,matheuspereira_westbrom,2.0,10.0,Matheus Pereira,West Brom
2020-11-28,pascalgross_brighton,2.0,11.0,Pascal Gross,Brighton
2020-11-28,pedroneto_wolves,2.0,12.0,Pedro Neto,Wolves
2020-11-28,robertofirmino_liverpool,2.0,13.0,Roberto Firmino,Liverpool
2020-11-28,sonheungmin_tottenham,2.0,14.0,Son Heung-min,Tottenham
2020-11-28,timowerner_chelsea,2.0,15.0,Timo Werner,Chelsea
2020-11-28,bertrandtraore_astonvilla,1.0,16.0,Bertrand Traore,Aston Villa
2020-11-28,eberechieze_crystalpalace,1.0,17.0,Eberechi Eze,Crystal Palace
2020-11-28,jameswardprowse_southampton,1.0,18.0,James Ward-Prowse,Southampton
2020-11-28,jamievardy_leicestercity,1.0,19.0,Jamie Vardy,Leicester City
2020-11-28,patrickbamford_leedsunited,1.0,20.0,Patrick Bamford,Leeds United
2020-11-28,raheemsterling_manchestercity,1.0,21.0,Raheem Sterling,Manchester City
2020-11-28,riyadmahrez_manchestercity,1.0,22.0,Riyad Mahrez,Manchester City
2020-11-28,sadiomane_liverpool,1.0,23.0,Sadio Mane,Liverpool
2020-11-28,saidbenrahma_westham,1.0,24.0,Said Benrahma,West Ham
2020-11-28,trentalexanderarnold_liverpool,1.0,25.0,Trent Alexander-Arnold,Liverpool
2020-11-28,vladimircoufal_westham,1.0,26.0,Vladimir Coufal,West Ham
2020-11-28,bernardosilva_manchestercity,0.0,27.0,Bernardo Silva,Manchester City
2020-11-28,raphinha_leedsunited,0.0,28.0,Raphinha,Leeds United
2020-11-29,harrykane_tottenham,9.0,1.0,Harry Kane,Tottenham
2020-11-29,jackgrealish_astonvilla,5.0,2.0,Jack Grealish,Aston Villa
2020-11-29,kevindebruyne_manchestercity,5.0,3.0,Kevin De Bruyne,Manchester City
2020-11-29,lucasdigne_everton,4.0,4.0,Lucas Digne,Everton
2020-11-29,marcusrashford_manchesterutd,4.0,5.0,Marcus Rashford,Manchester Utd
2020-11-29,aaroncresswell_westham,3.0,6.0,Aaron Cresswell,West Ham
2020-11-29,andrewrobertson_liverpool,3.0,7.0,Andrew Robertson,Liverpool
2020-11-29,brunofernandes_manchesterutd,3.0,8.0,Bruno Fernandes,Manchester Utd
2020-11-29,jackharrison_leedsunited,3.0,9.0,Jack Harrison,Leeds United
2020-11-29,jameswardprowse_southampton,2.0,10.0,James Ward-Prowse,Southampton
2020-11-29,matheuspereira_westbrom,2.0,11.0,Matheus Pereira,West Brom
2020-11-29,pascalgross_brighton,2.0,12.0,Pascal Gross,Brighton
2020-11-29,pedroneto_wolves,2.0,13.0,Pedro Neto,Wolves
2020-11-29,robertofirmino_liverpool,2.0,14.0,Roberto Firmino,Liverpool
2020-11-29,sonheungmin_tottenham,2.0,15.0,Son Heung-min,Tottenham
2020-11-29,timowerner_chelsea,2.0,16.0,Timo Werner,Chelsea
2020-11-29,bertrandtraore_astonvilla,1.0,17.0,Bertrand Traore,Aston Villa
2020-11-29,eberechieze_crystalpalace,1.0,18.0,Eberechi Eze,Crystal Palace
2020-11-29,jamievardy_leicestercity,1.0,19.0,Jamie Vardy,Leicester City
2020-11-29,patrickbamford_leedsunited,1.0,20.0,Patrick Bamford,Leeds United
2020-11-29,raheemsterling_manchestercity,1.0,21.0,Raheem Sterling,Manchester City
