date,team,player,value,player_team,cum_sum,pk
2024-03-02,Newcastle Utd,Alexander Isak,1,alexanderisak_newcastleutd,11.0,2.0
2024-03-02,Newcastle Utd,Anthony Gordon,1,anthonygordon_newcastleutd,9.0,1.0
2024-03-02,Luton Town,Carlton Morris,1,carltonmorris_lutontown,8.0,4.0
2024-03-02,Liverpool,Darwin Nunez,1,darwinnunez_liverpool,10.0,0.0
2024-03-02,Crystal Palace,Eberechi Eze,1,eberechieze_crystalpalace,6.0,1.0
2024-03-02,Chelsea,Nicolas Jackson,1,nicolasjackson_chelsea,8.0,0.0
2024-03-02,Aston Villa,Ollie Watkins,2,olliewatkins_astonvilla,16.0,0.0
2024-03-02,Tottenham,Son Heung-min,1,sonheungmin_tottenham,13.0,1.0
2024-03-02,Brentford,Yoane Wissa,1,yoanewissa_brentford,6.0,0.0
2024-03-03,Manchester City,Erling Haaland,1,erlinghaaland_manchestercity,18.0,3.0
2024-03-03,Manchester City,Phil Foden,2,philfoden_manchestercity,11.0,0.0
2024-03-04,Arsenal,Kai Havertz,1,kaihavertz_arsenal,7.0,1.0
