Team,variable,value,value_org
Arsenal,GFPerGame,53.82948117280735,1.605263157894737
Arsenal,PassAccuracy,57.20893347133978,81.5
Arsenal,AveragePossession,53.60278813826633,52.8
Arsenal,GAPerGame,53.420924799227315,1.263157894736842
Arsenal,GoalRate,48.135684807508234,0.10374149659863946
Arsenal,ShotsPerGame,60.307474823004696,15.473684210526315
Aston Villa,GFPerGame,49.203262306328675,1.368421052631579
Aston Villa,PassAccuracy,49.22014176167565,77.3
Aston Villa,AveragePossession,45.48201344378407,46.5
Aston Villa,GAPerGame,49.72262771898157,1.4210526315789473
Aston Villa,GoalRate,52.806797718091445,0.1145374449339207
Aston Villa,ShotsPerGame,46.752993701487235,11.947368421052632
Brentford,GFPerGame,47.14716503233815,1.263157894736842
Brentford,PassAccuracy,38.75862880854406,71.8
Brentford,AveragePossession,43.29069328813013,44.8
Brentford,GAPerGame,48.489862025566325,1.4736842105263157
Brentford,GoalRate,50.23665227282803,0.1085972850678733
Brentford,ShotsPerGame,45.53915957120209,11.631578947368421
Brighton,GFPerGame,44.06301912135237,1.105263157894737
Brighton,PassAccuracy,53.78516559576945,79.7
Brighton,AveragePossession,55.66520710829357,54.4
Brighton,GAPerGame,55.886456186057806,1.1578947368421053
Brighton,GoalRate,40.33580147270925,0.08571428571428572
Brighton,ShotsPerGame,50.39449609234267,12.894736842105264
Burnley,GFPerGame,39.95082457337133,0.8947368421052632
Burnley,PassAccuracy,29.628581140356488,67.0
Burnley,AveragePossession,37.36123874930182,40.2
Burnley,GAPerGame,50.33901056568919,1.394736842105263
Burnley,GoalRate,39.394218041073415,0.08353808353808354
Burnley,ShotsPerGame,41.99881002453708,10.710526315789474
Chelsea,GFPerGame,61.5398459502718,2.0
Chelsea,PassAccuracy,64.05646922248046,85.1
Chelsea,AveragePossession,65.20389484466955,61.8
Chelsea,GAPerGame,62.66666749984167,0.868421052631579
Chelsea,GoalRate,58.79539278163432,0.12837837837837837
Chelsea,ShotsPerGame,60.71208619976641,15.578947368421053
Crystal Palace,GFPerGame,48.17521366933342,1.3157894736842106
Crystal Palace,PassAccuracy,51.50265367872255,78.5
Crystal Palace,AveragePossession,51.41146798261239,51.1
Crystal Palace,GAPerGame,54.65369049264256,1.2105263157894737
Crystal Palace,GoalRate,55.75839548549917,0.12135922330097088
Crystal Palace,ShotsPerGame,42.50457424548923,10.842105263157896
Everton,GFPerGame,44.57704343985,1.131578947368421
Everton,PassAccuracy,37.61737285002062,71.2
Everton,AveragePossession,37.10343637804841,40.0
Everton,GAPerGame,42.32603355849008,1.736842105263158
Everton,GoalRate,45.726571190272566,0.09817351598173515
Everton,ShotsPerGame,45.13454819444038,11.526315789473685
League Average,GFPerGame,49.99999999999999,1.4092105263157895
League Average,PassAccuracy,50.00000000000001,77.71
League Average,AveragePossession,50.00000000000001,50.005
League Average,GAPerGame,50.00000000000001,1.4092105263157895
League Average,GoalRate,50.0,0.10805033067824814
League Average,ShotsPerGame,49.99999999999999,12.792105263157895
Leeds,GFPerGame,44.06301912135237,1.105263157894737
Leeds,PassAccuracy,47.69846715031106,76.5
Leeds,AveragePossession,52.958282210132815,52.3
Leeds,GAPerGame,34.31305655129097,2.0789473684210527
Leeds,GoalRate,40.71813382057336,0.0865979381443299
Leeds,ShotsPerGame,49.888731871390526,12.763157894736842
Leicester,GFPerGame,54.343505491304974,1.631578947368421
Leicester,PassAccuracy,54.54600290145173,80.1
Leicester,AveragePossession,52.571578653252715,52.0
Leicester,GAPerGame,46.64071348544345,1.5526315789473684
Leicester,GoalRate,64.9178671030061,0.1425287356321839
Leicester,ShotsPerGame,44.831089661869086,11.447368421052632
Liverpool,GFPerGame,70.79228368322916,2.473684210526316
Liverpool,PassAccuracy,59.68165471480725,82.8
Liverpool,AveragePossession,66.36400551530988,62.7
Liverpool,GAPerGame,66.98134742679504,0.6842105263157895
Liverpool,GoalRate,58.96359211978668,0.12876712328767123
Liverpool,ShotsPerGame,74.67117869804558,19.210526315789473
Man City,GFPerGame,73.3624052757173,2.6052631578947367
Man City,PassAccuracy,68.62149305657425,87.5
Man City,AveragePossession,73.06686716789842,67.9
Man City,GAPerGame,66.98134742679504,0.6842105263157895
Man City,GoalRate,63.15810162213559,0.13846153846153847
Man City,ShotsPerGame,73.15388603518915,18.81578947368421
Man United,GFPerGame,51.773383898816824,1.5
Man United,PassAccuracy,56.067677512816346,80.9
Man United,AveragePossession,53.47388695263963,52.7
Man United,GAPerGame,47.873479178858695,1.5
Man United,GoalRate,51.7974930585801,0.11220472440944881
Man United,ShotsPerGame,52.21524728777039,13.368421052631579
Newcastle,GFPerGame,45.091067758347634,1.1578947368421053
Newcastle,PassAccuracy,40.470512746329234,72.7
Newcastle,AveragePossession,37.61904112055522,40.4
Newcastle,GAPerGame,44.79156494532058,1.631578947368421
Newcastle,GoalRate,45.744211143536845,0.09821428571428571
Newcastle,ShotsPerGame,46.14607663634466,11.789473684210526
Norwich,GFPerGame,34.29655706989739,0.6052631578947368
Norwich,PassAccuracy,46.17679253894647,75.7
Norwich,AveragePossession,40.84157076122278,42.9
Norwich,GAPerGame,31.231142317752848,2.210526315789474
Norwich,GoalRate,29.85778243128926,0.06149732620320856
Norwich,ShotsPerGame,38.660766166252934,9.842105263157896
Southampton,GFPerGame,44.57704343985,1.131578947368421
Southampton,PassAccuracy,42.562815336955545,73.8
Southampton,AveragePossession,47.028827671304505,47.7
Southampton,GAPerGame,41.70965071178246,1.763157894736842
Southampton,GoalRate,41.849002044511636,0.08921161825726141
Southampton,ShotsPerGame,49.58527333881924,12.68421052631579
Tottenham,GFPerGame,57.94167572078839,1.8157894736842106
Tottenham,PassAccuracy,60.25228269406897,83.1
Tottenham,AveragePossession,52.3137762819993,51.8
Tottenham,GAPerGame,58.351987572888305,1.0526315789473684
Tottenham,GoalRate,64.0528659355296,0.14052953156822812
Tottenham,ShotsPerGame,50.4956489365331,12.921052631578947
Watford,GFPerGame,39.95082457337133,0.8947368421052632
Watford,PassAccuracy,37.61737285002062,71.2
Watford,AveragePossession,38.00574467743533,40.7
Watford,GAPerGame,35.54582224470622,2.026315789473684
Watford,GoalRate,40.39823621638403,0.08585858585858586
Watford,ShotsPerGame,40.886128738442366,10.421052631578947
West Ham,GFPerGame,53.315456854309716,1.5789473684210527
West Ham,PassAccuracy,50.55160704661968,78.0
West Ham,AveragePossession,47.28663004255791,47.9
West Ham,GAPerGame,51.57177625910444,1.3421052631578947
West Ham,GoalRate,63.204220588950236,0.13856812933025403
West Ham,ShotsPerGame,44.62878397348823,11.394736842105264
Wolves,GFPerGame,42.00692184736185,1.0
Wolves,PassAccuracy,53.975374922190014,79.8
Wolves,AveragePossession,49.34904901258515,49.5
Wolves,GAPerGame,56.502839032765436,1.131578947368421
Wolves,GoalRate,44.148980146100136,0.0945273631840796
Wolves,ShotsPerGame,41.49304580358494,10.578947368421053
