Team,variable,value,value_org
Fulham,GFPerGame,39.15401553286324,0.8947368421052632
Fulham,PassAccuracy,53.10128453784826,78.2
Fulham,AveragePossession,48.586638739126656,48.8
Fulham,GAPerGame,32.606149785568164,2.1315789473684212
Fulham,GoalRate,36.2130028985175,0.07505518763796909
Fulham,ShotsPerGame,46.535251643702935,11.921052631578947
Huddersfield,GFPerGame,32.5136168795142,0.5789473684210527
Huddersfield,PassAccuracy,45.14076807706131,73.4
Huddersfield,AveragePossession,46.68632107744821,47.2
Huddersfield,GAPerGame,35.78021004367617,2.0
Huddersfield,GoalRate,28.285297885889587,0.055
Huddersfield,ShotsPerGame,39.80881710583683,10.526315789473685
League Average,GFPerGame,49.99999999999999,1.4105263157894736
League Average,PassAccuracy,50.00000000000001,76.33
League Average,AveragePossession,50.00000000000001,49.989999999999995
League Average,GAPerGame,50.000000000000014,1.4105263157894739
League Average,GoalRate,50.00000000000001,0.10993297552159162
League Average,ShotsPerGame,50.000000000000014,12.639473684210525
Leicester,GFPerGame,48.56124695844104,1.3421052631578947
Leicester,PassAccuracy,50.779467236785386,76.8
Leicester,AveragePossession,51.08080567007962,50.9
Leicester,GAPerGame,53.554947489080966,1.263157894736842
Leicester,GoalRate,45.68976853388743,0.09902912621359224
Leicester,ShotsPerGame,54.403910914414226,13.552631578947368
Liverpool,GFPerGame,69.58917602737966,2.3421052631578947
Liverpool,PassAccuracy,60.56426871983602,82.7
Liverpool,AveragePossession,64.02671974026406,61.8
Liverpool,GAPerGame,70.06006083124255,0.5789473684210527
Liverpool,GoalRate,67.83540609551552,0.15505226480836237
Liverpool,ShotsPerGame,61.89182860751046,15.105263157894736
Man City,GFPerGame,72.90937535405418,2.5
Man City,PassAccuracy,67.52972062302462,86.9
Man City,AveragePossession,71.27168082541314,67.9
Man City,GAPerGame,69.42524877962096,0.6052631578947368
Man City,GoalRate,61.52649639941265,0.1390922401171303
Man City,ShotsPerGame,75.72543926085774,17.973684210526315
Man United,GFPerGame,56.30837872068159,1.7105263157894737
Man United,PassAccuracy,56.74985458237561,80.4
Man United,AveragePossession,55.59406011656594,54.7
Man United,GAPerGame,49.746075179351365,1.4210526315789473
Man United,GoalRate,55.39227882256214,0.12357414448669202
Man United,ShotsPerGame,55.79996336566946,13.842105263157896
Newcastle,GFPerGame,43.58094796842927,1.105263157894737
Newcastle,PassAccuracy,40.66297756786865,70.7
Newcastle,AveragePossession,38.6099710153148,40.4
Newcastle,GAPerGame,53.554947489080966,1.263157894736842
Newcastle,GoalRate,43.936822653788724,0.0945945945945946
Newcastle,ShotsPerGame,45.39302691085775,11.68421052631579
Southampton,GFPerGame,45.24104763176652,1.1842105263157894
Southampton,PassAccuracy,42.818950775998445,72.0
Southampton,AveragePossession,42.17306663096189,43.4
Southampton,GAPerGame,42.763142611513764,1.7105263157894737
Southampton,GoalRate,43.60295907085572,0.09375
Southampton,ShotsPerGame,49.9619258422385,12.631578947368421
Tottenham,GFPerGame,57.41511182957309,1.763157894736842
Tottenham,PassAccuracy,58.73998369757233,81.6
Tottenham,AveragePossession,60.70116383232677,59.0
Tottenham,GAPerGame,59.26825595367536,1.0263157894736843
Tottenham,GoalRate,55.955911639376794,0.125
Tottenham,ShotsPerGame,57.06910195771967,14.105263157894736
Watford,GFPerGame,49.1146135128868,1.368421052631579
Watford,PassAccuracy,45.96998854172662,73.9
Watford,AveragePossession,46.0924718081737,46.7
Watford,GAPerGame,46.572014921243365,1.5526315789473684
Watford,GoalRate,53.90657388607375,0.11981566820276497
Watford,ShotsPerGame,44.12388831880754,11.421052631578947
West Ham,GFPerGame,49.1146135128868,1.368421052631579
West Ham,PassAccuracy,50.779467236785386,76.8
West Ham,AveragePossession,48.349099031416856,48.6
West Ham,GAPerGame,49.111263127729764,1.4473684210526316
West Ham,GoalRate,53.15478860796612,0.11791383219954649
West Ham,ShotsPerGame,45.01228533324268,11.605263157894736
Wolves,GFPerGame,46.34778074065803,1.236842105263158
Wolves,PassAccuracy,50.28193495798621,76.5
Wolves,AveragePossession,46.2112416620286,46.8
Wolves,GAPerGame,54.82457159232416,1.2105263157894737
Wolves,GoalRate,45.739967743047124,0.09915611814345991
Wolves,ShotsPerGame,49.20044268700837,12.473684210526315
