Team,variable,value,value_org
Arsenal,GFPerGame,61.01657875846572,1.9473684210526316
Arsenal,PassAccuracy,63.88455811996847,82.9
Arsenal,AveragePossession,63.80978810333411,61.4
Arsenal,GAPerGame,49.91979780443907,1.3421052631578947
Arsenal,GoalRate,57.956847416311,0.12478920741989882
Arsenal,ShotsPerGame,62.144020616087914,15.605263157894736
Bournemouth,GFPerGame,47.1862417889633,1.1842105263157894
Bournemouth,PassAccuracy,48.99495155699959,74.9
Bournemouth,AveragePossession,47.698368649444305,48.1
Bournemouth,GAPerGame,41.89957824834563,1.605263157894737
Bournemouth,GoalRate,45.510856617124766,0.09635974304068523
Bournemouth,ShotsPerGame,50.236264992530884,12.289473684210526
Brighton,GFPerGame,41.94025190397962,0.8947368421052632
Brighton,PassAccuracy,44.155829424034685,72.3
Brighton,AveragePossession,42.36827499552588,43.7
Brighton,GAPerGame,47.513731937611034,1.4210526315789473
Brighton,GoalRate,42.189427479799505,0.08877284595300261
Brighton,ShotsPerGame,42.29776124349287,10.078947368421053
Burnley,GFPerGame,42.89406824670393,0.9473684210526315
Burnley,PassAccuracy,37.26938638866157,68.6
Burnley,AveragePossession,42.36827499552588,43.7
Burnley,GAPerGame,59.54406127175119,1.0263157894736843
Burnley,GoalRate,44.90980609169185,0.09498680738786279
Burnley,ShotsPerGame,41.91973725544344,9.973684210526315
Chelsea,GFPerGame,55.293680702119886,1.631578947368421
Chelsea,PassAccuracy,62.39559746367156,82.1
Chelsea,AveragePossession,56.783755559532544,55.6
Chelsea,GAPerGame,60.34608322736054,1.0
Chelsea,GoalRate,48.115890524621825,0.10231023102310231
Chelsea,ShotsPerGame,63.37259857724857,15.947368421052632
Crystal Palace,GFPerGame,47.1862417889633,1.1842105263157894
Crystal Palace,PassAccuracy,46.017030244405795,73.3
Crystal Palace,AveragePossession,44.18535237754352,45.2
Crystal Palace,GAPerGame,46.71170998200169,1.4473684210526316
Crystal Palace,GoalRate,44.80037506035572,0.09473684210526316
Crystal Palace,ShotsPerGame,50.99231296862975,12.5
Everton,GFPerGame,46.709333617601146,1.1578947368421053
Everton,PassAccuracy,44.71418967014601,72.6
Everton,AveragePossession,44.54876785394705,45.5
Everton,GAPerGame,44.305644115173656,1.5263157894736843
Everton,GoalRate,56.8330600059759,0.12222222222222222
Everton,ShotsPerGame,40.124123312208646,9.473684210526315
Huddersfield,GFPerGame,39.07880287580671,0.7368421052631579
Huddersfield,PassAccuracy,42.6668687677378,71.5
Huddersfield,AveragePossession,44.791044838216074,45.7
Huddersfield,GAPerGame,44.305644115173656,1.5263157894736843
Huddersfield,GoalRate,37.375952434334756,0.07777777777777778
Huddersfield,ShotsPerGame,40.124123312208646,9.473684210526315
League Average,GFPerGame,50.0,1.3394736842105264
League Average,PassAccuracy,49.999999999999986,75.44000000000001
League Average,AveragePossession,49.999999999999986,50.00000000000001
League Average,GAPerGame,50.0,1.3394736842105264
League Average,GoalRate,49.99999999999999,0.10661396417549263
League Average,ShotsPerGame,50.0,12.223684210526317
Leicester,GFPerGame,52.43223167394697,1.4736842105263157
Leicester,PassAccuracy,43.969709341997586,72.2
Leicester,AveragePossession,47.57723015730979,48.0
Leicester,GAPerGame,42.70160020395497,1.5789473684210527
Leicester,GoalRate,61.42069555900504,0.13270142180094788
Leicester,ShotsPerGame,45.9834951269748,11.105263157894736
Liverpool,GFPerGame,65.78566047208724,2.210526315789474
Liverpool,PassAccuracy,61.83723721756023,81.8
Liverpool,AveragePossession,62.4772646898545,60.3
Liverpool,GAPerGame,60.34608322736054,1.0
Liverpool,GoalRate,60.785284981465516,0.13125
Liverpool,ShotsPerGame,66.58580247566871,16.842105263157894
Man City,GFPerGame,76.27764024205459,2.789473684210526
Man City,PassAccuracy,72.07384172960133,87.3
Man City,AveragePossession,75.43908334824705,71.0
Man City,GAPerGame,69.16832473906332,0.7105263157894737
Man City,GoalRate,73.21336592848704,0.15963855421686746
Man City,ShotsPerGame,68.8539464039653,17.473684210526315
Man United,GFPerGame,58.155129730292806,1.7894736842105263
Man United,PassAccuracy,60.720516725337575,81.2
Man United,AveragePossession,55.69350913032196,54.7
Man United,GAPerGame,68.36630278345397,0.7368421052631579
Man United,GoalRate,61.35598413447143,0.13255360623781676
Man United,ShotsPerGame,54.58354085509933,13.5
Newcastle,GFPerGame,44.32479276079039,1.0263157894736843
Newcastle,PassAccuracy,41.17790811144092,70.7
Newcastle,AveragePossession,39.94550515283568,41.7
Newcastle,GAPerGame,53.12788562687644,1.236842105263158
Newcastle,GoalRate,41.351875863506415,0.08685968819599109
Newcastle,ShotsPerGame,48.535157046308456,11.81578947368421
Southampton,GFPerGame,43.37097641806608,0.9736842105263158
Southampton,PassAccuracy,49.739431885148015,75.3
Southampton,AveragePossession,51.57480039774862,51.3
Southampton,GAPerGame,45.90968802639235,1.4736842105263157
Southampton,GoalRate,39.24185022252429,0.082039911308204
Southampton,ShotsPerGame,48.72416904033317,11.868421052631579
Stoke,GFPerGame,42.417160075341776,0.9210526315789473
Stoke,PassAccuracy,38.94446712699558,69.5
Stoke,AveragePossession,39.58208967643215,41.4
Stoke,GAPerGame,36.28542455908022,1.7894736842105263
Stoke,GoalRate,43.437197986757,0.09162303664921466
Stoke,ShotsPerGame,42.20325524648051,10.052631578947368
Swansea,GFPerGame,39.07880287580671,0.7368421052631579
Swansea,PassAccuracy,50.67003229533357,75.8
Swansea,AveragePossession,44.30649086967803,45.3
Swansea,GAPerGame,45.90968802639235,1.4736842105263157
Swansea,GoalRate,39.8080908807899,0.08333333333333333
Swansea,ShotsPerGame,37.85597938391207,8.842105263157896
Tottenham,GFPerGame,61.01657875846572,1.9473684210526316
Tottenham,PassAccuracy,61.0927568894118,81.4
Tottenham,AveragePossession,64.29434207187215,61.8
Tottenham,GAPerGame,61.95012713857923,0.9473684210526315
Tottenham,GoalRate,55.40975069004396,0.1189710610932476
Tottenham,ShotsPerGame,64.88469452944628,16.36842105263158
Watford,GFPerGame,46.709333617601146,1.1578947368421053
Watford,PassAccuracy,45.08642983422024,72.8
Watford,AveragePossession,49.63658452359647,49.7
Watford,GAPerGame,39.4935123815176,1.6842105263157894
Watford,GoalRate,47.10450622015533,0.1
Watford,ShotsPerGame,47.684603073197245,11.578947368421053
West Brom,GFPerGame,40.509527389893165,0.8157894736842105
West Brom,PassAccuracy,39.688947455144046,69.9
West Brom,AveragePossession,38.73412023149058,40.7
West Brom,GAPerGame,45.90968802639235,1.4736842105263157
West Brom,GoalRate,39.51623426721528,0.08266666666666667
West Brom,ShotsPerGame,41.54171326739401,9.868421052631579
West Ham,GFPerGame,48.61696630304976,1.263157894736842
West Ham,PassAccuracy,44.90030975218314,72.7
West Ham,AveragePossession,44.18535237754352,45.2
West Ham,GAPerGame,36.28542455908022,1.7894736842105263
West Ham,GoalRate,59.662947635363395,0.128686327077748
West Ham,ShotsPerGame,41.35270127336929,9.81578947368421
