Date,Team,rank,position,CumPts
2020-02-09,Norwich,20.0,20,18.0
2020-02-14,Norwich,20.0,20,18.0
2020-02-15,Norwich,20.0,20,18.0
2020-02-16,Norwich,20.0,20,18.0
2020-02-17,Norwich,20.0,20,18.0
2020-02-19,Norwich,20.0,20,18.0
2020-02-22,Norwich,20.0,20,18.0
2020-02-23,Norwich,20.0,20,18.0
2020-02-24,Norwich,20.0,20,18.0
2020-02-28,Norwich,20.0,20,21.0
2020-02-29,Norwich,20.0,20,21.0
2020-03-01,Norwich,20.0,20,21.0
2020-03-07,Norwich,20.0,20,21.0
2020-03-08,Norwich,20.0,20,21.0
2020-03-09,Norwich,20.0,20,21.0
2020-06-17,Norwich,20.0,20,21.0
2020-06-19,Norwich,20.0,20,21.0
2020-06-20,Norwich,20.0,20,21.0
2020-06-21,Norwich,20.0,20,21.0
2020-06-22,Norwich,20.0,20,21.0
2020-06-23,Norwich,20.0,20,21.0
2020-06-24,Norwich,20.0,20,21.0
2020-06-25,Norwich,20.0,20,21.0
2020-06-27,Norwich,20.0,20,21.0
2020-06-28,Norwich,20.0,20,21.0
2020-06-29,Norwich,20.0,20,21.0
2020-06-30,Norwich,20.0,20,21.0
2020-07-01,Norwich,20.0,20,21.0
2020-07-02,Norwich,20.0,20,21.0
2020-07-04,Norwich,20.0,20,21.0
2020-07-05,Norwich,20.0,20,21.0
2020-07-06,Norwich,20.0,20,21.0
2020-07-07,Norwich,20.0,20,21.0
2020-07-08,Norwich,20.0,20,21.0
2020-07-09,Norwich,20.0,20,21.0
2020-07-11,Norwich,20.0,20,21.0
2020-07-12,Norwich,20.0,20,21.0
2020-07-13,Norwich,20.0,20,21.0
2020-07-14,Norwich,20.0,20,21.0
2020-07-15,Norwich,20.0,20,21.0
2020-07-16,Norwich,20.0,20,21.0
2020-07-17,Norwich,20.0,20,21.0
2020-07-18,Norwich,20.0,20,21.0
2020-07-19,Norwich,20.0,20,21.0
2020-07-20,Norwich,20.0,20,21.0
2020-07-21,Norwich,20.0,20,21.0
2020-07-22,Norwich,20.0,20,21.0
2020-07-26,Norwich,20.0,20,21.0
2019-08-09,Watford,2.0,17,0.0
2019-08-10,Watford,18.0,19,0.0
2019-08-11,Watford,17.0,18,0.0
2019-08-17,Watford,19.0,20,0.0
2019-08-18,Watford,20.0,20,0.0
2019-08-19,Watford,20.0,20,0.0
2019-08-23,Watford,20.0,20,0.0
2019-08-24,Watford,20.0,20,0.0
2019-08-25,Watford,20.0,20,0.0
2019-08-31,Watford,20.0,20,1.0
2019-09-01,Watford,20.0,20,1.0
2019-09-14,Watford,20.0,20,1.0
2019-09-15,Watford,20.0,20,2.0
2019-09-16,Watford,20.0,20,2.0
2019-09-20,Watford,20.0,20,2.0
2019-09-21,Watford,20.0,20,2.0
2019-09-22,Watford,20.0,20,2.0
2019-09-28,Watford,20.0,20,2.0
2019-09-29,Watford,20.0,20,2.0
2019-09-30,Watford,20.0,20,2.0
2019-10-05,Watford,20.0,20,3.0
2019-10-06,Watford,20.0,20,3.0
2019-10-19,Watford,20.0,20,4.0
2019-10-20,Watford,20.0,20,4.0
2019-10-21,Watford,20.0,20,4.0
2019-10-25,Watford,20.0,20,4.0
2019-10-26,Watford,20.0,20,5.0
2019-10-27,Watford,20.0,20,5.0
2019-11-02,Watford,20.0,20,5.0
2019-11-03,Watford,20.0,20,5.0
2019-11-08,Watford,18.0,18,8.0
2019-11-09,Watford,18.0,18,8.0
2019-11-10,Watford,18.0,18,8.0
2019-11-23,Watford,20.0,20,8.0
2019-11-24,Watford,20.0,20,8.0
2019-11-25,Watford,20.0,20,8.0
2019-11-30,Watford,20.0,20,8.0
2019-12-01,Watford,20.0,20,8.0
2019-12-03,Watford,20.0,20,8.0
2019-12-04,Watford,20.0,20,8.0
2019-12-05,Watford,20.0,20,8.0
2019-12-07,Watford,20.0,20,9.0
2019-12-08,Watford,20.0,20,9.0
2019-12-09,Watford,20.0,20,9.0
2019-12-14,Watford,20.0,20,9.0
2019-12-15,Watford,20.0,20,9.0
2019-12-16,Watford,20.0,20,9.0
2019-12-21,Watford,20.0,20,9.0
2019-12-22,Watford,20.0,20,12.0
2019-12-26,Watford,19.0,19,13.0
2019-12-27,Watford,19.0,19,13.0
2019-12-28,Watford,19.0,19,16.0
2019-12-29,Watford,19.0,19,16.0
2020-01-01,Watford,19.0,19,19.0
2020-01-02,Watford,19.0,19,19.0
2020-01-10,Watford,19.0,19,19.0
2020-01-11,Watford,19.0,19,19.0
2020-01-12,Watford,17.0,17,22.0
2020-01-18,Watford,17.0,17,23.0
2020-01-19,Watford,17.0,17,23.0
2020-01-21,Watford,19.0,19,23.0
2020-01-22,Watford,19.0,19,23.0
2020-01-23,Watford,19.0,19,23.0
2020-01-29,Watford,19.0,19,23.0
2020-02-01,Watford,19.0,19,23.0
2020-02-02,Watford,19.0,19,23.0
2020-02-08,Watford,19.0,19,24.0
2020-02-09,Watford,19.0,19,24.0
2020-02-14,Watford,19.0,19,24.0
2020-02-15,Watford,19.0,19,24.0
2020-02-16,Watford,19.0,19,24.0
2020-02-17,Watford,19.0,19,24.0
2020-02-19,Watford,19.0,19,24.0
2020-02-22,Watford,19.0,19,24.0
2020-02-23,Watford,19.0,19,24.0
2020-02-24,Watford,19.0,19,24.0
2020-02-28,Watford,19.0,19,24.0
2020-02-29,Watford,17.0,17,27.0
2020-03-01,Watford,17.0,17,27.0
2020-03-07,Watford,17.0,17,27.0
2020-03-08,Watford,17.0,17,27.0
2020-03-09,Watford,17.0,17,27.0
2020-06-17,Watford,17.0,17,27.0
2020-06-19,Watford,17.0,17,27.0
2020-06-20,Watford,16.0,16,28.0
2020-06-21,Watford,16.0,16,28.0
2020-06-22,Watford,16.0,16,28.0
2020-06-23,Watford,16.0,16,28.0
2020-06-24,Watford,16.0,16,28.0
2020-06-25,Watford,16.0,16,28.0
2020-06-27,Watford,16.0,16,28.0
2020-06-28,Watford,16.0,16,28.0
2020-06-29,Watford,16.0,16,28.0
2020-06-30,Watford,16.0,16,28.0
2020-07-01,Watford,17.0,17,28.0
2020-07-02,Watford,17.0,17,28.0
2020-07-04,Watford,17.0,17,28.0
2020-07-05,Watford,17.0,17,28.0
2020-07-06,Watford,17.0,17,28.0
2020-07-07,Watford,17.0,17,31.0
2020-07-08,Watford,17.0,17,31.0
2020-07-09,Watford,17.0,17,31.0
2020-07-11,Watford,17.0,17,34.0
2020-07-12,Watford,17.0,17,34.0
2020-07-13,Watford,17.0,17,34.0
2020-07-14,Watford,17.0,17,34.0
2020-07-15,Watford,17.0,17,34.0
2020-07-16,Watford,17.0,17,34.0
2020-07-17,Watford,17.0,17,34.0
2020-07-18,Watford,17.0,17,34.0
2020-07-19,Watford,17.0,17,34.0
2020-07-20,Watford,17.0,17,34.0
2020-07-21,Watford,18.0,18,34.0
2020-07-22,Watford,18.0,18,34.0
2020-07-26,Watford,19.0,19,34.0
2019-08-09,Bournemouth,2.0,4,0.0
2019-08-10,Bournemouth,6.0,6,1.0
2019-08-11,Bournemouth,8.0,8,1.0
2019-08-17,Bournemouth,6.0,6,4.0
2019-08-18,Bournemouth,6.0,6,4.0
2019-08-19,Bournemouth,7.0,7,4.0
2019-08-23,Bournemouth,7.0,7,4.0
2019-08-24,Bournemouth,8.0,8,4.0
2019-08-25,Bournemouth,11.0,11,4.0
2019-08-31,Bournemouth,15.0,15,4.0
2019-09-01,Bournemouth,15.0,15,4.0
2019-09-14,Bournemouth,16.0,16,4.0
2019-09-15,Bournemouth,8.0,8,7.0
2019-09-16,Bournemouth,9.0,9,7.0
2019-09-20,Bournemouth,3.0,3,10.0
2019-09-21,Bournemouth,4.0,4,10.0
2019-09-22,Bournemouth,6.0,6,10.0
2019-09-28,Bournemouth,7.0,7,11.0
2019-09-29,Bournemouth,7.0,7,11.0
2019-09-30,Bournemouth,8.0,8,11.0
2019-10-05,Bournemouth,10.0,10,11.0
2019-10-06,Bournemouth,10.0,10,11.0
2019-10-19,Bournemouth,9.0,9,12.0
2019-10-20,Bournemouth,9.0,9,12.0
2019-10-21,Bournemouth,10.0,10,12.0
2019-10-25,Bournemouth,10.0,10,12.0
2019-10-26,Bournemouth,8.0,8,13.0
2019-10-27,Bournemouth,9.0,9,13.0
2019-11-02,Bournemouth,7.0,7,16.0
2019-11-03,Bournemouth,7.0,7,16.0
2019-11-08,Bournemouth,7.0,7,16.0
2019-11-09,Bournemouth,7.0,7,16.0
2019-11-10,Bournemouth,9.0,9,16.0
2019-11-23,Bournemouth,11.0,11,16.0
2019-11-24,Bournemouth,11.0,11,16.0
2019-11-25,Bournemouth,11.0,11,16.0
2019-11-30,Bournemouth,12.0,12,16.0
2019-12-01,Bournemouth,12.0,12,16.0
2019-12-03,Bournemouth,12.0,12,16.0
2019-12-04,Bournemouth,12.0,12,16.0
2019-12-05,Bournemouth,14.0,14,16.0
2019-12-07,Bournemouth,15.0,15,16.0
2019-12-08,Bournemouth,15.0,15,16.0
2019-12-09,Bournemouth,15.0,15,16.0
2019-12-14,Bournemouth,14.0,14,19.0
2019-12-15,Bournemouth,14.0,14,19.0
2019-12-16,Bournemouth,14.0,14,19.0
2019-12-21,Bournemouth,14.0,14,19.0
2019-12-22,Bournemouth,14.0,14,19.0
2019-12-26,Bournemouth,16.0,16,20.0
2019-12-27,Bournemouth,16.0,16,20.0
2019-12-28,Bournemouth,16.0,16,20.0
2019-12-29,Bournemouth,16.0,16,20.0
2020-01-01,Bournemouth,18.0,18,20.0
2020-01-02,Bournemouth,18.0,18,20.0
2020-01-10,Bournemouth,18.0,18,20.0
2020-01-11,Bournemouth,18.0,18,20.0
2020-01-12,Bournemouth,19.0,19,20.0
2020-01-18,Bournemouth,19.0,19,20.0
2020-01-19,Bournemouth,19.0,19,20.0
2020-01-21,Bournemouth,18.0,18,23.0
2020-01-22,Bournemouth,18.0,18,23.0
2020-01-23,Bournemouth,18.0,18,23.0
2020-01-29,Bournemouth,18.0,18,23.0
2020-02-01,Bournemouth,16.0,16,26.0
2020-02-02,Bournemouth,16.0,16,26.0
2020-02-08,Bournemouth,16.0,16,26.0
2020-02-09,Bournemouth,16.0,16,26.0
2020-02-14,Bournemouth,16.0,16,26.0
2020-02-15,Bournemouth,16.0,16,26.0
2020-02-16,Bournemouth,16.0,16,26.0
2020-02-17,Bournemouth,16.0,16,26.0
2020-02-19,Bournemouth,16.0,16,26.0
2020-02-22,Bournemouth,16.0,16,26.0
2020-02-23,Bournemouth,16.0,16,26.0
2020-02-24,Bournemouth,16.0,16,26.0
2020-02-28,Bournemouth,16.0,16,26.0
2020-02-29,Bournemouth,18.0,18,27.0
2020-03-01,Bournemouth,18.0,18,27.0
2020-03-07,Bournemouth,18.0,18,27.0
2020-03-08,Bournemouth,18.0,18,27.0
2020-03-09,Bournemouth,18.0,18,27.0
2020-06-17,Bournemouth,18.0,18,27.0
2020-06-19,Bournemouth,18.0,18,27.0
2020-06-20,Bournemouth,18.0,18,27.0
2020-06-21,Bournemouth,18.0,18,27.0
2020-06-22,Bournemouth,18.0,18,27.0
2020-06-23,Bournemouth,18.0,18,27.0
2020-06-24,Bournemouth,18.0,18,27.0
2020-06-25,Bournemouth,18.0,18,27.0
2020-06-27,Bournemouth,18.0,18,27.0
2020-06-28,Bournemouth,18.0,18,27.0
2020-06-29,Bournemouth,18.0,18,27.0
2020-06-30,Bournemouth,18.0,18,27.0
2020-07-01,Bournemouth,19.0,19,27.0
2020-07-02,Bournemouth,19.0,19,27.0
2020-07-04,Bournemouth,19.0,19,27.0
2020-07-05,Bournemouth,19.0,19,27.0
2020-07-06,Bournemouth,19.0,19,27.0
2020-07-07,Bournemouth,19.0,19,27.0
2020-07-08,Bournemouth,19.0,19,27.0
2020-07-09,Bournemouth,18.0,18,28.0
2020-07-11,Bournemouth,18.0,18,28.0
2020-07-12,Bournemouth,18.0,18,31.0
2020-07-13,Bournemouth,18.0,18,31.0
2020-07-14,Bournemouth,18.0,18,31.0
2020-07-15,Bournemouth,18.0,18,31.0
2020-07-16,Bournemouth,18.0,18,31.0
2020-07-17,Bournemouth,18.0,18,31.0
2020-07-18,Bournemouth,18.0,18,31.0
2020-07-19,Bournemouth,19.0,19,31.0
2020-07-20,Bournemouth,19.0,19,31.0
2020-07-21,Bournemouth,19.0,19,31.0
2020-07-22,Bournemouth,19.0,19,31.0
2020-07-26,Bournemouth,18.0,18,34.0
2019-08-09,Aston Villa,2.0,3,0.0
2019-08-10,Aston Villa,16.0,16,0.0
2019-08-11,Aston Villa,15.0,15,0.0
2019-08-17,Aston Villa,16.0,16,0.0
2019-08-18,Aston Villa,17.0,17,0.0
2019-08-19,Aston Villa,17.0,17,0.0
2019-08-23,Aston Villa,11.0,11,3.0
2019-08-24,Aston Villa,15.0,15,3.0
2019-08-25,Aston Villa,16.0,16,3.0
2019-08-31,Aston Villa,18.0,18,3.0
2019-09-01,Aston Villa,18.0,18,3.0
2019-09-14,Aston Villa,18.0,18,3.0
2019-09-15,Aston Villa,18.0,18,3.0
2019-09-16,Aston Villa,17.0,17,4.0
2019-09-20,Aston Villa,17.0,17,4.0
2019-09-21,Aston Villa,18.0,18,4.0
2019-09-22,Aston Villa,18.0,18,4.0
2019-09-28,Aston Villa,18.0,18,5.0
2019-09-29,Aston Villa,18.0,18,5.0
2019-09-30,Aston Villa,18.0,18,5.0
2019-10-05,Aston Villa,14.0,14,8.0
2019-10-06,Aston Villa,15.0,15,8.0
2019-10-19,Aston Villa,11.0,11,11.0
2019-10-20,Aston Villa,11.0,11,11.0
2019-10-21,Aston Villa,12.0,12,11.0
2019-10-25,Aston Villa,12.0,12,11.0
2019-10-26,Aston Villa,14.0,14,11.0
2019-10-27,Aston Villa,15.0,15,11.0
2019-11-02,Aston Villa,16.0,16,11.0
2019-11-03,Aston Villa,16.0,16,11.0
2019-11-08,Aston Villa,16.0,16,11.0
2019-11-09,Aston Villa,17.0,17,11.0
2019-11-10,Aston Villa,17.0,17,11.0
2019-11-23,Aston Villa,17.0,17,11.0
2019-11-24,Aston Villa,17.0,17,11.0
2019-11-25,Aston Villa,15.0,15,14.0
2019-11-30,Aston Villa,16.0,16,14.0
2019-12-01,Aston Villa,15.0,15,15.0
2019-12-03,Aston Villa,15.0,15,15.0
2019-12-04,Aston Villa,15.0,15,15.0
2019-12-05,Aston Villa,16.0,16,15.0
2019-12-07,Aston Villa,17.0,17,15.0
2019-12-08,Aston Villa,17.0,17,15.0
2019-12-09,Aston Villa,17.0,17,15.0
2019-12-14,Aston Villa,17.0,17,15.0
2019-12-15,Aston Villa,17.0,17,15.0
2019-12-16,Aston Villa,17.0,17,15.0
2019-12-21,Aston Villa,18.0,18,15.0
2019-12-22,Aston Villa,18.0,18,15.0
2019-12-26,Aston Villa,18.0,18,18.0
2019-12-27,Aston Villa,18.0,18,18.0
2019-12-28,Aston Villa,18.0,18,18.0
2019-12-29,Aston Villa,18.0,18,18.0
2020-01-01,Aston Villa,17.0,17,21.0
2020-01-02,Aston Villa,17.0,17,21.0
2020-01-10,Aston Villa,17.0,17,21.0
2020-01-11,Aston Villa,17.0,17,21.0
2020-01-12,Aston Villa,18.0,18,21.0
2020-01-18,Aston Villa,18.0,18,22.0
2020-01-19,Aston Villa,18.0,18,22.0
2020-01-21,Aston Villa,16.0,16,25.0
2020-01-22,Aston Villa,16.0,16,25.0
2020-01-23,Aston Villa,16.0,16,25.0
2020-01-29,Aston Villa,16.0,16,25.0
2020-02-01,Aston Villa,17.0,17,25.0
2020-02-02,Aston Villa,17.0,17,25.0
2020-02-08,Aston Villa,17.0,17,25.0
2020-02-09,Aston Villa,17.0,17,25.0
2020-02-14,Aston Villa,17.0,17,25.0
2020-02-15,Aston Villa,17.0,17,25.0
2020-02-16,Aston Villa,17.0,17,25.0
2020-02-17,Aston Villa,17.0,17,25.0
2020-02-19,Aston Villa,17.0,17,25.0
2020-02-22,Aston Villa,17.0,17,25.0
2020-02-23,Aston Villa,17.0,17,25.0
2020-02-24,Aston Villa,17.0,17,25.0
2020-02-28,Aston Villa,17.0,17,25.0
2020-02-29,Aston Villa,19.0,19,25.0
2020-03-01,Aston Villa,19.0,19,25.0
2020-03-07,Aston Villa,19.0,19,25.0
2020-03-08,Aston Villa,19.0,19,25.0
2020-03-09,Aston Villa,19.0,19,25.0
2020-06-17,Aston Villa,19.0,19,26.0
2020-06-19,Aston Villa,19.0,19,26.0
2020-06-20,Aston Villa,19.0,19,26.0
2020-06-21,Aston Villa,19.0,19,26.0
2020-06-22,Aston Villa,19.0,19,26.0
2020-06-23,Aston Villa,19.0,19,26.0
2020-06-24,Aston Villa,19.0,19,27.0
2020-06-25,Aston Villa,19.0,19,27.0
2020-06-27,Aston Villa,19.0,19,27.0
2020-06-28,Aston Villa,19.0,19,27.0
2020-06-29,Aston Villa,19.0,19,27.0
2020-06-30,Aston Villa,19.0,19,27.0
2020-07-01,Aston Villa,18.0,18,27.0
2020-07-02,Aston Villa,18.0,18,27.0
2020-07-04,Aston Villa,18.0,18,27.0
2020-07-05,Aston Villa,18.0,18,27.0
2020-07-06,Aston Villa,18.0,18,27.0
2020-07-07,Aston Villa,18.0,18,27.0
2020-07-08,Aston Villa,18.0,18,27.0
2020-07-09,Aston Villa,19.0,19,27.0
2020-07-11,Aston Villa,19.0,19,27.0
2020-07-12,Aston Villa,19.0,19,30.0
2020-07-13,Aston Villa,19.0,19,30.0
2020-07-14,Aston Villa,19.0,19,30.0
2020-07-15,Aston Villa,19.0,19,30.0
2020-07-16,Aston Villa,19.0,19,31.0
2020-07-17,Aston Villa,19.0,19,31.0
2020-07-18,Aston Villa,19.0,19,31.0
2020-07-19,Aston Villa,18.0,18,31.0
2020-07-20,Aston Villa,18.0,18,31.0
2020-07-21,Aston Villa,17.0,17,34.0
2020-07-22,Aston Villa,17.0,17,34.0
2020-07-26,Aston Villa,17.0,17,35.0
2019-08-09,West Ham,2.0,18,0.0
2019-08-10,West Ham,20.0,20,0.0
2019-08-11,West Ham,20.0,20,0.0
2019-08-17,West Ham,15.0,15,1.0
2019-08-18,West Ham,16.0,16,1.0
2019-08-19,West Ham,16.0,16,1.0
2019-08-23,West Ham,17.0,17,1.0
2019-08-24,West Ham,12.0,13,4.0
2019-08-25,West Ham,13.0,14,4.0
2019-08-31,West Ham,5.0,5,7.0
2019-09-01,West Ham,7.0,7,7.0
2019-09-14,West Ham,9.0,9,7.0
2019-09-15,West Ham,9.0,9,7.0
2019-09-16,West Ham,8.0,8,8.0
2019-09-20,West Ham,9.0,9,8.0
2019-09-21,West Ham,11.0,11,8.0
2019-09-22,West Ham,5.0,5,11.0
2019-09-28,West Ham,3.0,3,12.0
2019-09-29,West Ham,4.0,4,12.0
2019-09-30,West Ham,5.0,5,12.0
2019-10-05,West Ham,7.0,7,12.0
2019-10-06,West Ham,8.0,8,12.0
2019-10-19,West Ham,10.0,10,12.0
2019-10-20,West Ham,10.0,10,12.0
2019-10-21,West Ham,11.0,11,12.0
2019-10-25,West Ham,11.0,11,12.0
2019-10-26,West Ham,9.0,9,13.0
2019-10-27,West Ham,10.0,10,13.0
2019-11-02,West Ham,12.0,12,13.0
2019-11-03,West Ham,13.0,13,13.0
2019-11-08,West Ham,13.0,13,13.0
2019-11-09,West Ham,16.0,16,13.0
2019-11-10,West Ham,16.0,16,13.0
2019-11-23,West Ham,16.0,16,13.0
2019-11-24,West Ham,16.0,16,13.0
2019-11-25,West Ham,17.0,17,13.0
2019-11-30,West Ham,13.0,13,16.0
2019-12-01,West Ham,13.0,13,16.0
2019-12-03,West Ham,13.0,13,16.0
2019-12-04,West Ham,13.0,13,16.0
2019-12-05,West Ham,15.0,15,16.0
2019-12-07,West Ham,16.0,16,16.0
2019-12-08,West Ham,16.0,16,16.0
2019-12-09,West Ham,16.0,16,16.0
2019-12-14,West Ham,15.0,15,19.0
2019-12-15,West Ham,15.0,15,19.0
2019-12-16,West Ham,15.0,15,19.0
2019-12-21,West Ham,16.0,16,19.0
2019-12-22,West Ham,16.0,16,19.0
2019-12-26,West Ham,17.0,17,19.0
2019-12-27,West Ham,17.0,17,19.0
2019-12-28,West Ham,17.0,17,19.0
2019-12-29,West Ham,17.0,17,19.0
2020-01-01,West Ham,16.0,16,22.0
2020-01-02,West Ham,16.0,16,22.0
2020-01-10,West Ham,16.0,16,22.0
2020-01-11,West Ham,16.0,16,22.0
2020-01-12,West Ham,16.0,16,22.0
2020-01-18,West Ham,16.0,16,23.0
2020-01-19,West Ham,16.0,16,23.0
2020-01-21,West Ham,17.0,17,23.0
2020-01-22,West Ham,17.0,17,23.0
2020-01-23,West Ham,17.0,17,23.0
2020-01-29,West Ham,17.0,17,23.0
2020-02-01,West Ham,18.0,18,24.0
2020-02-02,West Ham,18.0,18,24.0
2020-02-08,West Ham,18.0,18,24.0
2020-02-09,West Ham,18.0,18,24.0
2020-02-14,West Ham,18.0,18,24.0
2020-02-15,West Ham,18.0,18,24.0
2020-02-16,West Ham,18.0,18,24.0
2020-02-17,West Ham,18.0,18,24.0
2020-02-19,West Ham,18.0,18,24.0
2020-02-22,West Ham,18.0,18,24.0
2020-02-23,West Ham,18.0,18,24.0
2020-02-24,West Ham,18.0,18,24.0
2020-02-28,West Ham,18.0,18,24.0
2020-02-29,West Ham,16.0,16,27.0
2020-03-01,West Ham,16.0,16,27.0
2020-03-07,West Ham,16.0,16,27.0
2020-03-08,West Ham,16.0,16,27.0
2020-03-09,West Ham,16.0,16,27.0
2020-06-17,West Ham,16.0,16,27.0
2020-06-19,West Ham,16.0,16,27.0
2020-06-20,West Ham,17.0,17,27.0
2020-06-21,West Ham,17.0,17,27.0
2020-06-22,West Ham,17.0,17,27.0
2020-06-23,West Ham,17.0,17,27.0
2020-06-24,West Ham,17.0,17,27.0
2020-06-25,West Ham,17.0,17,27.0
2020-06-27,West Ham,17.0,17,27.0
2020-06-28,West Ham,17.0,17,27.0
2020-06-29,West Ham,17.0,17,27.0
2020-06-30,West Ham,17.0,17,27.0
2020-07-01,West Ham,16.0,16,30.0
2020-07-02,West Ham,16.0,16,30.0
2020-07-04,West Ham,16.0,16,30.0
2020-07-05,West Ham,16.0,16,31.0
2020-07-06,West Ham,16.0,16,31.0
2020-07-07,West Ham,16.0,16,31.0
2020-07-08,West Ham,16.0,16,31.0
2020-07-09,West Ham,16.0,16,31.0
2020-07-11,West Ham,16.0,16,34.0
2020-07-12,West Ham,16.0,16,34.0
2020-07-13,West Ham,16.0,16,34.0
2020-07-14,West Ham,16.0,16,34.0
2020-07-15,West Ham,16.0,16,34.0
2020-07-16,West Ham,16.0,16,34.0
2020-07-17,West Ham,15.0,15,37.0
2020-07-18,West Ham,15.0,15,37.0
2020-07-19,West Ham,15.0,15,37.0
2020-07-20,West Ham,16.0,16,37.0
2020-07-21,West Ham,16.0,16,37.0
2020-07-22,West Ham,15.0,15,38.0
2020-07-26,West Ham,16.0,16,39.0
2019-08-09,Brighton,2.0,5,0.0
2019-08-10,Brighton,3.0,3,3.0
2019-08-11,Brighton,4.0,4,3.0
2019-08-17,Brighton,4.0,4,4.0
2019-08-18,Brighton,4.0,4,4.0
2019-08-19,Brighton,5.0,5,4.0
2019-08-23,Brighton,5.0,5,4.0
2019-08-24,Brighton,7.0,7,4.0
2019-08-25,Brighton,8.0,8,4.0
2019-08-31,Brighton,16.0,16,4.0
2019-09-01,Brighton,16.0,16,4.0
2019-09-14,Brighton,15.0,15,5.0
2019-09-15,Brighton,16.0,16,5.0
2019-09-16,Brighton,16.0,16,5.0
2019-09-20,Brighton,16.0,16,5.0
2019-09-21,Brighton,15.0,15,6.0
2019-09-22,Brighton,15.0,15,6.0
2019-09-28,Brighton,16.0,16,6.0
2019-09-29,Brighton,16.0,16,6.0
2019-09-30,Brighton,16.0,16,6.0
2019-10-05,Brighton,13.0,13,9.0
2019-10-06,Brighton,14.0,14,9.0
2019-10-19,Brighton,16.0,16,9.0
2019-10-20,Brighton,16.0,16,9.0
2019-10-21,Brighton,16.0,16,9.0
2019-10-25,Brighton,16.0,16,9.0
2019-10-26,Brighton,12.0,12,12.0
2019-10-27,Brighton,14.0,14,12.0
2019-11-02,Brighton,8.0,8,15.0
2019-11-03,Brighton,8.0,8,15.0
2019-11-08,Brighton,8.0,8,15.0
2019-11-09,Brighton,8.0,8,15.0
2019-11-10,Brighton,11.0,11,15.0
2019-11-23,Brighton,12.0,12,15.0
2019-11-24,Brighton,12.0,12,15.0
2019-11-25,Brighton,12.0,12,15.0
2019-11-30,Brighton,15.0,15,15.0
2019-12-01,Brighton,16.0,16,15.0
2019-12-03,Brighton,16.0,16,15.0
2019-12-04,Brighton,16.0,16,15.0
2019-12-05,Brighton,13.0,13,18.0
2019-12-07,Brighton,12.0,12,18.0
2019-12-08,Brighton,12.0,12,19.0
2019-12-09,Brighton,12.0,12,19.0
